ZIP,Borough,Neighborhood,Year,Total Adjusted Gross Income (IRS),Number of Returns (IRS),AGI_raw,AGI,AGI_num,AdjacentIncome,Median HH Income ($),Mean HH Income ($),Median Home Value ($/sq. foot),% Employed,% Unemployed,% Not in Labor Force,Bordering Water,Number of Subway Stations in ZIP,Stops in ZIP,Number of Subway Lines Serving ZIP,Lines Serving ZIP,Number of Parks,Number of Playgrounds,Park Acreage,LandSqMile,Latitude,Longitude,adjacentZIP,Zillow_value,ZillowAdj,Zillow_value2,Price_Index,AdjacentZillow2,Proximity,Coffees,NewCoffees,A1,A2,DM,NB,CRIME_COUNT,Color,Probability,IncomeLow,IncomeHigh,HouseLow,HouseHigh
10001,Manhattan,Chelsea and Clinton,2001,"$884,714,000 ","8,607","$102,790.00","$137,509.81",137509.8059,306856.96,,,,,,,Y,6,"34 St - Herald Sq, 28 St, 34 St - Penn Station, 34 St - Herald Sq, 34 St - Penn Station, 28 St",13,"N, Q, R, W, A, C, E, B, D, F, M, 1, 2",4,1,5.239,0.6,40.750633,-73.997177,"10018, 10016, 10010, 10011",,0,0,0,0,0.006202142,,,,,,,,green,98,52061.08675,80382.83593,0,0
10001,Manhattan,Chelsea and Clinton,2002,"$787,935,000 ","8,489","$92,818.00","$122,214.10",122214.0964,259898.84,,,,,,,Y,6,"34 St - Herald Sq, 28 St, 34 St - Penn Station, 34 St - Herald Sq, 34 St - Penn Station, 28 St",13,"N, Q, R, W, A, C, E, B, D, F, M, 1, 2",4,1,5.239,0.6,40.750633,-73.997177,"10018, 10016, 10010, 10011",,0,0,0,0,0.006202142,,,,,,,,green,98,51446.63339,78836.50594,0,0
10001,Manhattan,Chelsea and Clinton,2004,"$976,187,000 ","11,553","$84,496.00","$105,895.91",105895.9054,227954.86,,,,,,,Y,6,"34 St - Herald Sq, 28 St, 34 St - Penn Station, 34 St - Herald Sq, 34 St - Penn Station, 28 St",13,"N, Q, R, W, A, C, E, B, D, F, M, 1, 2",4,1,5.239,0.6,40.750633,-73.997177,"10018, 10016, 10010, 10011",0.462470726,0.579598516,0,0,0,0.006202142,,,,,,,,green,98,43532.17044,63267.33923,0,0
10001,Manhattan,Chelsea and Clinton,2005,"$1,134,868,000 ","11,508","$98,616.00","$119,528.06",119528.0576,283165.54,,,,,,,Y,6,"34 St - Herald Sq, 28 St, 34 St - Penn Station, 34 St - Herald Sq, 34 St - Penn Station, 28 St",13,"N, Q, R, W, A, C, E, B, D, F, M, 1, 2",4,1,5.239,0.6,40.750633,-73.997177,"10018, 10016, 10010, 10011",0.551668618,0.66865294,0.551668618,0.66865294,0.71,0.006202142,,,,,,,,green,98,43487.57892,64127.4283,0.822550449,0.978768815
10001,Manhattan,Chelsea and Clinton,2006,"$1,385,158,000 ","11,962","$115,797.00","$136,000.37",136000.3699,285514.51,,,,,,,Y,6,"34 St - Herald Sq, 28 St, 34 St - Penn Station, 34 St - Herald Sq, 34 St - Penn Station, 28 St",13,"N, Q, R, W, A, C, E, B, D, F, M, 1, 2",4,1,5.239,0.6,40.750633,-73.997177,"10018, 10016, 10010, 10011",0.650322014,0.763785197,0.650322014,0.763785197,0.79,0.006202142,,,,,,,2939,green,98,44350.42332,66478.2646,0.893471665,1.130588767
10001,Manhattan,Chelsea and Clinton,2007,"$1,831,938,000 ","13,575","$134,949.00","$154,176.91",154176.9101,330519.7,,,,,,,Y,6,"34 St - Herald Sq, 28 St, 34 St - Penn Station, 34 St - Herald Sq, 34 St - Penn Station, 28 St",13,"N, Q, R, W, A, C, E, B, D, F, M, 1, 2",4,1,5.239,0.6,40.750633,-73.997177,"10018, 10016, 10010, 10011",0.673009368,0.768901621,0.673009368,0.768901621,0.82,0.006202142,,,,,,,2749,green,98,43326.83186,63664.85351,0.892759679,1.135458269
10001,Manhattan,Chelsea and Clinton,2008,"$1,541,045,000 ","12,534","$122,949.00","$135,324.78",135324.7752,249423.64,,,,,,,Y,6,"34 St - Herald Sq, 28 St, 34 St - Penn Station, 34 St - Herald Sq, 34 St - Penn Station, 28 St",13,"N, Q, R, W, A, C, E, B, D, F, M, 1, 2",4,1,5.239,0.6,40.750633,-73.997177,"10018, 10016, 10010, 10011",0.716627635,0.788761792,0.716627635,0.788761792,0.83,0.006202142,,,,,,,2569,green,98,44541.41962,64579.99543,0.890607641,1.042492584
10001,Manhattan,Chelsea and Clinton,2009,"$1,644,776,000 ","12,393","$132,718.00","$146,663.76",146663.7562,224795.26,,,,,,,Y,6,"34 St - Herald Sq, 28 St, 34 St - Penn Station, 34 St - Herald Sq, 34 St - Penn Station, 28 St",13,"N, Q, R, W, A, C, E, B, D, F, M, 1, 2",4,1,5.239,0.6,40.750633,-73.997177,"10018, 10016, 10010, 10011",0.654517955,0.723293463,0.654517955,0.723293463,0.76,0.006202142,,,,,,,2250,green,98,43818.55709,64797.35987,0.83252179,0.960932841
10001,Manhattan,Chelsea and Clinton,2010,"$1,699,184,000 ","13,202","$128,707.00","$139,991.43",139991.4251,278320.88,,,,,,,Y,6,"34 St - Herald Sq, 28 St, 34 St - Penn Station, 34 St - Herald Sq, 34 St - Penn Station, 28 St",13,"N, Q, R, W, A, C, E, B, D, F, M, 1, 2",4,1,5.239,0.6,40.750633,-73.997177,"10018, 10016, 10010, 10011",0.62265808,0.677249815,0.62265808,0.677249815,0.69,0.006202142,,,,,,,2229,green,98,44081.30464,64251.15544,0.791133741,0.921456724
10001,Manhattan,Chelsea and Clinton,2011,"$1,764,658,000 ","13,590","$129,850.00","$136,855.27",136855.2693,247612.13,"$67,795.00 ","$121,403.00 ","$1,105.67 ",65.60%,6.30%,28.10%,Y,6,"34 St - Herald Sq, 28 St, 34 St - Penn Station, 34 St - Herald Sq, 34 St - Penn Station, 28 St",13,"N, Q, R, W, A, C, E, B, D, F, M, 1, 2",4,1,5.239,0.6,40.750633,-73.997177,"10018, 10016, 10010, 10011",0.647345824,0.682269442,0.647345824,0.682269442,0.64,0.006202142,,,,,,,2115,green,98,43502.16391,62963.96339,0.749871815,0.846616676
10001,Manhattan,Chelsea and Clinton,2012,"$1,915,739,000 ","13,300","$144,041.00","$148,689.38",148689.3817,299832.99,"$76,138.00 ","$136,992.00 ","$1,182.17 ",65.90%,6.30%,27.80%,Y,6,"34 St - Herald Sq, 28 St, 34 St - Penn Station, 34 St - Herald Sq, 34 St - Penn Station, 28 St",13,"N, Q, R, W, A, C, E, B, D, F, M, 1, 2",4,1,5.239,0.6,40.750633,-73.997177,"10018, 10016, 10010, 10011",0.692135051,0.714471107,0.692135051,0.714471107,0.68,0.006202142,,,,,,,2199,green,98,43806.49461,64178.36753,0.743871403,0.814889738
10001,Manhattan,Chelsea and Clinton,2013,"$2,094,642,000 ","13,720","$152,671.00","$155,268.85",155268.8497,288204.28,"$81,671.00 ","$157,557.00 ","$1,348.67 ",65.30%,6.50%,28.20%,Y,6,"34 St - Herald Sq, 28 St, 34 St - Penn Station, 34 St - Herald Sq, 34 St - Penn Station, 28 St",13,"N, Q, R, W, A, C, E, B, D, F, M, 1, 2",4,1,5.239,0.6,40.750633,-73.997177,"10018, 10016, 10010, 10011",0.789617486,0.803053617,0.789617486,0.803053617,0.75,0.006202142,4,0,37,1093,17,45,2098,green,98,43815.08331,64311.00676,0.775961819,0.83549439
10001,Manhattan,Chelsea and Clinton,2014,"$2,363,960,000 ","14,080","$167,895.00","$168,062.90",168062.895,291979.19,"$81,445.00 ","$151,316.00 ","$1,535.83 ",65%,6.20%,28.80%,Y,6,"34 St - Herald Sq, 28 St, 34 St - Penn Station, 34 St - Herald Sq, 34 St - Penn Station, 28 St",13,"N, Q, R, W, A, C, E, B, D, F, M, 1, 2",4,1,5.239,0.6,40.750633,-73.997177,"10018, 10016, 10010, 10011",0.899199844,0.900099044,0.899199844,0.900099044,0.88,0.006202142,18,1,57,1100,10,70,2063,blue,65,44754.1094,66383.317,0.834928415,0.869141886
10001,Manhattan,Chelsea and Clinton,2015,"$2,368,986,000 ","14,310","$165,548.00","$165,548.00",165548,292593.25,"$86,801.00 ","$158,183.00 ","$1,618.42 ",64.70%,5.90%,29.40%,Y,6,"34 St - Herald Sq, 28 St, 34 St - Penn Station, 34 St - Herald Sq, 34 St - Penn Station, 28 St",13,"N, Q, R, W, A, C, E, B, D, F, M, 1, 2",4,1,5.239,0.6,40.750633,-73.997177,"10018, 10016, 10010, 10011",0.930598248,0.930598248,0.930598248,0.930598248,0.97,0.006202142,34,3,38,1017,9,26,2094,blue,65,46874.6,69680,0.890887346,0.913241778
10002,Manhattan,Lower East Side,2001,"$1,013,271,000 ","30,128","$33,632.00","$44,992.02",44992.02054,147932.94,,,,,,,Y,6,"Essex St, Bowery, Grand St, 2 Av, Delancey St, East Broadway",6,"J, M, Z, B, D, F",18,10,87.55,0.9,40.715775,-73.986212," 10009, 10003, 10012, 10013, 10038",,0,0,0,0,0.021629012,,,,,,,,green,99,52061.08675,80382.83593,0,0
10002,Manhattan,Lower East Side,2002,"$1,014,170,000 ","30,066","$33,731.00","$44,413.84",44413.83876,136470.87,,,,,,,Y,6,"Essex St, Bowery, Grand St, 2 Av, Delancey St, East Broadway",6,"J, M, Z, B, D, F",18,10,87.55,0.9,40.715775,-73.986212," 10009, 10003, 10012, 10013, 10038",,0,0,0,0,0.021629012,,,,,,,,green,99,51446.63339,78836.50594,0,0
10002,Manhattan,Lower East Side,2004,"$1,159,588,000 ","40,975","$28,300.00","$35,467.41",35467.40819,125981.99,,,,,,,Y,6,"Essex St, Bowery, Grand St, 2 Av, Delancey St, East Broadway",6,"J, M, Z, B, D, F",18,10,87.55,0.9,40.715775,-73.986212," 10009, 10003, 10012, 10013, 10038",,0,0,0,0,0.019185543,,,,,,,,green,99,43532.17044,63267.33923,0,0
10002,Manhattan,Lower East Side,2005,"$1,300,710,000 ","42,171","$30,844.00","$37,384.64",37384.63745,145386.53,,,,,,,Y,6,"Essex St, Bowery, Grand St, 2 Av, Delancey St, East Broadway",6,"J, M, Z, B, D, F",18,10,87.55,0.9,40.715775,-73.986212," 10009, 10003, 10012, 10013, 10038",0.547187728,0.663221853,0.547187728,0.663221853,0.69,0.019185543,,,,,,,,green,99,43487.57892,64127.4283,0.822550449,0.978768815
10002,Manhattan,Lower East Side,2006,"$1,477,878,000 ","44,024","$33,570.00","$39,427.04",39427.0354,161426.99,,,,,,,Y,6,"Essex St, Bowery, Grand St, 2 Av, Delancey St, East Broadway",6,"J, M, Z, B, D, F",18,10,87.55,0.9,40.715775,-73.986212," 10009, 10003, 10012, 10013, 10038",0.642257122,0.754313205,0.642257122,0.754313205,0.76,0.019185543,,,,,,,2114,green,99,44350.42332,66478.2646,0.893471665,1.130588767
10002,Manhattan,Lower East Side,2007,"$1,748,633,000 ","50,732","$34,468.00","$39,379.10",39379.09683,177000.75,,,,,,,Y,6,"Essex St, Bowery, Grand St, 2 Av, Delancey St, East Broadway",6,"J, M, Z, B, D, F",18,10,87.55,0.9,40.715775,-73.986212," 10009, 10003, 10012, 10013, 10038",0.703250548,0.803451649,0.703250548,0.803451649,0.8,0.019185543,,,,,,,2428,green,99,43326.83186,63664.85351,0.892759679,1.135458269
10002,Manhattan,Lower East Side,2008,"$1,743,798,000 ","45,236","$38,549.00","$42,429.26",42429.25732,170185.03,,,,,,,Y,6,"Essex St, Bowery, Grand St, 2 Av, Delancey St, East Broadway",6,"J, M, Z, B, D, F",18,10,87.55,0.9,40.715775,-73.986212," 10009, 10003, 10012, 10013, 10038",0.742147553,0.816850489,0.742147553,0.816850489,0.83,0.016326233,,,,,,,2238,green,99,44541.41962,64579.99543,0.890607641,1.042492584
10002,Manhattan,Lower East Side,2009,"$1,652,980,000 ","44,144","$37,445.00","$41,379.65",41379.64971,147975.7,,,,,,,Y,6,"Essex St, Bowery, Grand St, 2 Av, Delancey St, East Broadway",6,"J, M, Z, B, D, F",18,10,87.55,0.9,40.715775,-73.986212," 10009, 10003, 10012, 10013, 10038",0.68742391,0.759657113,0.68742391,0.759657113,0.77,0.019185543,,,,,,,2214,green,99,43818.55709,64797.35987,0.83252179,0.960932841
10002,Manhattan,Lower East Side,2010,"$1,791,614,000 ","44,718","$40,065.00","$43,577.71",43577.71097,165345.57,,,,,,,Y,6,"Essex St, Bowery, Grand St, 2 Av, Delancey St, East Broadway",6,"J, M, Z, B, D, F",18,10,87.55,0.9,40.715775,-73.986212," 10009, 10003, 10012, 10013, 10038",0.678293158,0.737762715,0.678293158,0.737762715,0.69,0.016326233,,,,,,,2123,green,99,44081.30464,64251.15544,0.791133741,0.921456724
10002,Manhattan,Lower East Side,2011,"$1,840,625,000 ","44,538","$41,327.00","$43,556.55",43556.54768,169647.2,"$32,407.00 ","$57,063.00 ",$936.75 ,50.80%,5.90%,43.30%,Y,6,"Essex St, Bowery, Grand St, 2 Av, Delancey St, East Broadway",6,"J, M, Z, B, D, F",18,10,87.55,0.9,40.715775,-73.986212," 10009, 10003, 10012, 10013, 10038",0.684258583,0.721173606,0.684258583,0.721173606,0.69,0.019185543,,,,,,,2056,green,99,43502.16391,62963.96339,0.749871815,0.846616676
10002,Manhattan,Lower East Side,2012,"$1,944,420,000 ","43,460","$44,740.00","$46,183.82",46183.81528,197645.46,"$32,265.00 ","$58,104.00 ",$987.25 ,50.30%,6%,43.60%,Y,6,"Essex St, Bowery, Grand St, 2 Av, Delancey St, East Broadway",6,"J, M, Z, B, D, F",18,10,87.55,0.9,40.715775,-73.986212," 10009, 10003, 10012, 10013, 10038",0.721146822,0.744419124,0.721146822,0.744419124,0.71,0.019185543,,,,,,,2159,green,99,43806.49461,64178.36753,0.743871403,0.814889738
10002,Manhattan,Lower East Side,2013,"$2,002,349,000 ","43,410","$46,126.00","$46,910.88",46910.88002,189165.18,"$33,218.00 ","$60,347.00 ","$1,041.75 ",49.70%,6.50%,43.60%,Y,6,"Essex St, Bowery, Grand St, 2 Av, Delancey St, East Broadway",6,"J, M, Z, B, D, F",18,10,87.55,0.9,40.715775,-73.986212," 10009, 10003, 10012, 10013, 10038",0.760956903,0.773905346,0.760956903,0.773905346,0.78,0.019185543,0,0,42,495,6,21,2097,green,99,43815.08331,64311.00676,0.775961819,0.83549439
10002,Manhattan,Lower East Side,2014,"$2,215,542,000 ","43,370","$51,085.00","$51,136.09",51136.085,220101.28,"$32,966.00 ","$60,564.00 ","$1,125.67 ",50%,6.20%,43.70%,Y,6,"Essex St, Bowery, Grand St, 2 Av, Delancey St, East Broadway",6,"J, M, Z, B, D, F",18,10,87.55,0.9,40.715775,-73.986212," 10009, 10003, 10012, 10013, 10038",0.822254687,0.823076942,0.822254687,0.823076942,0.88,0.015393492,8,0,48,447,21,29,1983,green,99,44754.1094,66383.317,0.834928415,0.869141886
10002,Manhattan,Lower East Side,2015,"$2,302,242,000 ","43,190","$53,305.00","$53,305.00",53305,231646.4,"$33,726.00 ","$61,946.00 ","$1,222.08 ",51%,5%,43.90%,Y,6,"Essex St, Bowery, Grand St, 2 Av, Delancey St, East Broadway",6,"J, M, Z, B, D, F",18,10,87.55,0.9,40.715775,-73.986212," 10009, 10003, 10012, 10013, 10038",0.898890511,0.898890511,0.898890511,0.898890511,0.95,0.016326233,23,3,36,467,14,21,2183,green,99,46874.6,69680,0.890887346,0.913241778
10003,Manhattan,Lower East Side,2001,"$3,154,452,000 ","22,733","$138,761.00","$185,630.88",185630.8802,132498.24,,,,,,,N,6,"14 St - Union Sq, 8 St - NYU, Union Sq - 14 St, 3 Av, 14 St - Union Sq, Astor Pl",8,"N, Q, R, W, L, 4, 5, 6",10,1,13.488,0.6,40.731829,-73.989181,"10011, 10010, 10009, 10002, 10012",,0,0,0,0,0.023816981,,,,,,,,green,98,52061.08675,80382.83593,0,0
10003,Manhattan,Lower East Side,2002,"$2,748,587,000 ","22,098","$124,382.00","$163,774.63",163774.6314,123925.03,,,,,,,N,6,"14 St - Union Sq, 8 St - NYU, Union Sq - 14 St, 3 Av, 14 St - Union Sq, Astor Pl",8,"N, Q, R, W, L, 4, 5, 6",10,1,13.488,0.6,40.731829,-73.989181,"10011, 10010, 10009, 10002, 10012",,0,0,0,0,0.017259417,,,,,,,,green,98,51446.63339,78836.50594,0,0
10003,Manhattan,Lower East Side,2004,"$3,567,904,000 ","28,746","$124,118.00","$155,552.78",155552.7834,107052.92,,,,,,,N,6,"14 St - Union Sq, 8 St - NYU, Union Sq - 14 St, 3 Av, 14 St - Union Sq, Astor Pl",8,"N, Q, R, W, L, 4, 5, 6",10,1,13.488,0.6,40.731829,-73.989181,"10011, 10010, 10009, 10002, 10012",,0,0,0,0,0.01961327,,,,,,,,green,98,43532.17044,63267.33923,0,0
10003,Manhattan,Lower East Side,2005,"$4,044,945,000 ","28,278","$143,042.00","$173,374.83",173374.8318,121387.35,,,,,,,N,6,"14 St - Union Sq, 8 St - NYU, Union Sq - 14 St, 3 Av, 14 St - Union Sq, Astor Pl",8,"N, Q, R, W, L, 4, 5, 6",10,1,13.488,0.6,40.731829,-73.989181,"10011, 10010, 10009, 10002, 10012",,0,0.570415293,0.691374949,0.7,0.01961327,,,,,,,,green,98,43487.57892,64127.4283,0.822550449,0.978768815
10003,Manhattan,Lower East Side,2006,"$4,798,911,000 ","28,400","$168,976.00","$198,457.63",198457.6328,132568.33,,,,,,,N,6,"14 St - Union Sq, 8 St - NYU, Union Sq - 14 St, 3 Av, 14 St - Union Sq, Astor Pl",8,"N, Q, R, W, L, 4, 5, 6",10,1,13.488,0.6,40.731829,-73.989181,"10011, 10010, 10009, 10002, 10012",,0,0.61794999,0.725765151,0.77,0.017259417,,,,,,,2244,green,98,44350.42332,66478.2646,0.893471665,1.130588767
10003,Manhattan,Lower East Side,2007,"$5,561,753,000 ","29,833","$186,430.00","$212,993.07",212993.0666,152503.63,,,,,,,N,6,"14 St - Union Sq, 8 St - NYU, Union Sq - 14 St, 3 Av, 14 St - Union Sq, Astor Pl",8,"N, Q, R, W, L, 4, 5, 6",10,1,13.488,0.6,40.731829,-73.989181,"10011, 10010, 10009, 10002, 10012",,0,0.725613369,0.829000787,0.81,0.017259417,,,,,,,2183,green,98,43326.83186,63664.85351,0.892759679,1.135458269
10003,Manhattan,Lower East Side,2008,"$5,305,915,000 ","28,817","$184,124.00","$202,657.52",202657.5157,140461.99,,,,,,,N,6,"14 St - Union Sq, 8 St - NYU, Union Sq - 14 St, 3 Av, 14 St - Union Sq, Astor Pl",8,"N, Q, R, W, L, 4, 5, 6",10,1,13.488,0.6,40.731829,-73.989181,"10011, 10010, 10009, 10002, 10012",,0,0.769704729,0.847181509,0.83,0,,,,,,,2158,green,98,44541.41962,64579.99543,0.890607641,1.042492584
10003,Manhattan,Lower East Side,2009,"$4,554,175,000 ","28,745","$158,434.00","$175,081.94",175081.9448,122809.76,,,,,,,N,6,"14 St - Union Sq, 8 St - NYU, Union Sq - 14 St, 3 Av, 14 St - Union Sq, Astor Pl",8,"N, Q, R, W, L, 4, 5, 6",10,1,13.488,0.6,40.731829,-73.989181,"10011, 10010, 10009, 10002, 10012",,0,0.705438146,0.779564251,0.77,0.015332802,,,,,,,2080,green,98,43818.55709,64797.35987,0.83252179,0.960932841
10003,Manhattan,Lower East Side,2010,"$5,385,068,000 ","29,535","$182,328.00","$198,313.66",198313.6625,134851.29,,,,,,,N,6,"14 St - Union Sq, 8 St - NYU, Union Sq - 14 St, 3 Av, 14 St - Union Sq, Astor Pl",8,"N, Q, R, W, L, 4, 5, 6",10,1,13.488,0.6,40.731829,-73.989181,"10011, 10010, 10009, 10002, 10012",0.576860762,0.627437204,0.576860762,0.627437204,0.69,0,,,,,,,2080,green,98,44081.30464,64251.15544,0.791133741,0.921456724
10003,Manhattan,Lower East Side,2011,"$5,576,134,000 ","30,025","$185,716.00","$195,735.18",195735.1806,142709.74,"$88,601.00 ","$140,822.00 ","$1,274.73 ",64.10%,4.70%,31.10%,N,6,"14 St - Union Sq, 8 St - NYU, Union Sq - 14 St, 3 Av, 14 St - Union Sq, Astor Pl",8,"N, Q, R, W, L, 4, 5, 6",10,1,13.488,0.6,40.731829,-73.989181,"10011, 10010, 10009, 10002, 10012",0.589956237,0.621783748,0.589956237,0.621783748,0.66,0.015332802,,,,,,,2052,green,98,43502.16391,62963.96339,0.749871815,0.846616676
10003,Manhattan,Lower East Side,2012,"$5,989,687,000 ","29,360","$204,008.00","$210,591.59",210591.5911,159039.76,"$91,767.00 ","$142,795.00 ","$1,264.73 ",63.60%,4.80%,31.60%,N,6,"14 St - Union Sq, 8 St - NYU, Union Sq - 14 St, 3 Av, 14 St - Union Sq, Astor Pl",8,"N, Q, R, W, L, 4, 5, 6",10,1,13.488,0.6,40.731829,-73.989181,"10011, 10010, 10009, 10002, 10012",0.627798132,0.648057956,0.627798132,0.648057956,0.69,0.010016445,,,,,,,2029,green,98,43806.49461,64178.36753,0.743871403,0.814889738
10003,Manhattan,Lower East Side,2013,"$6,135,126,000 ","29,340","$209,104.00","$212,662.11",212662.1137,156578.16,"$92,540.00 ","$146,769.00 ","$1,299.94 ",63.40%,4.60%,32%,N,6,"14 St - Union Sq, 8 St - NYU, Union Sq - 14 St, 3 Av, 14 St - Union Sq, Astor Pl",8,"N, Q, R, W, L, 4, 5, 6",10,1,13.488,0.6,40.731829,-73.989181,"10011, 10010, 10009, 10002, 10012",0.702101707,0.71404867,0.702101707,0.71404867,0.75,0.015332802,1,0,63,1036,,,2135,green,98,43815.08331,64311.00676,0.775961819,0.83549439
10003,Manhattan,Lower East Side,2014,"$6,910,992,000 ","29,810","$231,835.00","$232,066.84",232066.835,173888.92,"$97,524.00 ","$156,983.00 ","$1,549.50 ",65.20%,4.60%,30.30%,N,6,"14 St - Union Sq, 8 St - NYU, Union Sq - 14 St, 3 Av, 14 St - Union Sq, Astor Pl",8,"N, Q, R, W, L, 4, 5, 6",10,1,13.488,0.6,40.731829,-73.989181,"10011, 10010, 10009, 10002, 10012",0.887476667,0.888364144,0.887476667,0.888364144,0.86,0.010871712,26,1,54,996,3,7,1908,blue,65,44754.1094,66383.317,0.834928415,0.869141886
10003,Manhattan,Lower East Side,2015,"$7,459,928,000 ","30,050","$248,251.00","$248,251.00",248251,185095.2,"$98,151.00 ","$161,692.00 ","$1,816.36 ",63.50%,4.10%,32.40%,N,6,"14 St - Union Sq, 8 St - NYU, Union Sq - 14 St, 3 Av, 14 St - Union Sq, Astor Pl",8,"N, Q, R, W, L, 4, 5, 6",10,1,13.488,0.6,40.731829,-73.989181,"10011, 10010, 10009, 10002, 10012",1.001988417,1.001988417,1.001988417,1.001988417,0.95,0,41,5,26,873,7,11,2001,purple,38,46874.6,69680,0.890887346,0.913241778
10004,Manhattan,Lower Manhattan,2001,"$2,133,999,000 ","1,027","$2,077,896.00","$2,779,755.58",2779755.575,1022578.07,,,,,,,Y,3,"Whitehall St, South Ferry, Bowling Green",6,"R, W, 1, 4, 5,",2,0,1.744,0.6,40.68863,-74.018244,"10280, 10006, 10005",,0,0,0,0,0,,,,,,,,green,98,52061.08675,80382.83593,0,0
10004,Manhattan,Lower Manhattan,2002,"$1,976,860,000 ","1,203","$1,643,275.00","$2,163,711.45",2163711.449,732002.11,,,,,,,Y,3,"Whitehall St, South Ferry, Bowling Green",6,"R, W, 1, 4, 5,",2,0,1.744,0.6,40.68863,-74.018244,"10280, 10006, 10005",,0,0,0,0,0,,,,,,,,green,98,51446.63339,78836.50594,0,0
10004,Manhattan,Lower Manhattan,2004,"$1,922,842,000 ","1,613","$1,192,091.00","$1,494,006.29",1494006.293,547257.51,,,,,,,Y,3,"Whitehall St, South Ferry, Bowling Green",6,"R, W, 1, 4, 5,",2,0,1.744,0.6,40.68863,-74.018244,"10280, 10006, 10005",,0,0,0,0,0,,,,,,,,green,98,43532.17044,63267.33923,0,0
10004,Manhattan,Lower Manhattan,2005,"$1,913,469,000 ","1,482","$1,291,140.00","$1,564,933.24",1564933.238,474800.49,,,,,,,Y,3,"Whitehall St, South Ferry, Bowling Green",6,"R, W, 1, 4, 5,",2,0,1.744,0.6,40.68863,-74.018244,"10280, 10006, 10005",0.579634494,0.702549132,0.579634494,0.702549132,0.76,0,,,,,,,,green,98,43487.57892,64127.4283,0.822550449,0.978768815
10004,Manhattan,Lower Manhattan,2006,"$757,490,000 ","1,640","$461,884.00","$542,469.97",542469.9678,484108.09,,,,,,,Y,3,"Whitehall St, South Ferry, Bowling Green",6,"R, W, 1, 4, 5,",2,0,1.744,0.6,40.68863,-74.018244,"10280, 10006, 10005",0.638138842,0.749476399,0.638138842,0.749476399,0.82,0,,,,,,,201,green,98,44350.42332,66478.2646,0.893471665,1.130588767
10004,Manhattan,Lower Manhattan,2007,"$683,916,000 ","1,713","$399,250.00","$456,136.25",456136.2541,561552.38,,,,,,,Y,3,"Whitehall St, South Ferry, Bowling Green",6,"R, W, 1, 4, 5,",2,0,1.744,0.6,40.68863,-74.018244,"10280, 10006, 10005",0.693409505,0.792208426,0.693409505,0.792208426,0.86,0,,,,,,,197,green,98,43326.83186,63664.85351,0.892759679,1.135458269
10004,Manhattan,Lower Manhattan,2008,"$972,784,000 ","1,967","$494,552.00","$544,332.51",544332.5135,362521.09,,,,,,,Y,3,"Whitehall St, South Ferry, Bowling Green",6,"R, W, 1, 4, 5,",2,0,1.744,0.6,40.68863,-74.018244,"10280, 10006, 10005",0.742642549,0.81739531,0.742642549,0.81739531,0.91,0,,,,,,,157,green,98,44541.41962,64579.99543,0.890607641,1.042492584
10004,Manhattan,Lower Manhattan,2009,"$485,592,000 ","1,910","$254,237.00","$280,951.74",280951.7426,345569.34,,,,,,,Y,3,"Whitehall St, South Ferry, Bowling Green",6,"R, W, 1, 4, 5,",2,0,1.744,0.6,40.68863,-74.018244,"10280, 10006, 10005",0.757381424,0.83696563,0.757381424,0.83696563,0.87,0,,,,,,,155,green,98,43818.55709,64797.35987,0.83252179,0.960932841
10004,Manhattan,Lower Manhattan,2010,"$615,469,000 ","2,102","$292,802.00","$318,473.50",318473.5038,388712.67,,,,,,,Y,3,"Whitehall St, South Ferry, Bowling Green",6,"R, W, 1, 4, 5,",2,0,1.744,0.6,40.68863,-74.018244,"10280, 10006, 10005",0.713469482,0.776023134,0.713469482,0.776023134,0.75,0,,,,,,,130,green,98,44081.30464,64251.15544,0.791133741,0.921456724
10004,Manhattan,Lower Manhattan,2011,"$698,981,000 ","2,335","$299,349.00","$315,498.56",315498.5601,361860.02,"$127,448.00 ","$245,827.00 ","$1,055.42 ",81.90%,8.10%,10.10%,Y,3,"Whitehall St, South Ferry, Bowling Green",6,"R, W, 1, 4, 5,",2,0,1.744,0.6,40.68863,-74.018244,"10280, 10006, 10005",0.698339057,0.736013706,0.698339057,0.736013706,0.73,0,,,,,,,163,green,98,43502.16391,62963.96339,0.749871815,0.846616676
10004,Manhattan,Lower Manhattan,2012,"$879,963,000 ","2,420","$363,621.00","$375,355.50",375355.5006,462611.32,"$127,281.00 ","$237,755.00 ","$1,056.00 ",81.10%,8.10%,10.80%,Y,3,"Whitehall St, South Ferry, Bowling Green",6,"R, W, 1, 4, 5,",2,0,1.744,0.6,40.68863,-74.018244,"10280, 10006, 10005",0.683362979,0.70541595,0.683362979,0.70541595,0.75,0,,,,,,,174,green,98,43806.49461,64178.36753,0.743871403,0.814889738
10004,Manhattan,Lower Manhattan,2013,"$892,142,000 ","2,580","$345,791.00","$351,674.98",351674.9797,444388.19,"$129,313.00 ","$206,142.00 ","$1,164.75 ",82.30%,8.40%,9.30%,Y,3,"Whitehall St, South Ferry, Bowling Green",6,"R, W, 1, 4, 5,",2,0,1.744,0.6,40.68863,-74.018244,"10280, 10006, 10005",0.758183951,0.771085209,0.758183951,0.771085209,0.79,0,1,0,9,509,3,5,132,green,98,43815.08331,64311.00676,0.775961819,0.83549439
