ZIP,Borough,Neighborhood,Year,Total Adjusted Gross Income (IRS),Number of Returns (IRS),AGI_raw,AGI,AGI_num,AdjacentIncome,Median HH Income ($),Mean HH Income ($),Median Home Value ($/sq. foot),% Employed,% Unemployed,% Not in Labor Force,Bordering Water,Number of Subway Stations in ZIP,Stops in ZIP,Number of Subway Lines Serving ZIP,Lines Serving ZIP,Number of Parks,Number of Playgrounds,Park Acreage,LandSqMile,Latitude,Longitude,adjacentZIP,Zillow_value,ZillowAdj,Zillow_value2,Price_Index,AdjacentZillow2,Proximity,Coffees,NewCoffees,A1,A2,DM,NB,CRIME_COUNT,Color,Probability,IncomeLow,IncomeHigh,HouseLow,HouseHigh
10461,Bronx,Southeast Bronx,2007,"$970,693,000 ","23,188","$41,862.00","$47,826.61",47826.61458,45789.85,,,,,,,N,5,"Pelham Bay Park, Buhre Av, Middletown Rd, Westchester Sq - E Tremont Av, Pelham Pkwy",1,6,11,0,13.746,2.4,40.847381,-73.840584,"10462, 10469, 10475, 10465",,0,0.903019555,1.031684301,1.1,0.127765319,,,,,,,1035,purple,38,43326.83186,63664.85351,0.892759679,1.135458269
10461,Bronx,Southeast Bronx,2008,"$997,315,000 ","21,862","$45,619.00","$50,210.91",50210.90792,48316.68,,,,,,,N,5,"Pelham Bay Park, Buhre Av, Middletown Rd, Westchester Sq - E Tremont Av, Pelham Pkwy",1,6,11,0,13.746,2.4,40.847381,-73.840584,"10462, 10469, 10475, 10465",,0,0.923789004,1.016775568,1.07,0.127765319,,,,,,,1037,purple,38,44541.41962,64579.99543,0.890607641,1.042492584
10461,Bronx,Southeast Bronx,2009,"$990,404,000 ","21,876","$45,274.00","$50,031.31",50031.30621,48398.28,,,,,,,N,5,"Pelham Bay Park, Buhre Av, Middletown Rd, Westchester Sq - E Tremont Av, Pelham Pkwy",1,6,11,0,13.746,2.4,40.847381,-73.840584,"10462, 10469, 10475, 10465",,0,0.945036151,1.044338761,1.1,0.127765319,,,,,,,1035,purple,38,43818.55709,64797.35987,0.83252179,0.960932841
10461,Bronx,Southeast Bronx,2010,"$1,027,192,000 ","22,393","$45,871.00","$49,892.75",49892.75378,47820.73,,,,,,,N,5,"Pelham Bay Park, Buhre Av, Middletown Rd, Westchester Sq - E Tremont Av, Pelham Pkwy",1,6,11,0,13.746,2.4,40.847381,-73.840584,"10462, 10469, 10475, 10465",0.961101766,1.045366654,0.961101766,1.045366654,1.02,0.127765319,,,,,,,1124,blue,65,44081.30464,64251.15544,0.791133741,0.921456724
10461,Bronx,Southeast Bronx,2011,"$1,034,941,000 ","22,882","$45,229.00","$47,669.06",47669.05643,46480.47,"$51,147.00 ","$63,417.00 ",$468.46 ,54.90%,6.30%,38.60%,N,5,"Pelham Bay Park, Buhre Av, Middletown Rd, Westchester Sq - E Tremont Av, Pelham Pkwy",1,6,11,0,13.746,2.4,40.847381,-73.840584,"10462, 10469, 10475, 10465",0.905740608,0.95460435,0.905740608,0.95460435,0.94,0.127765319,,,,,,,1085,blue,65,43502.16391,62963.96339,0.749871815,0.846616676
10461,Bronx,Southeast Bronx,2012,"$1,060,449,000 ","22,900","$46,308.00","$47,802.42",47802.41658,46520.08,"$50,329.00 ","$64,578.00 ",$463.11 ,55.50%,7.20%,37.30%,N,5,"Pelham Bay Park, Buhre Av, Middletown Rd, Westchester Sq - E Tremont Av, Pelham Pkwy",1,6,11,0,13.746,2.4,40.847381,-73.840584,"10462, 10469, 10475, 10465",0.865971261,0.893917227,0.865971261,0.893917227,0.86,0.127765319,,,,,,,1060,blue,65,43806.49461,64178.36753,0.743871403,0.814889738
10461,Bronx,Southeast Bronx,2013,"$1,096,894,000 ","23,340","$46,996.00","$47,795.68",47795.68394,46195.16,"$52,347.00 ","$67,093.00 ",$454.73 ,55.00%,7.90%,37.10%,N,5,"Pelham Bay Park, Buhre Av, Middletown Rd, Westchester Sq - E Tremont Av, Pelham Pkwy",1,6,11,0,13.746,2.4,40.847381,-73.840584,"10462, 10469, 10475, 10465",0.843418631,0.857770242,0.843418631,0.857770242,0.87,0.127765319,0,0,19,223,2,13,943,red,22,43815.08331,64311.00676,0.775961819,0.83549439
10461,Bronx,Southeast Bronx,2014,"$1,149,154,000 ","23,650","$48,590.00","$48,638.59",48638.59,46713.17,"$52,230.00 ","$69,608.00 ",$444.79 ,55.40%,7.60%,37.00%,N,5,"Pelham Bay Park, Buhre Av, Middletown Rd, Westchester Sq - E Tremont Av, Pelham Pkwy",1,6,11,0,13.746,2.4,40.847381,-73.840584,"10462, 10469, 10475, 10465",0.902745479,0.903648224,0.902745479,0.903648224,0.85,0.127765319,5,0,16,166,3,12,945,blue,65,44754.1094,66383.317,0.834928415,0.869141886
10461,Bronx,Southeast Bronx,2015,"$1,225,383,000 ","23,980","$51,100.00","$51,100.00",51100,47922.75,"$51,568.00 ","$68,790.00 ",$440.21 ,55.80%,7.00%,37.20%,N,5,"Pelham Bay Park, Buhre Av, Middletown Rd, Westchester Sq - E Tremont Av, Pelham Pkwy",1,6,11,0,13.746,2.4,40.847381,-73.840584,"10462, 10469, 10475, 10465",0.925549365,0.925549365,0.925549365,0.925549365,0.89,0.127765319,7,0,9,129,10,16,1028,blue,65,46874.6,69680,0.890887346,0.913241778
10462,Bronx,Southeast Bronx,2001,"$1,024,918,000 ","27,699","$37,002.00","$49,500.32",49500.31946,49358.52,,,,,,,N,5,"Zerega Av, Castle Hill Av, Parkchester, Bronx Park East, Morris Park",1,5,9,0,6.961,1.5,40.84328,-73.860389,"10465, 10472, 10460, 10467, 10461",,0,0,0,0,0.108892775,,,,,,,,purple,38,52061.08675,80382.83593,0,0
10462,Bronx,Southeast Bronx,2002,"$1,045,544,000 ","27,743","$37,687.00","$49,622.73",49622.73106,49785.74,,,,,,,N,5,"Zerega Av, Castle Hill Av, Parkchester, Bronx Park East, Morris Park",1,5,9,0,6.961,1.5,40.84328,-73.860389,"10465, 10472, 10460, 10467, 10461",,0,0,0,0,0.108892775,,,,,,,,purple,38,51446.63339,78836.50594,0,0
10462,Bronx,Southeast Bronx,2004,"$1,082,384,000 ","32,124","$33,694.00","$42,227.52",42227.52125,41270.78,,,,,,,N,5,"Zerega Av, Castle Hill Av, Parkchester, Bronx Park East, Morris Park",1,5,9,0,6.961,1.5,40.84328,-73.860389,"10465, 10472, 10460, 10467, 10461",,0,0,0,0,0.108892775,,,,,,,,purple,38,43532.17044,63267.33923,0,0
10462,Bronx,Southeast Bronx,2005,"$1,124,124,000 ","32,319","$34,782.00","$42,157.71",42157.71171,41322.85,,,,,,,N,5,"Zerega Av, Castle Hill Av, Parkchester, Bronx Park East, Morris Park",1,5,9,0,6.961,1.5,40.84328,-73.860389,"10465, 10472, 10460, 10467, 10461",,0,0.987861101,1.197342404,0.99,0.108892775,,,,,,,,purple,38,43487.57892,64127.4283,0.822550449,0.978768815
10462,Bronx,Southeast Bronx,2006,"$1,204,583,000 ","33,711","$35,733.00","$41,967.42",41967.41901,40988.38,,,,,,,N,5,"Zerega Av, Castle Hill Av, Parkchester, Bronx Park East, Morris Park",1,5,9,0,6.961,1.5,40.84328,-73.860389,"10465, 10472, 10460, 10467, 10461",,0,1.009594045,1.185740249,1.12,0.108892775,,,,,,,1949,purple,38,44350.42332,66478.2646,0.893471665,1.130588767
10462,Bronx,Southeast Bronx,2007,"$1,314,967,000 ","37,769","$34,816.00","$39,776.68",39776.68084,38204.4,,,,,,,N,5,"Zerega Av, Castle Hill Av, Parkchester, Bronx Park East, Morris Park",1,5,9,0,6.961,1.5,40.84328,-73.860389,"10465, 10472, 10460, 10467, 10461",,0,1.034833897,1.182279918,1.16,0.108892775,,,,,,,2085,purple,38,43326.83186,63664.85351,0.892759679,1.135458269
10462,Bronx,Southeast Bronx,2008,"$1,357,224,000 ","35,620","$38,103.00","$41,938.36",41938.36394,40392.16,,,,,,,N,5,"Zerega Av, Castle Hill Av, Parkchester, Bronx Park East, Morris Park",1,5,9,0,6.961,1.5,40.84328,-73.860389,"10465, 10472, 10460, 10467, 10461",,0,1.058635076,1.165194948,1.1,0.108892775,,,,,,,1938,purple,38,44541.41962,64579.99543,0.890607641,1.042492584
10462,Bronx,Southeast Bronx,2009,"$1,367,862,000 ","36,262","$37,722.00","$41,685.76",41685.75635,40586.2,,,,,,,N,5,"Zerega Av, Castle Hill Av, Parkchester, Bronx Park East, Morris Park",1,5,9,0,6.961,1.5,40.84328,-73.860389,"10465, 10472, 10460, 10467, 10461",1.082983683,1.196781558,1.082983683,1.196781558,1.1,0.108892775,,,,,,,1734,red,22,43818.55709,64797.35987,0.83252179,0.960932841
10462,Bronx,Southeast Bronx,2010,"$1,401,349,000 ","37,071","$37,802.00","$41,116.30",41116.30177,40401.05,,,,,,,N,5,"Zerega Av, Castle Hill Av, Parkchester, Bronx Park East, Morris Park",1,5,9,0,6.961,1.5,40.84328,-73.860389,"10465, 10472, 10460, 10467, 10461",0.963167346,1.047613334,0.963167346,1.047613334,1.03,0.108892775,,,,,,,1928,blue,65,44081.30464,64251.15544,0.791133741,0.921456724
10462,Bronx,Southeast Bronx,2011,"$1,416,468,000 ","37,807","$37,466.00","$39,487.25",39487.25084,38640.72,"$45,025.00 ","$52,056.00 ",$148.45 ,56.10%,4.50%,39.40%,N,5,"Zerega Av, Castle Hill Av, Parkchester, Bronx Park East, Morris Park",1,5,9,0,6.961,1.5,40.84328,-73.860389,"10465, 10472, 10460, 10467, 10461",0.877714484,0.925066247,0.877714484,0.925066247,0.97,0.108892775,,,,,,,2016,blue,65,43502.16391,62963.96339,0.749871815,0.846616676
10462,Bronx,Southeast Bronx,2012,"$1,430,533,000 ","37,600","$38,046.00","$39,273.79",39273.7916,38491.74,"$46,001.00 ","$54,058.00 ",$146.55 ,56.80%,6.20%,37.00%,N,5,"Zerega Av, Castle Hill Av, Parkchester, Bronx Park East, Morris Park",1,5,9,0,6.961,1.5,40.84328,-73.860389,"10465, 10472, 10460, 10467, 10461",0.816249796,0.842591189,0.816249796,0.842591189,0.88,0.108892775,,,,,,,1726,green,98,43806.49461,64178.36753,0.743871403,0.814889738
10462,Bronx,Southeast Bronx,2013,"$1,482,923,000 ","38,370","$38,648.00","$39,305.63",39305.63437,38200.54,"$45,864.00 ","$55,062.00 ",$137.37 ,56.30%,7.70%,35.80%,N,5,"Zerega Av, Castle Hill Av, Parkchester, Bronx Park East, Morris Park",1,5,9,0,6.961,1.5,40.84328,-73.860389,"10465, 10472, 10460, 10467, 10461",0.818568464,0.832497225,0.818568464,0.832497225,0.87,0.108892775,1,0,11,168,4,7,1605,green,98,43815.08331,64311.00676,0.775961819,0.83549439
10462,Bronx,Southeast Bronx,2014,"$1,554,167,000 ","38,820","$40,035.00","$40,075.04",40075.035,38824.39,"$45,234.00 ","$55,313.00 ",$148.40 ,57.50%,8.90%,33.40%,N,5,"Zerega Av, Castle Hill Av, Parkchester, Bronx Park East, Morris Park",1,5,9,0,6.961,1.5,40.84328,-73.860389,"10465, 10472, 10460, 10467, 10461",0.85110451,0.851955615,0.85110451,0.851955615,0.88,0.108892775,3,0,9,118,5,8,1566,blue,65,44754.1094,66383.317,0.834928415,0.869141886
10462,Bronx,Southeast Bronx,2015,"$1,627,095,000 ","39,800","$40,882.00","$40,882.00",40882,40264,"$45,760.00 ","$57,940.00 ",$163.73 ,58.50%,9.10%,32.20%,N,5,"Zerega Av, Castle Hill Av, Parkchester, Bronx Park East, Morris Park",1,5,9,0,6.961,1.5,40.84328,-73.860389,"10465, 10472, 10460, 10467, 10461",0.867076334,0.867076334,0.867076334,0.867076334,0.92,0.108892775,5,1,9,142,6,9,1492,blue,65,46874.6,69680,0.890887346,0.913241778
10463,Bronx,Kingsbridge and Riverdale,2001,"$1,354,348,000 ","23,377","$57,935.00","$77,503.95",77503.94594,93130.49,,,,,,,Y,3,"238 St, 231 St, Marble Hill - 225 St",1,1,15,1,35.109,1.4,40.880678,-73.90654,"10471, 10468",,0,0,0,0,0.106629713,,,,,,,,purple,38,52061.08675,80382.83593,0,0
10463,Bronx,Kingsbridge and Riverdale,2002,"$1,334,314,000 ","23,055","$57,875.00","$76,204.41",76204.40895,90618.4,,,,,,,Y,3,"238 St, 231 St, Marble Hill - 225 St",1,1,15,1,35.109,1.4,40.880678,-73.90654,"10471, 10468",,0,0,0,0,0.106629713,,,,,,,,purple,38,51446.63339,78836.50594,0,0
10463,Bronx,Kingsbridge and Riverdale,2004,"$1,447,885,000 ","29,360","$49,315.00","$61,804.78",61804.77861,73913.83,,,,,,,Y,3,"238 St, 231 St, Marble Hill - 225 St",1,1,15,1,35.109,1.4,40.880678,-73.90654,"10471, 10468",0.95629562,1.198492124,0,0,0,0.106629713,,,,,,,,blue,65,43532.17044,63267.33923,0,0
10463,Bronx,Kingsbridge and Riverdale,2005,"$1,535,444,000 ","29,455","$52,128.00","$63,182.03",63182.02507,74617.16,,,,,,,Y,3,"238 St, 231 St, Marble Hill - 225 St",1,1,15,1,35.109,1.4,40.880678,-73.90654,"10471, 10468",0.915164994,1.109230694,0.915164994,1.109230694,1.1,0.106629713,,,,,,,,blue,65,43487.57892,64127.4283,0.822550449,0.978768815
10463,Bronx,Kingsbridge and Riverdale,2006,"$1,672,018,000 ","30,776","$54,329.00","$63,807.91",63807.90606,80289.86,,,,,,,Y,3,"238 St, 231 St, Marble Hill - 225 St",1,1,15,1,35.109,1.4,40.880678,-73.90654,"10471, 10468",1.087192062,1.276876971,1.087192062,1.276876971,1.27,0.106629713,,,,,,,1177,red,22,44350.42332,66478.2646,0.893471665,1.130588767
10463,Bronx,Kingsbridge and Riverdale,2007,"$1,820,071,000 ","34,272","$53,107.00","$60,673.83",60673.83356,80309.11,,,,,,,Y,3,"238 St, 231 St, Marble Hill - 225 St",1,1,15,1,35.109,1.4,40.880678,-73.90654,"10471, 10468",1.041381539,1.189760487,1.041381539,1.189760487,1.2,0.106629713,,,,,,,1248,purple,38,43326.83186,63664.85351,0.892759679,1.135458269
10463,Bronx,Kingsbridge and Riverdale,2008,"$1,764,906,000 ","31,592","$55,866.00","$61,489.35",61489.34834,74521.69,,,,,,,Y,3,"238 St, 231 St, Marble Hill - 225 St",1,1,15,1,35.109,1.4,40.880678,-73.90654,"10471, 10468",1.161895529,1.27884937,1.161895529,1.27884937,1.24,0.106629713,,,,,,,1325,green,98,44541.41962,64579.99543,0.890607641,1.042492584
10463,Bronx,Kingsbridge and Riverdale,2009,"$1,708,852,000 ","31,844","$53,663.00","$59,301.81",59301.80645,75253.06,,,,,,,Y,3,"238 St, 231 St, Marble Hill - 225 St",1,1,15,1,35.109,1.4,40.880678,-73.90654,"10471, 10468",1.110458485,1.22714336,1.110458485,1.22714336,1.18,0.106629713,,,,,,,1388,green,98,43818.55709,64797.35987,0.83252179,0.960932841
10463,Bronx,Kingsbridge and Riverdale,2010,"$1,784,916,000 ","32,422","$55,053.00","$59,879.79",59879.7884,72000.3,,,,,,,Y,3,"238 St, 231 St, Marble Hill - 225 St",1,1,15,1,35.109,1.4,40.880678,-73.90654,"10471, 10468",1.046195849,1.137921386,1.046195849,1.137921386,1.17,0.106629713,,,,,,,1253,purple,38,44081.30464,64251.15544,0.791133741,0.921456724
10463,Bronx,Kingsbridge and Riverdale,2011,"$1,819,861,000 ","32,634","$55,766.00","$58,774.52",58774.51637,69770.37,"$52,505.00 ","$72,426.00 ",$287.19 ,56.10%,6.10%,37.70%,Y,3,"238 St, 231 St, Marble Hill - 225 St",1,1,15,1,35.109,1.4,40.880678,-73.90654,"10471, 10468",0.970612365,1.022975869,0.970612365,1.022975869,1.08,0.106629713,,,,,,,1325,blue,65,43502.16391,62963.96339,0.749871815,0.846616676
10463,Bronx,Kingsbridge and Riverdale,2012,"$1,914,105,000 ","32,570","$58,769.00","$60,665.55",60665.5485,84028.94,"$53,282.00 ","$73,920.00 ",$297.69 ,55.70%,6.70%,37.60%,Y,3,"238 St, 231 St, Marble Hill - 225 St",1,1,15,1,35.109,1.4,40.880678,-73.90654,"10471, 10468",0.899803121,0.928840883,0.899803121,0.928840883,0.94,0.106629713,,,,,,,1189,blue,65,43806.49461,64178.36753,0.743871403,0.814889738
10463,Bronx,Kingsbridge and Riverdale,2013,"$1,978,706,000 ","33,220","$59,564.00","$60,577.54",60577.54102,73599.92,"$54,258.00 ","$76,188.00 ",$289.83 ,55.80%,6.60%,37.70%,Y,3,"238 St, 231 St, Marble Hill - 225 St",1,1,15,1,35.109,1.4,40.880678,-73.90654,"10471, 10468",0.851563133,0.866053331,0.851563133,0.866053331,0.89,0.106629713,1,0,9,188,7,7,1136,blue,65,43815.08331,64311.00676,0.775961819,0.83549439
10463,Bronx,Kingsbridge and Riverdale,2014,"$2,097,020,000 ","33,490","$62,616.00","$62,678.62",62678.616,80539.96,"$55,354.00 ","$77,506.00 ",$280.60 ,55.50%,7.10%,37.40%,Y,3,"238 St, 231 St, Marble Hill - 225 St",1,1,15,1,35.109,1.4,40.880678,-73.90654,"10471, 10468",0.868224346,0.86909257,0.868224346,0.86909257,0.89,0.106629713,2,0,8,189,2,15,1261,blue,65,44754.1094,66383.317,0.834928415,0.869141886
10463,Bronx,Kingsbridge and Riverdale,2015,"$2,160,429,000 ","34,010","$63,523.00","$63,523.00",63523,74303.5,"$56,482.00 ","$80,384.00 ",$277.94 ,56.70%,6.50%,36.90%,Y,3,"238 St, 231 St, Marble Hill - 225 St",1,1,15,1,35.109,1.4,40.880678,-73.90654,"10471, 10468",0.877856038,0.877856038,0.877856038,0.877856038,0.9,0.106629713,3,1,7,179,3,12,1336,blue,65,46874.6,69680,0.890887346,0.913241778
10464,Bronx,Southeast Bronx,2001,"$117,279,000 ","1,616","$72,574.00","$97,087.62",97087.62186,68572.97,,,,,,,Y,,,,,3,0,14.241,3.5,40.867787,-73.79992,10465,,0,0,0,0,0.140410573,,,,,,,,purple,38,52061.08675,80382.83593,0,0
10464,Bronx,Southeast Bronx,2002,"$113,639,000 ","1,566","$72,566.00","$95,548.15",95548.14928,69786.78,,,,,,,Y,,,,,3,0,14.241,3.5,40.867787,-73.79992,10465,,0,0,0,0,0.140410573,,,,,,,,purple,38,51446.63339,78836.50594,0,0
10464,Bronx,Southeast Bronx,2004,"$119,352,000 ","1,951","$61,175.00","$76,668.51",76668.50515,57899.6,,,,,,,Y,,,,,3,0,14.241,3.5,40.867787,-73.79992,10465,0.94675838,1.186539432,0,0,0,0.140410573,,,,,,,,blue,65,43532.17044,63267.33923,0,0
10464,Bronx,Southeast Bronx,2005,"$125,058,000 ","1,983","$63,065.00","$76,438.28",76438.27523,58730.15,,,,,,,Y,,,,,3,0,14.241,3.5,40.867787,-73.79992,10465,0.993153607,1.203757215,0.993153607,1.203757215,0.98,0.140410573,,,,,,,,blue,65,43487.57892,64127.4283,0.822550449,0.978768815
10464,Bronx,Southeast Bronx,2006,"$133,518,000 ","2,017","$66,196.00","$77,745.37",77745.36895,58639.05,,,,,,,Y,,,,,3,0,14.241,3.5,40.867787,-73.79992,10465,1.237646513,1.453581558,1.237646513,1.453581558,1.14,0.173162047,,,,,,,57,green,98,44350.42332,66478.2646,0.893471665,1.130588767
10464,Bronx,Southeast Bronx,2007,"$143,936,000 ","2,224","$64,719.00","$73,940.34",73940.34372,55644.62,,,,,,,Y,,,,,3,0,14.241,3.5,40.867787,-73.79992,10465,1.187764285,1.357000255,1.187764285,1.357000255,1.19,0.173162047,,,,,,,81,green,98,43326.83186,63664.85351,0.892759679,1.135458269
10464,Bronx,Southeast Bronx,2008,"$148,231,000 ","2,131","$69,559.00","$76,560.66",76560.65552,58945.73,,,,,,,Y,,,,,3,0,14.241,3.5,40.867787,-73.79992,10465,1.054715006,1.160880292,1.054715006,1.160880292,1.12,0.173162047,,,,,,,96,red,22,44541.41962,64579.99543,0.890607641,1.042492584
10464,Bronx,Southeast Bronx,2009,"$144,247,000 ","2,050","$70,364.00","$77,757.72",77757.71591,58195.62,,,,,,,Y,,,,,3,0,14.241,3.5,40.867787,-73.79992,10465,1.022223662,1.129636989,1.022223662,1.129636989,1.15,0.173162047,,,,,,,78,purple,38,43818.55709,64797.35987,0.83252179,0.960932841
10464,Bronx,Southeast Bronx,2010,"$148,196,000 ","2,096","$70,704.00","$76,902.99",76902.99455,58261.33,,,,,,,Y,,,,,3,0,14.241,3.5,40.867787,-73.79992,10465,1.017540204,1.106753349,1.017540204,1.106753349,0.97,0.173162047,,,,,,,72,purple,38,44081.30464,64251.15544,0.791133741,0.921456724
10464,Bronx,Southeast Bronx,2011,"$154,161,000 ","2,180","$70,716.00","$74,531.05",74531.05296,56682.43,"$67,273.00 ","$81,856.00 ",$323.92 ,64.90%,1.70%,33.40%,Y,,,,,3,0,14.241,3.5,40.867787,-73.79992,10465,0.913378648,0.962654454,0.913378648,0.962654454,0.93,0.173162047,,,,,,,74,blue,65,43502.16391,62963.96339,0.749871815,0.846616676
10464,Bronx,Southeast Bronx,2012,"$167,792,000 ","2,180","$76,969.00","$79,452.89",79452.88507,57181.63,"$61,063.00 ","$75,880.00 ",$316.00 ,60.20%,3.40%,36.40%,Y,,,,,3,0,14.241,3.5,40.867787,-73.79992,10465,0.895110699,0.923997031,0.895110699,0.923997031,0.84,0.173162047,,,,,,,84,blue,65,43806.49461,64178.36753,0.743871403,0.814889738
10464,Bronx,Southeast Bronx,2013,"$163,217,000 ","2,140","$76,270.00","$77,567.81",77567.81032,57207.15,"$70,078.00 ","$79,490.00 ",$312.33 ,60.10%,2.90%,37.00%,Y,,,,,3,0,14.241,3.5,40.867787,-73.79992,10465,0.887291782,0.902389939,0.887291782,0.902389939,0.93,0.173162047,0,0,8,17,,6,83,blue,65,43815.08331,64311.00676,0.775961819,0.83549439
10464,Bronx,Southeast Bronx,2014,"$177,532,000 ","2,120","$83,742.00","$83,825.74",83825.742,58453.4,"$75,696.00 ","$90,265.00 ",$296.75 ,61.60%,3.40%,35.10%,Y,,,,,3,0,14.241,3.5,40.867787,-73.79992,10465,0.838245833,0.839084079,0.838245833,0.839084079,0.86,0.173162047,0,0,2,17,2,22,61,blue,65,44754.1094,66383.317,0.834928415,0.869141886
10464,Bronx,Southeast Bronx,2015,"$175,881,000 ","2,140","$82,187.00","$82,187.00",82187,59958,"$75,208.00 ","$90,671.00 ",$307.50 ,59.60%,4.40%,36.10%,Y,,,,,3,0,14.241,3.5,40.867787,-73.79992,10465,0.875250969,0.875250969,0.875250969,0.875250969,0.91,0.173162047,0,0,,13,,3,75,blue,65,46874.6,69680,0.890887346,0.913241778
10465,Bronx,Southeast Bronx,2001,"$740,081,000 ","14,438","$51,259.00","$68,572.97",68572.96565,54218.31,,,,,,,Y,,,,,9,0,453.865,3.4,40.822615,-73.822239,"10461, 10475, 10462, 10473",,0,0,0,0,0.126632097,,,,,,,,purple,38,52061.08675,80382.83593,0,0
10465,Bronx,Southeast Bronx,2002,"$756,437,000 ","14,272","$53,001.00","$69,786.78",69786.77976,54594.95,,,,,,,Y,,,,,9,0,453.865,3.4,40.822615,-73.822239,"10461, 10475, 10462, 10473",,0,0,0,0,0.126632097,,,,,,,,purple,38,51446.63339,78836.50594,0,0
10465,Bronx,Southeast Bronx,2004,"$791,255,000 ","17,127","$46,199.00","$57,899.60",57899.60392,45364.76,,,,,,,Y,,,,,9,0,453.865,3.4,40.822615,-73.822239,"10461, 10475, 10462, 10473",,0,0,0,0,0.126632097,,,,,,,,purple,38,43532.17044,63267.33923,0,0
10465,Bronx,Southeast Bronx,2005,"$839,294,000 ","17,321","$48,455.00","$58,730.15",58730.1455,45312.69,,,,,,,Y,,,,,9,0,453.865,3.4,40.822615,-73.822239,"10461, 10475, 10462, 10473",,0,0.810395062,0.982243729,1.06,0.126632097,,,,,,,,purple,38,43487.57892,64127.4283,0.822550449,0.978768815
10465,Bronx,Southeast Bronx,2006,"$889,722,000 ","17,820","$49,928.00","$58,639.05",58639.05343,45035.43,,,,,,,Y,,,,,9,0,453.865,3.4,40.822615,-73.822239,"10461, 10475, 10462, 10473",,0,0.971876543,1.141442087,1.09,0.134246916,,,,,,,714,purple,38,44350.42332,66478.2646,0.893471665,1.130588767
10465,Bronx,Southeast Bronx,2007,"$980,139,000 ","20,124","$48,705.00","$55,644.62",55644.62432,41860.86,,,,,,,Y,,,,,9,0,453.865,3.4,40.822615,-73.822239,"10461, 10475, 10462, 10473",,0,1.042320988,1.190833791,1.1,0.134246916,,,,,,,668,purple,38,43326.83186,63664.85351,0.892759679,1.135458269
10465,Bronx,Southeast Bronx,2008,"$1,000,729,000 ","18,686","$53,555.00","$58,945.73",58945.72818,44702.12,,,,,,,Y,,,,,9,0,453.865,3.4,40.822615,-73.822239,"10461, 10475, 10462, 10473",,0,1.021160494,1.123948257,1.07,0.134246916,,,,,,,719,purple,38,44541.41962,64579.99543,0.890607641,1.042492584
10465,Bronx,Southeast Bronx,2009,"$1,000,268,000 ","18,994","$52,662.00","$58,195.62",58195.62326,44865.07,,,,,,,Y,,,,,9,0,453.865,3.4,40.822615,-73.822239,"10461, 10475, 10462, 10473",,0,1.038257274,1.147355383,1.09,0.134246916,,,,,,,691,purple,38,43818.55709,64797.35987,0.83252179,0.960932841
10465,Bronx,Southeast Bronx,2010,"$1,033,970,000 ","19,303","$53,565.00","$58,261.33",58261.32755,44266.48,,,,,,,Y,,,,,9,0,453.865,3.4,40.822615,-73.822239,"10461, 10475, 10462, 10473",0.889270729,0.967237809,0.889270729,0.967237809,1.03,0.134246916,,,,,,,731,blue,65,44081.30464,64251.15544,0.791133741,0.921456724
10465,Bronx,Southeast Bronx,2011,"$1,038,556,000 ","19,311","$53,781.00","$56,682.43",56682.42773,42664.91,"$66,216.00 ","$77,952.00 ",$246.06 ,56.10%,4.80%,38.80%,Y,,,,,9,0,453.865,3.4,40.822615,-73.822239,"10461, 10475, 10462, 10473",0.882091763,0.929679675,0.882091763,0.929679675,0.96,0.134246916,,,,,,,731,blue,65,43502.16391,62963.96339,0.749871815,0.846616676
10465,Bronx,Southeast Bronx,2012,"$1,066,337,000 ","19,250","$55,394.00","$57,181.63",57181.63307,42534.48,"$63,352.00 ","$77,110.00 ",$259.04 ,54.40%,5.80%,39.60%,Y,,,,,9,0,453.865,3.4,40.822615,-73.822239,"10461, 10475, 10462, 10473",0.818502147,0.844916226,0.818502147,0.844916226,0.87,0.134246916,,,,,,,669,green,98,43806.49461,64178.36753,0.743871403,0.814889738
10465,Bronx,Southeast Bronx,2013,"$1,082,818,000 ","19,250","$56,250.00","$57,207.15",57207.15,42311.93,"$65,450.00 ","$80,849.00 ",$236.18 ,53.90%,5.90%,40.00%,Y,,,,,9,0,453.865,3.4,40.822615,-73.822239,"10461, 10475, 10462, 10473",0.918871625,0.934507145,0.918871625,0.934507145,0.86,0.134246916,0,0,13,76,3,11,635,blue,65,43815.08331,64311.00676,0.775961819,0.83549439
10465,Bronx,Southeast Bronx,2014,"$1,139,880,000 ","19,520","$58,395.00","$58,453.40",58453.395,42818.78,"$68,831.00 ","$82,114.00 ",$250.39 ,54.50%,5.70%,39.70%,Y,,,,,9,0,453.865,3.4,40.822615,-73.822239,"10461, 10475, 10462, 10473",0.863615509,0.864479125,0.863615509,0.864479125,0.88,0.134246916,3,0,16,102,5,4,640,blue,65,44754.1094,66383.317,0.834928415,0.869141886
10465,Bronx,Southeast Bronx,2015,"$1,182,381,000 ","19,720","$59,958.00","$59,958.00",59958,44309,"$73,776.00 ","$85,312.00 ",$256.99 ,55.50%,5.40%,39.10%,Y,,,,,9,0,453.865,3.4,40.822615,-73.822239,"10461, 10475, 10462, 10473",0.910766983,0.910766983,0.910766983,0.910766983,0.9,0.134246916,4,0,15,127,8,18,755,blue,65,46874.6,69680,0.890887346,0.913241778
