ZIP,Borough,Neighborhood,Year,Total Adjusted Gross Income (IRS),Number of Returns (IRS),AGI,AGI_num,Median HH Income ($),Mean HH Income ($),Median Home Value ($/sq. foot),% Employed,% Unemployed,% Not in Labor Force,Bordering Water,Number of Subway Stations in ZIP,Stops in ZIP,Number of Subway Lines Serving ZIP,Lines Serving ZIP,Number of Parks,Number of Playgrounds,Park Acreage,LandSqMile,Latitude,Longitude,adjacentZIP,Price_Index,Color,Probability,IncomeLow,IncomeHigh,HouseLow,HouseHigh
11206,Brooklyn,Bushwick and Williamsburg,2013,"$1,146,373,000 ","35,070","$32,688 ",32688,"$28,559.00 ","$43,235.00 ",$310.58 ,51.20%,8.40%,40.40%,N,6,"Myrtle Av, Flushing Av, Montrose Av, Morgan Av, Broadway, Myrtle - Willoughby Avs",5,"J, M, Z, L, G",34,0,28.16,1.4,40.701954,-73.942358,"11211, 11237, 11221, 11216, 11205",0.84,blue,65,43815.08331,64311.00676,0.775961819,0.83549439
11235,Brooklyn,Southern Brooklyn,2009,"$1,776,028,000 ","35,254","$50,378 ",50378,,,,,,,Y,3,"Sheepshead Bay, Brighton Beach, Ocean Pkwy",2,"B, Q",11,0,58.416,2.3,40.583949,-73.949096,"11229, 11223, 11224",0.84,blue,65,43818.55709,64797.35987,0.83252179,0.960932841
10023,Manhattan,Upper West Side,2014,"$12,398,465,000 ","33,720","$367,689 ",367689,"$111,265.00 ","$185,157.00 ","$1,396.42 ",66%,4.20%,29.80%,N,5,"72 St, 59 St - Columbus Circle, 72 St, 66 St - Lincoln Center, 59 St - Columbus Circle",6,"A, B, C, D, 1, 2",8,2,9.023,0.5,40.775921,-73.982607,"10024, 10019",0.84,blue,65,44754.1094,66383.317,0.834928415,0.869141886
10464,Bronx,Southeast Bronx,2014,"$177,532,000 ","2,120","$83,742 ",83742,"$75,696.00 ","$90,265.00 ",$296.75 ,61.60%,3.40%,35.10%,Y,,,,,3,0,14.241,3.5,40.867787,-73.79992,10465,0.84,blue,65,44754.1094,66383.317,0.834928415,0.869141886
11235,Brooklyn,Southern Brooklyn,2014,"$2,087,807,000 ","37,550","$55,601 ",55601,"$42,257.00 ","$67,317.00 ",$437.25 ,51.00%,4.80%,44.10%,Y,3,"Sheepshead Bay, Brighton Beach, Ocean Pkwy",2,"B, Q",11,0,58.416,2.3,40.583949,-73.949096,"11229, 11223, 11224",0.84,blue,65,44754.1094,66383.317,0.834928415,0.869141886
11224,Brooklyn,Southern Brooklyn,2014,"$758,719,000 ","19,640","$38,631 ",38631,"$27,011.00 ","$47,290.00 ",$329.42 ,42.30%,8.10%,49.50%,Y,3,"W 8 St - NY Aquarium, Coney Island - Stillwell Av, Neptune Av",4,"F, Q, D, N",18,0,90.452,1.5,40.577372,-73.988706,"11214, 11223, 11235",0.84,blue,65,44754.1094,66383.317,0.834928415,0.869141886
11432,Queens,Jamaica,2014,"$1,283,725,000 ","27,930","$45,962 ",45962,"$49,631.00 ","$67,770.00 ",$364.75 ,54.30%,7.50%,38.20%,N,3,"Jamaica - 179 St, 169 St, Parsons Blvd",1,F,7,0,27.958,2.1,40.715359,-73.793071,"11366, 11423, 11433, 11435",0.84,blue,65,44754.1094,66383.317,0.834928415,0.869141886
11693,Queens,Rockaways,2004,"$172,271,000 ","4,563","$37,754 ",37754,,,,,,,Y,3,"Broad Channel, Beach 90 St, Beach 98 St",2,"A, S",9,0,37.224,1,40.590692,-73.809749,"11694, 11692",0.84,blue,65,43532.17044,63267.33923,0,0
10314,Staten Island,Mid-Island,2012,"$2,523,144,000 ","39,230","$64,317 ",64317,"$79,820.00 ","$92,505.00 ",$238.58 ,55.60%,3.70%,40.70%,Y,,,,,21,0,902.039,13.7,40.599263,-74.165748,"10303, 10302, 10310, 10301, 10304, 10306, 10308, 10312, 10309",0.84,blue,65,43806.49461,64178.36753,0.743871403,0.814889738
11436,Queens,Jamaica,2014,"$350,170,000 ","9,230","$37,938 ",37938,"$61,544.00 ","$74,994.00 ",$291.75 ,57.80%,8.10%,34.10%,N,,,,,4,0,8.957,0.8,40.675807,-73.796622,"11420, 11435, 11434",0.84,blue,65,44754.1094,66383.317,0.834928415,0.869141886
10305,Staten Island,Stapleton and St. George,2011,"$1,063,397,000 ","18,471","$57,571 ",57571,"$63,401.00 ","$79,425.00 ",$245.08 ,51.70%,4.10%,43%,Y,3,"Grasmere, Old Town, Dongan Hills",1,SIR,11,1,174.083,4.3,40.596691,-74.074866,"10304, 10306",0.84,blue,65,43502.16391,62963.96339,0.749871815,0.846616676
11212,Brooklyn,Central Brooklyn,2005,"$789,693,000 ","30,906","$25,551 ",25551,,,,,,,N,4,"Sutter Av, Sutter Av - Rutland Rd, Saratoga Av, Rockaway Av",2,"L, 3",37,0,34.355,1.5,40.662936,-73.913029,"11213, 11233, 11207, 11236, 11203",0.84,blue,65,43487.57892,64127.4283,0.822550449,0.978768815
11423,Queens,Jamaica,2009,"$589,830,000 ","14,062","$41,945 ",41945,,,,,,,N,,,,,4,0,7.113,1.4,40.715606,-73.768471,"11412, 11429, 11428, 11427, 11364, 11366, 11432, 11433",0.84,blue,65,43818.55709,64797.35987,0.83252179,0.960932841
11429,Queens,Southeast Queens,2005,"$401,490,000 ","11,178","$35,918 ",35918,,,,,,,N,,,,,7,0,5.861,1.3,40.709766,-73.738653,"11426, 11428, 11423, 11412, 11411",0.84,blue,65,43487.57892,64127.4283,0.822550449,0.978768815
10013,Manhattan,Greenwich Village and Soho,2013,"$4,872,698,000 ","15,060","$323,552 ",323552,"$83,725.00 ","$207,336.00 ","$1,425.37 ",60.50%,3.90%,35.60%,Y,7,"Canal St, Canal St, Canal St, Canal St, Canal St, Franklin St, Canal St",11,"R, W, N, Q, J, Z, A, C, E, 1, 6",9,0,8.429,0.6,40.720103,-74.004903,"10014, 10012, 10002, 10038, 10007",0.84,blue,65,43815.08331,64311.00676,0.775961819,0.83549439
11417,Queens,Southwest Queens,2009,"$518,585,000 ","13,544","$38,289 ",38289,,,,,,,N,5,"80 St, 88 St, Rockaway Blvd, 104 St, Aqueduct - N Conduit Av",1,A,12,0,22.306,1.1,40.676446,-73.844443,"11414, 11420, 11419, 11416",0.84,blue,65,43818.55709,64797.35987,0.83252179,0.960932841
11212,Brooklyn,Central Brooklyn,2011,"$1,004,941,000 ","36,026","$27,895 ",27895,"$27,278.00 ","$38,168.00 ",$244.67 ,47.20%,8.20%,44.50%,N,4,"Sutter Av, Sutter Av - Rutland Rd, Saratoga Av, Rockaway Av",2,"L, 3",37,0,34.355,1.5,40.662936,-73.913029,"11213, 11233, 11207, 11236, 11203",0.84,blue,65,43502.16391,62963.96339,0.749871815,0.846616676
11426,Queens,Southeast Queens,2011,"$504,462,000 ","9,032","$55,853 ",55853,"$78,151.00 ","$93,152.00 ",$325.25 ,61.50%,5.60%,32.70%,N,,,,,5,0,81.066,1.4,40.736425,-73.722376,"11362, 11427, 11428, 11429",0.84,blue,65,43502.16391,62963.96339,0.749871815,0.846616676
11208,Brooklyn,East New York and New Lots,2010,"$1,129,265,000 ","41,156","$27,439 ",27439,,,,,,,Y,8,"Cypress Hills, Crescent St, Norwood Av, Cleveland St, Shepherd Av, Euclid Av, Grant Av, Flushing Av",6,"J, Z, C, A, C, G",27,0,22.967,3.5,40.669769,-73.871372,"11207, 11239, 11414, 11417, 11416, 11421, 11385",0.83,blue,65,44081.30464,64251.15544,0.791133741,0.921456724
11375,Queens,Northwest Queens,2007,"$2,884,341,000 ","37,293","$77,343 ",77343,,,,,,,N,4,"Kew Gardens - Union Tpke, 75 Av, Forest Hills - 71 Av, 67 Av",4,"E, F, M, R",10,0,11.049,2,40.720934,-73.846151,"11374, 11368, 11355, 11367, 11415, 11385",0.83,blue,65,43326.83186,63664.85351,0.892759679,1.135458269
11691,Queens,Rockaways,2004,"$573,003,000 ","17,837","$32,124 ",32124,,,,,,,Y,4,"Beach 44 St, Beach 36 St, Beach 25 St, Far Rockaway - Mott Av",1,A,16,0,81.202,2.8,40.601278,-73.761651,11692,0.83,blue,65,43532.17044,63267.33923,0,0
11422,Queens,Southeast Queens,2014,"$753,867,000 ","16,090","$46,853 ",46853,"$83,631.00 ","$92,001.00 ",$278.42 ,65.10%,4.50%,30.30%,Y,,,,,2,0,2.81,2,40.66006,-73.736012,"11413, 11411",0.83,blue,65,44754.1094,66383.317,0.834928415,0.869141886
11235,Brooklyn,Southern Brooklyn,2007,"$1,782,056,000 ","38,939","$45,765 ",45765,,,,,,,Y,3,"Sheepshead Bay, Brighton Beach, Ocean Pkwy",2,"B, Q",11,0,58.416,2.3,40.583949,-73.949096,"11229, 11223, 11224",0.83,blue,65,43326.83186,63664.85351,0.892759679,1.135458269
11412,Queens,Jamaica,2005,"$556,525,000 ","15,557","$35,773 ",35773,,,,,,,N,,,,,3,0,3.63,1.6,40.698095,-73.758986,"11423, 11429, 11411, 11413, 11434, 11433",0.83,blue,65,43487.57892,64127.4283,0.822550449,0.978768815
11204,Brooklyn,Borough Park,2014,"$1,677,447,000 ","32,620","$51,424 ",51424,"$45,593.00 ","$63,616.00 ",$430.50 ,52.50%,5.40%,42.10%,N,6,"18 Av, 20 Av, Bay Pkwy, 18 Av, Avenue I, Avenue N",2,"N, F",4,0,11.345,1.6,40.618779,-73.984826,"11218, 11230, 11223, 11214, 11228, 11219",0.83,blue,65,44754.1094,66383.317,0.834928415,0.869141886
11234,Brooklyn,Canarsie and Flatlands,2005,"$1,895,187,000 ","36,939","$51,306 ",51306,,,,,,,Y,,,,,17,0,165.244,7.5,40.60508,-73.911721,"11236, 11203, 11210, 11229",0.83,blue,65,43487.57892,64127.4283,0.822550449,0.978768815
10469,Bronx,Northeast Bronx,2014,"$1,349,437,000 ","31,710","$42,556 ",42556,"$57,680.00 ","$69,954.00 ",$258.51 ,52.30%,10.30%,37.40%,N,2,"Baychester Av, Gun Hill Rd",1,5,5,1,16.893,2.5,40.868607,-73.848133,"10466, 10475, 10461, 10467",0.83,blue,65,44754.1094,66383.317,0.834928415,0.869141886
11428,Queens,Southeast Queens,2013,"$425,926,000 ","9,880","$43,110 ",43110,"$69,330.00 ","$81,239.00 ",$286.83 ,60.50%,6.60%,32.90%,N,,,,,1,0,0.03,0.8,40.721016,-73.742245,"11426, 11427, 11423, 11429",0.83,blue,65,43815.08331,64311.00676,0.775961819,0.83549439
10006,Manhattan,Lower Manhattan,2013,"$421,654,000 ","2,360","$178,667 ",178667,"$119,274.00 ","$149,520.00 ","$1,055.92 ",86%,7.90%,6.10%,N,3,"Rector St, Rector St, Wall St",5,"R, W, 1, 4, 5",0,0,0,0.1,40.709614,-74.012954,"10280, 10007, 10038, 10005, 10004",0.83,blue,65,43815.08331,64311.00676,0.775961819,0.83549439
11418,Queens,Southwest Queens,2009,"$583,472,000 ","16,028","$36,403 ",36403,,,,,,,N,4,"121 St, 111 St, 104 St, Jamaica - Van Wyck",3,"J, Z, E",1,0,0.005,1.6,40.700272,-73.835971,"11385, 11415, 11435, 11419, 11416, 11421",0.83,blue,65,43818.55709,64797.35987,0.83252179,0.960932841
11101,Queens,Northwest Queens,2014,"$1,108,605,000 ","15,810","$70,120 ",70120,"$50,160.00 ","$68,309.00 ",$712.10 ,65.10%,7.20%,27.70%,Y,13,"39 Av, 21 St - Queensbridge, Steinway St, 36 St, Queens Plaza, Court Sq, Court Sq, 21 St, 33 St, Queensboro Plaza, Court Sq, Hunters Point Av, Vernon Blvd - Jackson Av",8,"N, W, F, M, R, E, G, 7",16,0,35.792,2.6,40.747155,-73.93975,"11106, 11103, 11104, 11378",0.83,blue,65,44754.1094,66383.317,0.834928415,0.869141886
11419,Queens,Southwest Queens,2009,"$628,435,000 ","20,450","$30,730 ",30730,,,,,,,N,2,"111 St, Ozone Park - Lefferts Blvd",1,A,2,0,4.56,1.1,40.688673,-73.822918,"11420, 11417, 11416, 11418, 11435",0.83,blue,65,43818.55709,64797.35987,0.83252179,0.960932841
11411,Queens,Southeast Queens,2013,"$506,100,000 ","10,590","$47,790 ",47790,"$83,099.00 ","$93,660.00 ",$273.17 ,58.20%,4%,37.70%,N,,,,,3,0,8.72,1.2,40.694021,-73.736216,"11429, 11412, 11413, 11422",0.83,blue,65,43815.08331,64311.00676,0.775961819,0.83549439
11004,Queens,Southeast Queens,2012,"$409,923,000 ","6,630","$61,829 ",61829,"$78,766.00 ","$92,202.00 ",$393.67 ,58%,4.50%,37.50%,N,,,,,3,0,5.458,0.9,40.746204,-73.711478,"11005, 11426",0.83,blue,65,43806.49461,64178.36753,0.743871403,0.814889738
11417,Queens,Southwest Queens,2010,"$529,905,000 ","13,744","$38,555 ",38555,,,,,,,N,5,"80 St, 88 St, Rockaway Blvd, 104 St, Aqueduct - N Conduit Av",1,A,12,0,22.306,1.1,40.676446,-73.844443,"11414, 11420, 11419, 11416",0.83,blue,65,44081.30464,64251.15544,0.791133741,0.921456724
10307,Staten Island,South Shore,2004,"$361,445,000 ","5,408","$66,835 ",66835,,,,,,,Y,2,"Tottenville, Arthur Kill",1,SIR,3,0,22.203,2,40.509183,-74.237785,10309,0.83,blue,65,43532.17044,63267.33923,0,0
11233,Brooklyn,Central Brooklyn,2015,"$1,192,551,000 ","31,310","$38,089 ",38089,"$33,745.00 ","$50,071.00 ",$474.17 ,52.00%,7.90%,40.00%,N,3,"Utica Av, Ralph Av, Rockaway Av",2,"A, C",34,0,25.299,1.4,40.678308,-73.919936,"11207, 11221, 11216, 11213, 11212",0.83,blue,65,46874.6,69680,0.890887346,0.913241778
11434,Queens,Jamaica,2005,"$897,312,000 ","25,213","$35,589 ",35589,,,,,,,N,,,,,8,0,193.9,3.2,40.676808,-73.776425,"11413, 11412, 11433, 11436",0.83,blue,65,43487.57892,64127.4283,0.822550449,0.978768815
10304,Staten Island,Stapleton and St. George,2014,"$1,275,297,000 ","19,130","$66,665 ",66665,"$53,762.00 ","$79,892.00 ",$247.25 ,53.20%,4.80%,41.90%,N,2,"Stapleton, Clifton",1,SIR,11,0,32.054,3.9,40.609227,-74.092575,"10301, 10305, 10306, 10314",0.83,blue,65,44754.1094,66383.317,0.834928415,0.869141886
10310,Staten Island,Port Richmond,2013,"$626,031,000 ","10,990","$56,964 ",56964,"$61,925.00 ","$82,052.00 ",$245.67 ,54.60%,8.20%,37.10%,Y,,,,,9,0,37.992,1.8,40.632648,-74.116148," 10302, 10314, 10301",0.83,blue,65,43815.08331,64311.00676,0.775961819,0.83549439
11105,Queens,Northwest Queens,2014,"$1,091,608,000 ","19,720","$55,355 ",55355,"$60,247.00 ","$75,740.00 ",$657.80 ,63.70%,6.60%,29.70%,Y,1,Astoria - Ditmars Blvd,2,"N, W",6,0,69.846,1.6,40.778877,-73.906769,"11102, 11103, 11370",0.83,blue,65,44754.1094,66383.317,0.834928415,0.869141886
10469,Bronx,Northeast Bronx,2013,"$1,303,391,000 ","31,030","$42,004 ",42004,"$57,776.00 ","$69,599.00 ",$239.19 ,52.00%,11.10%,36.70%,N,2,"Baychester Av, Gun Hill Rd",1,5,5,1,16.893,2.5,40.868607,-73.848133,"10466, 10475, 10461, 10467",0.83,blue,65,43815.08331,64311.00676,0.775961819,0.83549439
11364,Queens,Northeast Queens,2008,"$1,043,610,000 ","17,156","$60,831 ",60831,,,,,,,N,,,,,10,0,27.212,2.5,40.745289,-73.760586,"11362, 11361, 11365, 11366",0.83,blue,65,44541.41962,64579.99543,0.890607641,1.042492584
11224,Brooklyn,Southern Brooklyn,2010,"$697,546,000 ","19,356","$36,038 ",36038,,,,,,,Y,3,"W 8 St - NY Aquarium, Coney Island - Stillwell Av, Neptune Av",4,"F, Q, D, N",18,0,90.452,1.5,40.577372,-73.988706,"11214, 11223, 11235",0.83,blue,65,44081.30464,64251.15544,0.791133741,0.921456724
11356,Queens,North Queens,2007,"$422,119,000 ","10,757","$39,241 ",39241,,,,,,,Y,,,,,7,0,42.518,1.6,40.78485,-73.841279,"11357, 11354",0.83,blue,65,43326.83186,63664.85351,0.892759679,1.135458269
11421,Queens,Southwest Queens,2014,"$763,630,000 ","19,900","$38,373 ",38373,"$61,974.00 ","$78,375.00 ",$284.92 ,58.90%,7.60%,33.50%,N,3,"Woodhaven Blvd, 85 St - Forest Pkwy, 75 St",2,"J, Z",3,0,1.431,1.3,40.694062,-73.858626,"11385, 11418, 11416",0.83,blue,65,44754.1094,66383.317,0.834928415,0.869141886
11219,Brooklyn,Borough Park,2014,"$1,398,571,000 ","33,720","$41,476 ",41476,"$35,083.00 ","$51,454.00 ",$406.08 ,54.10%,4.00%,41.80%,N,,"Fort Hamilton Pkwy, 50 St, 55 St, 62 St, Fort Hamilton Pkwy, New Utrecht Av",2,"D, N",5,0,1.928,1.5,40.632667,-73.996669,"11220, 11232, 11218, 11204, 11228",0.83,blue,65,44754.1094,66383.317,0.834928415,0.869141886
10305,Staten Island,Stapleton and St. George,2013,"$1,092,453,000 ","18,720","$58,358 ",58358,"$70,758.00 ","$83,935.00 ",$242.75 ,52.30%,4.70%,42.10%,Y,3,"Grasmere, Old Town, Dongan Hills",1,SIR,11,1,174.083,4.3,40.596691,-74.074866,"10304, 10306",0.83,blue,65,43815.08331,64311.00676,0.775961819,0.83549439
10302,Staten Island,Port Richmond,2012,"$355,929,000 ","7,550","$47,143 ",47143,"$56,883.00 ","$68,074.00 ",$215.50 ,54.60%,4.70%,40.60%,Y,,,,,6,0,13.151,1.2,40.630688,-74.137776,"10303, 10310, 10314",0.83,blue,65,43806.49461,64178.36753,0.743871403,0.814889738
11423,Queens,Jamaica,2013,"$650,266,000 ","14,870","$43,730 ",43730,"$60,892.00 ","$81,033.00 ",$281.25 ,57.60%,8.30%,34.10%,N,,,,,4,0,7.113,1.4,40.715606,-73.768471,"11412, 11429, 11428, 11427, 11364, 11366, 11432, 11433",0.83,blue,65,43815.08331,64311.00676,0.775961819,0.83549439
10023,Manhattan,Upper West Side,2008,"$9,077,068,000 ","34,334","$264,375 ",264375,,,,,,,N,5,"72 St, 59 St - Columbus Circle, 72 St, 66 St - Lincoln Center, 59 St - Columbus Circle",6,"A, B, C, D, 1, 2",8,2,9.023,0.5,40.775921,-73.982607,"10024, 10019",0.83,blue,65,44541.41962,64579.99543,0.890607641,1.042492584
11358,Queens,North Queens,2007,"$937,442,000 ","17,753","$52,805 ",52805,,,,,,,N,,,,,4,0,4.434,1.9,40.760471,-73.796371,"11357, 11360, 11361, 11365, 11355, 11354",0.83,blue,65,43326.83186,63664.85351,0.892759679,1.135458269
11426,Queens,Southeast Queens,2009,"$468,607,000 ","8,370","$55,986 ",55986,,,,,,,N,,,,,5,0,81.066,1.4,40.736425,-73.722376,"11362, 11427, 11428, 11429",0.83,blue,65,43818.55709,64797.35987,0.83252179,0.960932841
11357,Queens,North Queens,2014,"$1,535,703,000 ","19,530","$78,633 ",78633,"$73,189.00 ","$91,409.00 ",$450.50 ,52.90%,5.50%,41.60%,Y,,,,,8,0,31.67,2.8,40.786393,-73.810864,"11356, 11354, 11358, 11360",0.83,blue,65,44754.1094,66383.317,0.834928415,0.869141886
11228,Brooklyn,Southwest Brooklyn,2014,"$1,114,240,000 ","18,980","$58,706 ",58706,"$62,821.00 ","$86,920.00 ",$464.00 ,54.10%,5.70%,40.00%,Y,1,71 St,1,D,5,0,10.931,1.5,40.616695,-74.013047,"11209, 11219, 11204, 11214",0.83,blue,65,44754.1094,66383.317,0.834928415,0.869141886
11362,Queens,Northeast Queens,2010,"$590,329,000 ","8,556","$68,996 ",68996,,,,,,,N,,,,,9,0,112.594,2.5,40.756574,-73.737845,"11426, 11364, 11363",0.83,blue,65,44081.30464,64251.15544,0.791133741,0.921456724
11102,Queens,Northwest Queens,2015,"$1,039,880,000 ","19,570","$53,136 ",53136,"$51,123.00 ","$71,031.00 ",$602.40 ,65.50%,6.10%,28.40%,Y,2,"Astoria Blvd, 30 Av",2,"N, W",11,0,13.619,0.8,40.772884,-73.926295,"11105, 11103, 11106",0.83,blue,65,46874.6,69680,0.890887346,0.913241778
10025,Manhattan,Upper West Side,2014,"$6,878,015,000 ","46,810","$146,935 ",146935,"$71,865.00 ","$120,674.00 ","$1,132.67 ",58.50%,5.40%,36.10%,Y,6,"103 St, 96 St, 116 St - Columbia University, Cathedral Pkwy, 103 St, 96 St",4,"B, C, 1, 2",5,6,7.799,0.8,40.798601,-73.966622,"10026, 10027, 10024",0.83,blue,65,44754.1094,66383.317,0.834928415,0.869141886
11427,Queens,Southeast Queens,2013,"$621,771,000 ","11,490","$54,114 ",54114,"$70,108.00 ","$85,446.00 ",$320.83 ,58.30%,4.90%,36.80%,N,,,,,2,0,0.821,1.6,40.730904,-73.745661,"11426, 11362, 11364, 11423, 11428",0.83,blue,65,43815.08331,64311.00676,0.775961819,0.83549439
11224,Brooklyn,Southern Brooklyn,2012,"$692,815,000 ","19,040","$36,387 ",36387,"$31,415.00 ","$45,900.00 ",$339.17 ,40.90%,7.80%,51.10%,Y,3,"W 8 St - NY Aquarium, Coney Island - Stillwell Av, Neptune Av",4,"F, Q, D, N",18,0,90.452,1.5,40.577372,-73.988706,"11214, 11223, 11235",0.83,blue,65,43806.49461,64178.36753,0.743871403,0.814889738
11207,Brooklyn,East New York and New Lots,2011,"$1,141,741,000 ","39,852","$28,650 ",28650,"$33,127.00 ","$44,627.00 ",$255.92 ,50.60%,8.80%,40.50%,N,17,"Van Siclen Av, Alabama Av, Broadway Jct, Chauncey St, Wilson Av, Bushwick Av - Aberdeen St, Broadway Jct, Atlantic Av, Livonia Av, New Lots Av, Broadway Jct, Liberty Av, Van Siclen Av, Junius St, Pennsylvania Av, Van Siclen Av, New Lots Av",6,"J, Z, L, A, C, 3",55,0,52.882,2.7,40.670747,-73.894209,"11208, 11239, 11236, 11212, 11233, 11221, 11237, 11385",0.82,blue,65,43502.16391,62963.96339,0.749871815,0.846616676
11421,Queens,Southwest Queens,2005,"$555,767,000 ","16,359","$33,973 ",33973,,,,,,,N,3,"Woodhaven Blvd, 85 St - Forest Pkwy, 75 St",2,"J, Z",3,0,1.431,1.3,40.694062,-73.858626,"11385, 11418, 11416",0.82,blue,65,43487.57892,64127.4283,0.822550449,0.978768815
11413,Queens,Southeast Queens,2011,"$893,148,000 ","20,374","$43,838 ",43838,"$77,352.00 ","$87,032.00 ",$247.00 ,61.10%,5.30%,33.70%,N,,,,,7,0,32.667,3.1,40.671659,-73.752568,"11422, 11411, 11412, 11434",0.82,blue,65,43502.16391,62963.96339,0.749871815,0.846616676
11365,Queens,Central Queens,2008,"$1,008,671,000 ","19,436","$51,897 ",51897,,,,,,,N,,,,,8,0,252.178,2.5,40.739634,-73.79449,"11358, 11364, 11366, 11367, 11355",0.82,blue,65,44541.41962,64579.99543,0.890607641,1.042492584
11426,Queens,Southeast Queens,2012,"$512,445,000 ","8,920","$57,449 ",57449,"$78,415.00 ","$93,951.00 ",$319.17 ,60.60%,5.70%,33.50%,N,,,,,5,0,81.066,1.4,40.736425,-73.722376,"11362, 11427, 11428, 11429",0.82,blue,65,43806.49461,64178.36753,0.743871403,0.814889738
11209,Brooklyn,Southwest Brooklyn,2014,"$2,411,101,000 ","34,210","$70,479 ",70479,"$59,934.00 ","$84,945.00 ",$465.99 ,57.20%,5.40%,37.00%,Y,3,"77 St, 86 St, Bay Ridge - 95 St",1,R,11,0,21.9,2.2,40.621982,-74.030324,"11220, 11228",0.82,blue,65,44754.1094,66383.317,0.834928415,0.869141886
11433,Queens,Jamaica,2014,"$541,468,000 ","15,910","$34,033 ",34033,"$44,799.00 ","$58,601.00 ",$268.08 ,48.10%,11.70%,40.20%,N,1,Jamaica Center - Parsons/Archer,3,"E, J, Z",12,0,31.89,1.6,40.698162,-73.786893,"11434, 11412, 11423, 11432, 11435",0.82,blue,65,44754.1094,66383.317,0.834928415,0.869141886
11205,Brooklyn,Northwest Brooklyn,2015,"$1,201,282,000 ","18,800","$63,898 ",63898,"$47,575.00 ","$73,353.00 ",$543.17 ,58.60%,8.70%,32.70%,Y,1,Bedford - Nostrand Avs,1,G,14,0,13.766,0.9,40.694696,-73.966286,"11211, 11206, 11216, 11238, 11217, 11201, 11251",0.82,blue,65,46874.6,69680,0.890887346,0.913241778
11362,Queens,Northeast Queens,2009,"$571,845,000 ","8,402","$68,061 ",68061,,,,,,,N,,,,,9,0,112.594,2.5,40.756574,-73.737845,"11426, 11364, 11363",0.82,blue,65,43818.55709,64797.35987,0.83252179,0.960932841
11229,Brooklyn,Southern Brooklyn,2015,"$2,154,922,000 ","36,270","$59,413 ",59413,"$52,168.00 ","$71,111.00 ",$404.00 ,54.00%,5.00%,41.00%,Y,3,"Kings Hwy, Avenue U, Neck Rd",2,"B, Q",9,0,9.123,2.2,40.601293,-73.944493,"11235, 11223, 11230, 11210, 11234",0.82,blue,65,46874.6,69680,0.890887346,0.913241778
10002,Manhattan,Lower East Side,2014,"$2,215,542,000 ","43,370","$51,085 ",51085,"$32,966.00 ","$60,564.00 ","$1,125.67 ",50%,6.20%,43.70%,Y,6,"Essex St, Bowery, Grand St, 2 Av, Delancey St, East Broadway",6,"J, M, Z, B, D, F",18,10,87.55,0.9,40.715775,-73.986212," 10009, 10003, 10012, 10013, 10038",0.82,blue,65,44754.1094,66383.317,0.834928415,0.869141886
10027,Manhattan,Central Harlem,2015,"$1,631,374,000 ","27,510","$59,301 ",59301,"$40,782.00 ","$70,034.00 ",$943.60 ,49.20%,3.50%,47.30%,Y,3,"125 St, 125 St, 125 St",7,"A, B, C, D, 1, 2, 3",18,4,27.973,0.9,40.811407,-73.95306,"10031, 10030, 10037, 10035, 10026, 10025",0.82,blue,65,46874.6,69680,0.890887346,0.913241778
11418,Queens,Southwest Queens,2005,"$493,916,000 ","14,323","$34,484 ",34484,,,,,,,N,4,"121 St, 111 St, 104 St, Jamaica - Van Wyck",3,"J, Z, E",1,0,0.005,1.6,40.700272,-73.835971,"11385, 11415, 11435, 11419, 11416, 11421",0.82,green,98,43487.57892,64127.4283,0.822550449,0.978768815
11363,Queens,Northeast Queens,2010,"$335,948,000 ","3,370","$99,688 ",99688,,,,,,,Y,,,,,4,0,45.226,0.9,40.772616,-73.746526,"11362, 11361",0.82,green,98,44081.30464,64251.15544,0.791133741,0.921456724
11234,Brooklyn,Canarsie and Flatlands,2011,"$2,288,358,000 ","40,694","$56,233 ",56233,"$67,776.00 ","$83,647.00 ",$326.58 ,59.00%,5.50%,35.50%,Y,,,,,17,0,165.244,7.5,40.60508,-73.911721,"11236, 11203, 11210, 11229",0.82,green,98,43502.16391,62963.96339,0.749871815,0.846616676
10310,Staten Island,Port Richmond,2011,"$593,078,000 ","10,723","$55,309 ",55309,"$63,808.00 ","$81,636.00 ",$244.83 ,56.20%,6.50%,37.30%,Y,,,,,9,0,37.992,1.8,40.632648,-74.116148," 10302, 10314, 10301",0.82,green,98,43502.16391,62963.96339,0.749871815,0.846616676
11223,Brooklyn,Southern Brooklyn,2014,"$2,053,508,000 ","31,960","$64,252 ",64252,"$40,873.00 ","$61,705.00 ",$463.08 ,49.80%,6.00%,44.20%,N,,"Kings Hwy, Avenue U, 86 St, Kings Hwy, Avenue U, Avenue X",2,"N, F",11,0,12.355,2.1,40.597139,-73.973428,"11216, 11221, 11207, 11212, 11213, 11216",0.82,green,98,44754.1094,66383.317,0.834928415,0.869141886
10128,Manhattan,Upper East Side,2008,"$8,533,693,000 ","33,085","$257,932 ",257932,,,,,,,Y,1,96 St,1,Q,3,2,14.806,0.5,40.781432,-73.950013,"10029, 10028",0.82,green,98,44541.41962,64579.99543,0.890607641,1.042492584
