LAT_TRIM,LON_TRIM,Zip Code,crime_count
40.6101,-73.9849,11204,2
40.6101,-73.9551,11229,1
40.6101,-73.9514,11229,2
40.6101,-73.933,11234,1
40.6102,-74.1836,10314,2
40.6102,-74.1698,10314,2
40.6102,-74.1627,10314,2
40.6102,-74.0666,10305,1
40.6102,-74.0632,10305,1
40.6102,-74.0144,11228,1
40.6102,-74.012,11228,1
40.6102,-73.9907,11204,3
40.6102,-73.9844,11204,4
40.6102,-73.9733,11230,1
40.6102,-73.9722,11230,3
40.6102,-73.9609,11229,1
40.6102,-73.9505,11229,2
40.6102,-73.9306,11234,1
40.6102,-73.9263,11234,1
40.6102,-73.9218,11234,1
40.6102,-73.7698,11691,1
40.6103,-74.1602,10314,2
40.6103,-74.1465,10314,1
40.6103,-74.0975,10304,1
40.6103,-74.0893,10304,1
40.6103,-73.9852,11204,1
40.6103,-73.983,11204,1
40.6103,-73.9711,11230,1
40.6103,-73.9595,11229,2
40.6103,-73.9547,11229,3
40.6103,-73.9496,11229,3
40.6103,-73.9283,11234,1
40.6104,-74.1421,10314,1
40.6104,-74.0684,10305,1
40.6104,-73.9941,11214,3
40.6104,-73.9826,11204,1
40.6104,-73.9821,11204,1
40.6104,-73.9702,11230,1
40.6104,-73.9591,11229,2
40.6104,-73.9586,11229,4
40.6104,-73.9486,11229,19
40.6104,-73.7678,11691,1
40.6105,-74.1648,10314,1
40.6105,-74.0977,10301,1
40.6105,-74.0903,10304,1
40.6105,-74.0732,10305,2
40.6105,-74.0081,11228,1
40.6105,-74.0004,11214,3
40.6105,-73.9958,11214,1
40.6105,-73.985,11204,1
40.6105,-73.9812,11204,4
40.6105,-73.9758,11204,1
40.6105,-73.9693,11230,2
40.6105,-73.9577,11229,1
40.6105,-73.9541,11229,10
40.6105,-73.9438,11229,3
40.6105,-73.941,11229,1
40.6105,-73.9302,11234,3
40.6105,-73.9215,11234,1
40.6105,-73.7647,11691,1
40.6106,-74.17699999999998,10314,12
40.6106,-74.1488,10314,1
40.6106,-74.0803,10304,1
40.6106,-74.0704,10305,2
40.6106,-74.0104,11228,3
40.6106,-74.0028,11214,1
40.6106,-73.9867,11204,1
40.6106,-73.9807,11204,1
40.6106,-73.9572,11229,1
40.6106,-73.9467,11229,2
40.6106,-73.9323,11234,1
40.6106,-73.9236,11234,4
40.6106,-73.7659,11691,1
40.6107,-74.1402,10314,1
40.6107,-74.0936,10304,1
40.6107,-74.0853,10304,1
40.6107,-74.0084,11228,3
40.6107,-74.0047,11214,5
40.6107,-73.9955,11214,1
40.6107,-73.9884,11204,2
40.6107,-73.9847,11204,3
40.6107,-73.9797,11204,2
40.6107,-73.9679,11230,7
40.6107,-73.9562,11229,1
40.6107,-73.9557,11229,1
40.6107,-73.9535,11229,3
40.6107,-73.9533,11229,1
40.6107,-73.9299,11234,1
40.6107,-73.9256,11234,1
40.6107,-73.9211,11234,1
40.6107,-73.921,11234,63
40.6107,-73.91199999999998,11234,1
40.6107,-73.8186,11693,1
40.6108,-74.1571,10314,1
40.6108,-74.1478,10314,1
40.6108,-74.1393,10314,1
40.6108,-74.0622,10305,2
40.6108,-73.9986,11214,2
40.6108,-73.99,11204,1
40.6108,-73.9787,11204,1
40.6108,-73.9665,11230,1
40.6108,-73.9553,11229,2
40.6108,-73.9548,11230,2
40.6108,-73.9362,11234,1
40.6108,-73.9225,11234,3
40.6109,-74.1648,10314,2
40.6109,-74.1384,10314,1
40.6109,-74.1168,10314,1
40.6109,-74.0025,11214,1
40.6109,-73.9935,11214,1
40.6109,-73.9918,11204,1
40.6109,-73.9783,11204,1
40.6109,-73.9765,11204,1
40.6109,-73.9542,11229,2
40.6109,-73.9252,11234,1
40.6109,-73.9077,11234,1
40.611,-74.1677,10314,1
40.611,-74.0912,10304,1
40.611,-74.0135,11228,2
40.611,-74.0111,11228,4
40.611,-73.9952,11214,1
40.611,-73.9844,11204,1
40.611,-73.9767,11204,1
40.611,-73.9208,11234,1
40.6111,-74.1628,10314,1
40.6111,-74.1229,10314,1
40.6111,-74.0043,11214,4
40.6111,-73.9983,11214,1
40.6111,-73.9967,11214,2
40.6111,-73.9861,11204,2
40.6111,-73.9769,11204,3
40.6111,-73.9645,11230,1
40.6111,-73.9516,11229,1
40.6111,-73.9315,11234,4
40.6111,-73.9095,11234,1
40.6112,-74.1417,10314,1
40.6112,-74.1361,10314,3
40.6112,-74.1218,10314,1
40.6112,-74.0091,11228,2
40.6112,-74.0022,11214,3
40.6112,-74.0,11214,4
40.6112,-73.9915,11204,1
40.6112,-73.9878,11204,1
40.6112,-73.9832,11204,1
40.6112,-73.977,11204,2
40.6112,-73.9754,11204,7
40.6112,-73.9636,11230,1
40.6112,-73.9521,11229,1
40.6112,-73.767,11691,2
40.6112,-73.7485,11691,2
40.6113,-74.1332,10314,1
40.6113,-74.0697,10305,1
40.6113,-74.0641,10305,1
40.6113,-74.006,11228,1
40.6113,-73.9895,11204,4
40.6113,-73.9745,11204,1
40.6113,-73.97399999999998,11230,4
40.6113,-73.9626,11230,17
40.6113,-73.9517,11229,1
40.6113,-73.9502,11229,1
40.6113,-73.9268,11234,2
40.6114,-74.1323,10314,2
40.6114,-74.1312,10314,8
40.6114,-74.0857,10304,1
40.6114,-74.0828,10304,1
40.6114,-74.0759,10305,3
40.6114,-74.0095,11228,2
40.6114,-73.998,11214,3
40.6114,-73.9735,11230,1
40.6114,-73.9729,11230,1
40.6114,-73.9498,11229,1
40.6114,-73.9439,11229,1
40.6115,-74.1582,10314,1
40.6115,-74.1092,10301,1
40.6115,-74.0877,10304,1
40.6115,-74.0847,10304,1
40.6115,-74.0832,10304,2
40.6115,-74.0738,10305,2
40.6115,-74.0331,11209,1
40.6115,-74.0012,11214,2
40.6115,-73.9929,11204,5
40.6115,-73.9911,11204,1
40.6115,-73.9875,11204,2
40.6115,-73.9784,11204,13
40.6115,-73.9767,11204,1
40.6115,-73.9724,11230,1
40.6115,-73.9607,11230,5
40.6115,-73.9488,11229,2
40.6115,-73.9395,11234,2
40.6115,-73.9308,11234,1
40.6115,-73.9244,11234,4
40.6115,-73.7695,11691,1
40.6116,-74.1671,10314,1
40.6116,-74.1439,10314,1
40.6116,-74.0998,10301,3
40.6116,-74.0836,10304,1
40.6116,-74.0267,11209,2
40.6116,-74.0099,11228,2
40.6116,-73.9962,11214,2
40.6116,-73.9946,11214,2
40.6116,-73.9823,11204,6
40.6116,-73.9598,11230,3
40.6116,-73.9508,11229,4
40.6116,-73.9474,11229,1
40.6116,-73.9221,11234,4
40.6116,-73.9197,11234,1
40.6116,-73.9054,11234,1
40.6117,-74.0346,11209,1
40.6117,-74.0329,11209,1
40.6117,-74.0092,11228,1
40.6117,-74.0016,11214,1
40.6117,-73.9908,11204,2
40.6117,-73.9794,11204,3
40.6117,-73.9779,11204,3
40.6117,-73.9709,11230,1
40.6117,-73.9588,11230,2
40.6117,-73.9469,11229,1
40.6117,-73.9261,11234,2
40.6117,-73.9234,11234,1
40.6118,-74.0707,10305,1
40.6118,-74.0644,10305,1
40.6118,-74.0337,11209,2
40.6118,-74.0055,11214,1
40.6118,-73.9995,11214,6
40.6118,-73.9872,11204,3
40.6118,-73.9836,11204,5
40.6118,-73.9579,11230,2
40.6119,-74.1221,10314,1
40.6119,-74.10300000000002,10301,2
40.6119,-74.0845,10304,5
40.6119,-74.0126,11228,2
40.6119,-73.9889,11204,2
40.6119,-73.9569,11230,1
40.6119,-73.9446,11229,1
40.6119,-73.9247,11234,3
40.612,-74.1626,10314,1
40.612,-74.1594,10314,1
40.612,-74.0943,10301,1
40.612,-74.0784,10304,2
40.612,-74.0683,10305,1
40.612,-74.0072,11228,2
40.612,-74.0013,11214,1
40.612,-73.9815,11204,10
40.612,-73.9804,11204,12
40.612,-73.9752,11204,2
40.612,-73.9736,11230,4
40.612,-73.956,11230,2
40.612,-73.9504,11229,4
40.612,-73.9214,11234,3
40.612,-73.8192,11693,1
40.6121,-74.0881,10304,3
40.6121,-74.0853,10304,1
40.6121,-74.0743,10305,2
40.6121,-74.07,10305,3
40.6121,-73.9869,11204,1
40.6121,-73.9832,11204,2
40.6121,-73.955,11230,1
40.6121,-73.9428,11229,1
40.6121,-73.9408,11234,1
40.6121,-73.919,11234,1
40.6122,-74.1022,10301,2
40.6122,-74.0342,11209,1
40.6122,-74.0031,11214,1
40.6122,-73.9956,11214,4
40.6122,-73.9849,11204,2
40.6122,-73.9657,11230,1
40.6122,-73.9538,11230,13
40.6122,-73.949,11229,2
40.6122,-73.9341,11234,1
40.6123,-74.01100000000002,11228,1
40.6123,-74.0086,11228,1
40.6123,-73.9903,11204,1
40.6123,-73.9788,11204,6
40.6123,-73.8197,11693,1
40.6124,-74.1141,10314,3
40.6124,-74.0994,10301,1
40.6124,-74.094,10301,1
40.6124,-74.0659,10305,3
40.6124,-73.9989,11214,1
40.6124,-73.9775,11204,1
40.6124,-73.9715,11230,1
40.6124,-73.9528,11210,4
40.6124,-73.9441,11229,2
40.6124,-73.9294,11234,1
40.6124,-73.9242,11234,2
40.6124,-73.9186,11234,14
40.6124,-73.9096,11234,1
40.6125,-74.1693,10314,3
40.6125,-74.1664,10314,1
40.6125,-74.1014,10301,1
40.6125,-74.0923,10301,2
40.6125,-74.0818,10304,1
40.6125,-74.0113,11228,2
40.6125,-74.0066,11228,1
40.6125,-73.9883,11204,1
40.6125,-73.9792,11204,3
40.6125,-73.9206,11234,4
40.6125,-73.7666,11691,1
40.6126,-74.1644,10314,1
40.6126,-74.1297,10314,5
40.6126,-74.1288,10314,1
40.6126,-74.1065,10301,1
40.6126,-74.0831,10304,20
40.6126,-74.0631,10305,1
40.6126,-74.0627,10305,1
40.6126,-74.0339,11209,2
40.6126,-74.0008,11214,1
40.6126,-74.0007,11214,1
40.6126,-73.99,11204,1
40.6126,-73.9624,11230,1
40.6126,-73.94800000000002,11229,3
40.6126,-73.94,11234,1
40.6127,-74.1275,10314,1
40.6127,-74.1191,10314,1
40.6127,-74.0996,10301,1
40.6127,-74.0349,11209,1
40.6127,-74.0117,11228,11
40.6127,-74.01,11228,1
40.6127,-74.0026,11214,7
40.6127,-73.9917,11204,1
40.6127,-73.9827,11204,3
40.6127,-73.9706,11230,2
40.6127,-73.9614,11230,1
40.6127,-73.9495,11229,2
40.6127,-73.9442,11229,2
40.6127,-73.9257,11234,3
40.6127,-73.9233,11234,1
40.6127,-73.9124,11234,14
40.6127,-73.9078,11234,2
40.6127,-73.7675,11691,1
40.6128,-74.15899999999998,10314,1
40.6128,-74.1271,10314,1
40.6128,-74.127,10314,1
40.6128,-74.1169,10314,1
40.6128,-74.0645,10305,1
40.6128,-74.0623,10305,1
40.6128,-74.0336,11209,3
40.6128,-74.0311,11209,1
40.6128,-74.0005,11214,2
40.6128,-73.995,11204,3
40.6128,-73.9843,11204,1
40.6128,-73.9697,11230,1
40.6128,-73.9609,11230,1
40.6128,-73.95100000000002,11210,4
40.6128,-73.944,11229,1
40.6129,-74.1258,10314,1
40.6129,-74.1026,10301,1
40.6129,-74.07600000000002,10305,1
40.6129,-74.0653,10305,4
40.6129,-73.9897,11204,3
40.6129,-73.9824,11204,8
40.6129,-73.9752,11204,1
40.6129,-73.9727,11230,1
40.6129,-73.9595,11230,3
40.6129,-73.9373,11234,2
40.6129,-73.9199,11234,1
40.613,-74.1588,10314,2
40.613,-74.1378,10314,1
40.613,-74.1233,10314,2
40.613,-74.0716,10305,2
40.613,-74.0323,11209,1
40.613,-74.0007,11214,5
40.613,-73.9984,11214,4
40.613,-73.9877,11204,5
40.613,-73.9769,11204,1
40.613,-73.9588,11230,1
40.613,-73.9018,11234,2
40.6131,-74.0788,10304,2
40.6131,-74.0707,10305,1
40.6131,-74.0357,11209,2
40.6131,-74.0334,11209,2
40.6131,-73.9894,11204,1
40.6131,-73.9801,11204,4
40.6131,-73.9786,11204,1
40.6131,-73.9722,11230,3
40.6131,-73.9582,11230,2
40.6131,-73.9491,11229,2
40.6131,-73.9326,11234,1
40.6131,-73.9262,11234,1
40.6131,-73.9219,11234,1
40.6131,-73.9208,11234,1
40.6132,-74.1881,10314,2
40.6132,-74.1122,10301,1
40.6132,-74.1038,10301,1
40.6132,-74.0805,10304,2
40.6132,-74.0757,10305,1
40.6132,-74.0367,11209,5
40.6132,-74.0094,11228,2
40.6132,-73.9911,11204,1
40.6132,-73.9857,11204,2
40.6132,-73.9749,11204,1
40.6132,-73.9738,11230,5
40.6132,-73.939,11234,1
40.6132,-73.7669,11691,2
40.6133,-74.1522,10314,1
40.6133,-74.0872,10304,2
40.6133,-74.0345,11209,4
40.6133,-74.0111,11228,1
40.6133,-74.002,11228,2
40.6133,-73.9928,11204,2
40.6133,-73.9821,11204,2
40.6133,-73.9684,11230,6
40.6133,-73.9172,11234,10
40.6133,-73.9014,11234,1
40.6134,-74.12899999999998,10314,1
40.6134,-74.0871,10304,2
40.6134,-74.0849,10304,1
40.6134,-74.0763,10305,1
40.6134,-74.0332,11209,1
40.6134,-74.0128,11228,5
40.6134,-73.9999,11214,2
40.6134,-73.99600000000002,11204,2
40.6134,-73.9838,11204,2
40.6134,-73.9807,11204,1
40.6134,-73.9783,11204,4
40.6134,-73.967,11230,1
40.6134,-73.9487,11229,1
40.6134,-73.9366,11234,1
40.6134,-73.9214,11234,1
40.6134,-73.9192,11234,3
40.6134,-73.9028,11234,1
40.6135,-74.1666,10314,1
40.6135,-74.1176,10314,1
40.6135,-74.0802,10304,1
40.6135,-73.9978,11214,3
40.6135,-73.9855,11204,2
40.6135,-73.9541,11230,1
40.6135,-73.9168,11234,2
40.6136,-74.126,10314,1
40.6136,-74.0887,10304,1
40.6136,-74.0827,10304,1
40.6136,-74.0735,10305,1
40.6136,-74.0055,11228,3
40.6136,-73.9871,11204,2
40.6136,-73.9818,11204,9
40.6136,-73.9811,11204,3
40.6136,-73.9763,11204,2
40.6136,-73.96600000000002,11230,2
40.6136,-73.9536,11210,2
40.6136,-73.9492,11210,3
40.6136,-73.9483,11229,1
40.6136,-73.9454,11229,3
40.6137,-74.1681,10314,1
40.6137,-74.1676,10314,1
40.6137,-74.1582,10314,5
40.6137,-74.1482,10314,1
40.6137,-74.1346,10314,1
40.6137,-74.0866,10304,1
40.6137,-74.0856,10304,1
40.6137,-74.0848,10304,4
40.6137,-74.0782,10304,1
40.6137,-74.0071,11228,1
40.6137,-73.9996,11214,1
40.6137,-73.9888,11204,2
40.6137,-73.9816,11204,2
40.6137,-73.9268,11234,2
40.6138,-74.1405,10314,2
40.6138,-74.1356,10314,1
40.6138,-74.1141,10314,1
40.6138,-74.0759,10305,1
40.6138,-74.0753,10305,2
40.6138,-74.0371,11209,3
40.6138,-74.0088,11228,1
40.6138,-74.0035,11214,1
40.6138,-74.0005,11214,1
40.6138,-73.9905,11204,2
40.6138,-73.9797,11204,1
40.6138,-73.9718,11230,1
40.6138,-73.9641,11230,4
40.6138,-73.9121,11234,1
40.6139,-74.1742,10314,1
40.6139,-74.1225,10314,1
40.6139,-74.0991,10301,1
40.6139,-74.0873,10304,3
40.6139,-74.0627,10305,1
40.6139,-74.0341,11209,4
40.6139,-74.0302,11209,2
40.6139,-73.9631,11230,8
40.6139,-73.9507,11210,1
40.6139,-73.9244,11234,1
40.6139,-73.9185,11234,4
40.614,-74.1395,10314,1
40.614,-74.1206,10314,1
40.614,-74.0848,10304,1
40.614,-74.0756,10305,1
40.614,-74.0352,11209,1
40.614,-74.0069,11228,4
40.614,-74.0016,11214,5
40.614,-73.9993,11214,2
40.614,-73.9954,11204,1
40.614,-73.9849,11204,3
40.614,-73.9709,11230,1
40.614,-73.9621,11230,3
40.614,-73.9264,11234,1
40.614,-73.9234,11234,1
40.6141,-74.1655,10314,1
40.6141,-74.0793,10304,2
40.6141,-74.0779,10304,1
40.6141,-74.0725,10305,1
40.6141,-74.0362,11209,1
40.6141,-74.0139,11228,8
40.6141,-74.0049,11228,1
40.6141,-73.9972,11204,2
40.6141,-73.9866,11204,1
40.6141,-73.9734,11230,1
40.6141,-73.9612,11230,2
40.6141,-73.9438,11234,1
40.6141,-73.9215,11234,2
40.6141,-73.9203,11234,1
40.6142,-74.1005,10301,1
40.6142,-74.0004,11214,2
40.6142,-73.9811,11204,1
40.6142,-73.9759,11204,3
40.6142,-73.9751,11204,1
40.6142,-73.9724,11230,1
40.6142,-73.9603,11230,8
40.6142,-73.9475,11229,1
40.6142,-73.9419,11234,1
40.6143,-74.0858,10304,8
40.6143,-74.0256,11209,1
40.6143,-74.0029,11214,1
40.6143,-73.9791,11204,9
40.6143,-73.9352,11234,1
40.6144,-74.1577,10314,1
40.6144,-74.0782,10304,2
40.6144,-74.0682,10305,1
40.6144,-74.0311,11209,1
40.6144,-74.0298,11209,2
40.6144,-74.0082,11228,3
40.6144,-73.9899,11204,4
40.6144,-73.9746,11204,2
40.6144,-73.9705,11230,3
40.6144,-73.9584,11230,3
40.6144,-73.9372,11234,1
40.6144,-73.9177,11234,1
40.6144,-73.90899999999998,11234,1
40.6145,-74.0374,11209,4
40.6145,-74.0336,11209,3
40.6145,-74.0099,11228,2
40.6145,-73.9916,11204,1
40.6145,-73.9879,11204,3
40.6145,-73.9808,11204,1
40.6145,-73.9771,11204,2
40.6145,-73.9574,11230,3
40.6145,-73.947,11229,4
40.6145,-73.9392,11234,1
40.6145,-73.9305,11234,2
40.6145,-73.9264,11234,2
40.6146,-74.0847,10304,10
40.6146,-74.0228,11228,3
40.6146,-74.0116,11228,1
40.6146,-74.0003,11214,3
40.6146,-73.9996,11214,2
40.6146,-73.9687,11230,1
40.6146,-73.9565,11230,4
40.6147,-74.1575,10314,1
40.6147,-74.0989,10301,1
40.6147,-74.0043,11228,2
40.6147,-74.0012,11214,1
40.6147,-73.9966,11204,1
40.6147,-73.9805,11204,2
40.6147,-73.9555,11230,3
40.6147,-73.9281,11234,1
40.6147,-73.923,11234,1
40.6147,-73.9225,11234,1
40.6147,-73.9194,11234,1
40.6147,-73.913,11234,2
40.6147,-73.8992,11234,1
40.6148,-74.1563,10314,3
40.6148,-74.1486,10314,1
40.6148,-74.1211,10314,1
40.6148,-74.1084,10301,1
40.6148,-74.083,10304,12
40.6148,-74.0294,11209,1
40.6148,-73.9831,11204,1
40.6148,-73.9768,11204,1
40.6148,-73.9543,11230,9
40.6148,-73.9514,11210,2
40.6148,-73.9466,11229,2
40.6148,-73.9344,11234,1
40.6148,-73.9221,11234,1
40.6148,-73.9082,11234,2
40.6148,-73.9044,11234,2
40.6149,-74.1202,10314,1
40.6149,-74.0851,10304,3
40.6149,-74.0646,10305,6
40.6149,-74.0362,11209,4
40.6149,-74.0234,11228,1
40.6149,-74.0077,11228,1
40.6149,-73.9945,11204,2
40.6149,-73.9893,11204,3
40.6149,-73.9658,11230,2
40.6149,-73.9364,11234,4
40.615,-74.1407,10314,1
40.615,-74.1371,10314,1
40.615,-74.0867,10304,1
40.615,-73.991,11204,1
40.615,-73.9509,11210,1
40.615,-73.9434,11234,1
40.615,-73.9385,11234,3
40.615,-73.9298,11234,4
40.6151,-74.1418,10314,1
40.6151,-74.1071,10301,1
40.6151,-74.098,10301,1
40.6151,-74.0748,10305,1
40.6151,-74.0347,11209,1
40.6151,-74.0057,11228,1
40.6151,-73.9981,11204,4
40.6151,-73.9926,11204,1
40.6151,-73.9874,11204,2
40.6151,-73.9819,11204,3
40.6151,-73.9462,11229,2
40.6151,-73.9404,11234,2
40.6151,-73.9188,11234,1
40.6152,-74.0894,10304,1
40.6152,-74.0846,10304,9
40.6152,-74.0663,10305,1
40.6152,-74.0377,11209,1
40.6152,-74.0127,11228,1
40.6152,-73.9837,11204,1
40.6152,-73.9742,11230,2
40.6152,-73.9639,11230,2
40.6152,-73.9016,11234,1
40.6153,-74.1401,10314,1
40.6153,-74.0995,10301,1
40.6153,-74.0699,10305,1
40.6153,-74.0303,11209,4
40.6153,-74.0008,11214,2
40.6153,-73.9992,11204,2
40.6153,-73.99600000000002,11204,1
40.6153,-73.9629,11230,1
40.6153,-73.9624,11230,1
40.6153,-73.9163,11234,4
40.6154,-74.1444,10314,2
40.6154,-74.1218,10314,1
40.6154,-74.0844,10304,7
40.6154,-74.0791,10304,1
40.6154,-74.0671,10305,1
40.6154,-74.0344,11209,1
40.6154,-74.0244,11228,1
40.6154,-74.0001,11214,3
40.6154,-73.9871,11204,1
40.6154,-73.9731,11230,3
40.6154,-73.9496,11210,1
40.6154,-73.9447,11229,2
40.6154,-73.9289,11234,3
40.6154,-73.9183,11234,5
40.6155,-74.1344,10314,1
40.6155,-74.1028,10301,1
40.6155,-74.0847,10304,4
40.6155,-74.0817,10304,69
40.6155,-74.0314,11209,1
40.6155,-74.0071,11228,3
40.6155,-73.9888,11204,2
40.6155,-73.9721,11230,2
40.6155,-73.9605,11230,1
40.6155,-73.9427,11234,2
40.6155,-73.9377,11234,1
40.6155,-73.9275,11234,1
40.6156,-74.1453,10314,1
40.6156,-74.1396,10314,1
40.6156,-74.0835,10304,4
40.6156,-74.0736,10305,1
40.6156,-74.0365,11209,2
40.6156,-74.0337,11209,1
40.6156,-73.992,11204,4
40.6156,-73.9796,11204,2
40.6156,-73.9477,11210,1
40.6156,-73.9397,11234,2
40.6156,-73.9265,11234,3
40.6156,-73.9255,11234,5
40.6157,-74.1637,10314,1
40.6157,-74.1275,10314,1
40.6157,-74.0876,10304,1
40.6157,-74.0844,10304,1
40.6157,-74.0839,10304,1
40.6157,-74.0351,11209,1
40.6157,-74.0312,11209,1
40.6157,-74.0104,11228,2
40.6157,-73.9813,11204,3
40.6157,-73.9759,11204,2
40.6157,-73.9703,11230,2
40.6157,-73.965,11230,2
40.6157,-73.9587,11230,2
40.6157,-73.9453,11229,2
40.6157,-73.9285,11234,2
40.6157,-73.9246,11234,3
40.6157,-73.9156,11234,3
40.6157,-73.9135,11234,1
40.6158,-74.1551,10314,1
40.6158,-74.1473,10314,2
40.6158,-74.0847,10304,1
40.6158,-74.0838,10304,1
40.6158,-74.0825,10304,1
40.6158,-74.0234,11228,1
40.6158,-74.0031,11228,1
40.6158,-73.9831,11204,1
40.6158,-73.9689,11230,6
40.6158,-73.9521,11210,2
40.6158,-73.9394,11234,1
40.6158,-73.935,11234,1
40.6158,-73.9307,11234,1
40.6159,-74.1482,10314,1
40.6159,-74.1369,10314,1
40.6159,-74.0649,10305,3
40.6159,-74.038,11209,1
40.6159,-74.0341,11209,1
40.6159,-73.9848,11204,2
40.6159,-73.9572,11230,2
40.6159,-73.9516,11210,1
40.6159,-73.937,11234,1
40.6159,-73.9217,11234,1
40.6159,-73.9207,11234,1
40.6159,-73.9006,11234,1
40.616,-74.1636,10314,1
40.616,-74.1319,10314,4
40.616,-74.0829,10304,1
40.616,-74.0675,10305,2
40.616,-74.0311,11209,6
40.616,-74.0155,11228,1
40.616,-73.9987,11204,1
40.616,-73.9972,11204,2
40.616,-73.9934,11204,3
40.616,-73.9882,11204,1
40.616,-73.9773,11204,1
40.616,-73.9756,11204,1
40.616,-73.9755,11204,2
40.616,-73.9563,11230,3
40.616,-73.9468,11210,4
40.616,-73.9198,11234,1
40.6161,-74.1641,10314,1
40.6161,-74.155,10314,1
40.6161,-74.1492,10314,1
40.6161,-74.1386,10314,1
40.6161,-74.1326,10314,2
40.6161,-74.0681,10305,1
40.6161,-74.0348,11209,1
40.6161,-74.0309,11209,2
40.6161,-74.0296,11209,1
40.6161,-74.0257,11228,3
40.6161,-74.0172,11228,2
40.6161,-74.0082,11228,1
40.6161,-74.0004,11204,3
40.6161,-73.9552,11230,3
40.6161,-73.9448,11229,2
40.6161,-73.9421,11234,3
40.6161,-73.9188,11234,2
40.6161,-73.9172,11234,1
40.6161,-73.9108,11234,1
40.6162,-74.1332,10314,1
40.6162,-74.104,10301,3
40.6162,-74.0859,10304,5
40.6162,-74.0848,10304,3
40.6162,-74.0832,10304,1
40.6162,-74.03399999999998,11209,2
40.6162,-74.0099,11228,2
40.6162,-73.9998,11204,3
40.6162,-73.9915,11204,1
40.6162,-73.9862,11204,2
40.6162,-73.9808,11204,1
40.6162,-73.9323,11234,1
40.6162,-73.9128,11234,1
40.6163,-74.1568,10314,1
40.6163,-74.1398,10314,1
40.6163,-74.102,10301,1
40.6163,-74.0281,11209,3
40.6163,-74.0243,11209,1
40.6163,-73.9969,11204,1
40.6163,-73.9665,11230,1
40.6163,-73.9616,11230,2
40.6163,-73.9299,11234,3
40.6163,-73.9148,11234,3
40.6163,-73.9042,11234,1
40.6164,-74.1568,10314,2
40.6164,-74.1403,10314,1
40.6164,-74.1035,10301,3
40.6164,-74.0794,10304,8
40.6164,-74.0742,10305,6
40.6164,-74.0732,10305,1
40.6164,-74.0255,11228,1
40.6164,-74.0079,11228,1
40.6164,-73.9948,11204,3
40.6164,-73.9788,11204,4
40.6164,-73.9744,11230,8
40.6164,-73.9413,11234,3
40.6164,-73.918,11234,1
40.6164,-73.9062,11234,1
40.6165,-74.0844,10304,1
40.6165,-74.0679,10305,1
40.6165,-74.0384,11209,1
40.6165,-74.0305,11209,1
40.6165,-74.0266,11209,1
40.6165,-73.9841,11204,3
40.6165,-73.9734,11230,1
40.6165,-73.9656,11230,1
40.6165,-73.9607,11230,2
40.6165,-73.9547,11230,1
40.6165,-73.9382,11234,1
40.6165,-73.929,11234,1
40.6165,-73.9281,11234,1
40.6166,-74.0323,11209,9
40.6166,-74.0059,11228,2
40.6166,-74.0005,11204,1
40.6166,-73.9997,11204,1
40.6166,-73.9966,11204,1
40.6166,-73.9928,11204,1
40.6166,-73.9876,11204,4
40.6166,-73.9822,11204,1
40.6166,-73.9767,11204,3
40.6166,-73.9728,11230,3
40.6166,-73.9588,11230,1
40.6166,-73.9503,11210,1
40.6166,-73.9403,11234,4
40.6166,-73.9316,11234,2
40.6166,-73.9303,11234,7
40.6166,-73.9266,11234,2
40.6166,-73.9169,11234,1
40.6167,-74.0783,10304,1
40.6167,-74.0166,11228,1
40.6167,-73.9785,11204,3
40.6167,-73.9723,11230,1
40.6167,-73.9719,11230,1
40.6167,-73.9498,11210,1
40.6167,-73.945,11210,3
40.6167,-73.9247,11234,1
40.6168,-74.1176,10314,1
40.6168,-74.0765,10304,1
40.6168,-74.029,11209,6
40.6168,-74.0264,11209,1
40.6168,-74.0039,11228,1
40.6168,-74.0,11228,1
40.6168,-73.9909,11204,2
40.6168,-73.9855,11204,3
40.6168,-73.9802,11204,3
40.6168,-73.9714,11230,1
40.6168,-73.9631,11230,2
40.6168,-73.914,11234,1
40.6168,-73.9035,11234,2
40.6169,-74.1447,10314,3
40.6169,-74.0868,10304,1
40.6169,-74.0831,10304,3
40.6169,-74.0386,11209,1
40.6169,-74.0372,11209,1
40.6169,-74.0337,11209,4
40.6169,-73.9699,11230,2
40.6169,-73.9355,11234,1
40.6169,-73.9223,11234,4
40.6169,-73.9218,11234,1
40.6169,-73.9054,11234,1
40.617,-74.1787,10303,1
40.617,-74.1643,10314,1
40.617,-74.1294,10314,1
40.617,-74.1236,10314,1
40.617,-74.104,10301,1
40.617,-74.0861,10304,1
40.617,-74.0822,10304,8
40.617,-74.0699,10305,1
40.617,-74.0314,11209,3
40.617,-74.0275,11209,2
40.617,-74.0249,11228,5
40.617,-74.0037,11228,1
40.617,-74.0019,11228,1
40.617,-73.9943,11204,1
40.617,-73.9836,11204,3
40.617,-73.9782,11204,4
40.617,-73.9637,11230,4
40.617,-73.947,11210,1
40.617,-73.9209,11234,1
40.6171,-74.1529,10314,1
40.6171,-74.0307,11209,5
40.6171,-74.0223,11228,3
40.6171,-73.957,11230,3
40.6171,-73.9465,11210,1
40.6171,-73.9437,11234,1
40.6171,-73.9395,11234,1
40.6171,-73.9194,11234,1
40.6171,-73.9185,11234,1
40.6171,-73.9113,11234,1
40.6171,-73.9008,11234,1
