,year,job_type,zipcode,LATITUDE,LONGITUDE,num_permits
530299,2016,A1,10004.0,40.706493,-74.012725,1
530300,2016,A1,10005.0,40.704503,-74.00838900000002,3
530301,2016,A1,10005.0,40.704638,-74.006694,3
530302,2016,A1,10005.0,40.705,-74.00715600000002,4
530303,2016,A1,10005.0,40.705324,-74.008873,1
530304,2016,A1,10005.0,40.705486,-74.007874,2
530305,2016,A1,10005.0,40.705634,-74.009378,1
530306,2016,A1,10005.0,40.706191,-74.009165,1
530307,2016,A1,10005.0,40.706315,-74.00789499999998,4
530308,2016,A1,10006.0,40.707731,-74.013706,3
530309,2016,A1,10006.0,40.708082,-74.01444599999998,3
530310,2016,A1,10006.0,40.708142,-74.013526,1
530311,2016,A1,10006.0,40.708356,-74.014814,3
530312,2016,A1,10006.0,40.709646,-74.014875,1
530313,2016,A1,10006.0,40.710009,-74.01476,2
530314,2016,A1,10007.0,40.710536,-74.009378,1
530315,2016,A1,10007.0,40.712353,-74.008892,4
530316,2016,A1,10007.0,40.712633,-74.00791,4
530317,2016,A1,10007.0,40.713001,-74.004181,3
530318,2016,A1,10007.0,40.713265,-74.007063,1
530319,2016,A1,10007.0,40.713767,-74.005429,3
530320,2016,A1,10007.0,40.71381,-74.013715,4
530321,2016,A1,10007.0,40.713827,-74.00722900000002,1
530322,2016,A1,10007.0,40.713893,-74.007366,6
530323,2016,A1,10007.0,40.713932,-74.007492,3
530324,2016,A1,10007.0,40.714445,-74.008589,1
530325,2016,A1,10007.0,40.71445,-74.011475,1
530326,2016,A1,10007.0,40.714694,-74.01082199999998,1
530327,2016,A1,10007.0,40.714744,-74.007564,2
530328,2016,A1,10007.0,40.71503,-74.006637,1
530329,2016,A1,10007.0,40.71504,-74.008207,2
530330,2016,A1,10007.0,40.715049,-74.008185,2
530331,2016,A1,10007.0,40.715227,-74.00707,1
530332,2016,A1,10007.0,40.715243,-74.010313,4
530333,2016,A1,10007.0,40.71526,-74.01039300000002,2
530334,2016,A1,10007.0,40.715276,-74.008726,2
530335,2016,A1,10007.0,40.715587,-74.006212,1
530336,2016,A1,10007.0,40.715589,-74.00916600000002,4
530337,2016,A1,10007.0,40.715842,-74.004917,2
530338,2016,A1,10007.0,40.716095,-74.005736,3
530339,2016,A1,10009.0,40.720797,-73.978153,1
530340,2016,A1,10009.0,40.721328,-73.98182800000002,1
530341,2016,A1,10009.0,40.721811,-73.982968,1
530342,2016,A1,10009.0,40.722551,-73.979963,1
530343,2016,A1,10009.0,40.723447,-73.988286,1
530344,2016,A1,10009.0,40.723649,-73.977812,1
530345,2016,A1,10009.0,40.724138,-73.98076,2
530346,2016,A1,10009.0,40.724272,-73.979331,2
530347,2016,A1,10009.0,40.7245,-73.977982,3
530348,2016,A1,10009.0,40.724624,-73.983819,1
530349,2016,A1,10009.0,40.724986,-73.978187,2
530350,2016,A1,10009.0,40.725016,-73.979201,1
530351,2016,A1,10009.0,40.725046,-73.978169,5
530352,2016,A1,10009.0,40.72522,-73.98338199999998,1
530353,2016,A1,10009.0,40.726093,-73.985417,1
530354,2016,A1,10009.0,40.726134,-73.985514,3
530355,2016,A1,10009.0,40.726173,-73.985608,3
530356,2016,A1,10009.0,40.72620300000001,-73.974189,1
530357,2016,A1,10009.0,40.726325,-73.978587,1
530358,2016,A1,10009.0,40.726405,-73.978778,3
530359,2016,A1,10009.0,40.72657,-73.98011,4
530360,2016,A1,10009.0,40.727168,-73.978735,1
530361,2016,A1,10009.0,40.727854,-73.97609399999997,1
530362,2016,A1,10009.0,40.728006,-73.984471,1
530363,2016,A1,10009.0,40.728261,-73.984785,3
530364,2016,A1,10009.0,40.728291,-73.98191700000002,1
530365,2016,A1,10009.0,40.728807,-73.980639,2
530366,2016,A1,10009.0,40.728919,-73.980903,2
530367,2016,A1,10009.0,40.729166,-73.97955300000002,1
530368,2016,A1,10009.0,40.729317,-73.97991,4
530369,2016,A1,10009.0,40.729328,-73.979939,2
530370,2016,A1,10009.0,40.731862,-73.982042,1
530371,2016,A1,10010.0,40.736451,-73.978732,2
530372,2016,A1,10010.0,40.737228,-73.983307,3
530373,2016,A1,10010.0,40.738315,-73.98561600000002,1
530374,2016,A1,10010.0,40.738461,-73.985515,1
530375,2016,A1,10010.0,40.738606,-73.98465999999998,2
530376,2016,A1,10010.0,40.73908400000001,-73.98295300000002,1
530377,2016,A1,10010.0,40.739391,-73.986933,2
530378,2016,A1,10010.0,40.739405,-73.984808,1
530379,2016,A1,10010.0,40.739644,-73.989654,1
530380,2016,A1,10010.0,40.739655,-73.989102,1
530381,2016,A1,10010.0,40.739699,-73.98459100000002,1
530382,2016,A1,10010.0,40.739811,-73.982451,1
530383,2016,A1,10010.0,40.739921,-73.98656899999997,1
530384,2016,A1,10010.0,40.740006,-73.98650699999997,1
530385,2016,A1,10010.0,40.740028,-73.983949,8
530386,2016,A1,10010.0,40.740199,-73.98848100000002,1
530387,2016,A1,10010.0,40.74035,-73.990441,1
530388,2016,A1,10010.0,40.740418,-73.989427,1
530389,2016,A1,10010.0,40.740495,-73.990336,1
530390,2016,A1,10010.0,40.740558,-73.991238,1
530391,2016,A1,10010.0,40.740695,-73.987586,3
530392,2016,A1,10010.0,40.740737,-73.99166,2
530393,2016,A1,10010.0,40.740902,-73.992003,1
530394,2016,A1,10010.0,40.740976,-73.992223,2
530395,2016,A1,10010.0,40.74097800000001,-73.992187,3
530396,2016,A1,10010.0,40.74114,-73.98465999999998,1
530397,2016,A1,10010.0,40.741184,-73.98562700000002,2
530398,2016,A1,10010.0,40.741481,-73.993826,1
530399,2016,A1,10010.0,40.741588,-73.991776,3
530400,2016,A1,10010.0,40.741617,-73.987449,3
530401,2016,A1,10010.0,40.741925,-73.990487,1
530402,2016,A1,10010.0,40.742123,-73.99096,1
530403,2016,A1,10010.0,40.74217,-73.99102099999998,1
530404,2016,A1,10010.0,40.742616,-73.986698,4
530405,2016,A1,10010.0,40.74263300000001,-73.990094,4
530406,2016,A1,10010.0,40.742696,-73.99024200000002,2
530407,2016,A1,10010.0,40.742743,-73.989213,3
530408,2016,A1,10010.0,40.742916,-73.98918499999998,1
530409,2016,A1,10010.0,40.743023,-73.986402,3
530410,2016,A1,10010.0,40.743039,-73.988495,1
530411,2016,A1,10010.0,40.743168,-73.988405,1
530412,2016,A1,10010.0,40.743232,-73.988362,2
530413,2016,A1,10010.0,40.743451,-73.990162,2
530414,2016,A1,10010.0,40.743643,-73.990567,1
530415,2016,A1,10010.0,40.744003,-73.98948,1
530416,2016,A1,10011.0,40.731408,-73.999307,1
530417,2016,A1,10011.0,40.73203400000001,-73.999913,1
530418,2016,A1,10011.0,40.732566,-73.998153,2
530419,2016,A1,10011.0,40.732689,-73.997355,1
530420,2016,A1,10011.0,40.733011,-73.995811,2
530421,2016,A1,10011.0,40.733181,-73.996688,2
530422,2016,A1,10011.0,40.733227,-73.99683900000002,1
530423,2016,A1,10011.0,40.733606,-73.997745,1
530424,2016,A1,10011.0,40.733966,-73.996778,2
530425,2016,A1,10011.0,40.733974,-73.996753,2
530426,2016,A1,10011.0,40.733993,-73.996799,1
530427,2016,A1,10011.0,40.734012,-73.996843,1
530428,2016,A1,10011.0,40.734633,-73.996449,1
530429,2016,A1,10011.0,40.734803,-73.9969,3
530430,2016,A1,10011.0,40.734937,-73.998593,3
530431,2016,A1,10011.0,40.735072,-74.000198,2
530432,2016,A1,10011.0,40.735624,-73.998813,1
530433,2016,A1,10011.0,40.736354,-73.993379,1
530434,2016,A1,10011.0,40.737084,-73.994075,1
530435,2016,A1,10011.0,40.737163,-73.994263,1
530436,2016,A1,10011.0,40.737301,-73.998816,1
530437,2016,A1,10011.0,40.73732800000001,-74.000585,1
530438,2016,A1,10011.0,40.737561,-73.993176,1
530439,2016,A1,10011.0,40.737616,-73.997424,1
530440,2016,A1,10011.0,40.737745,-73.99365999999998,1
530441,2016,A1,10011.0,40.738012,-74.001952,2
530442,2016,A1,10011.0,40.73819,-74.00097099999998,1
530443,2016,A1,10011.0,40.738231,-73.99299599999998,1
530444,2016,A1,10011.0,40.738338,-73.99193100000002,1
530445,2016,A1,10011.0,40.738429,-73.993465,2
530446,2016,A1,10011.0,40.738585,-73.99384,2
530447,2016,A1,10011.0,40.738591,-74.001869,1
530448,2016,A1,10011.0,40.738775,-74.00018399999998,1
530449,2016,A1,10011.0,40.738851,-73.992599,4
530450,2016,A1,10011.0,40.739082,-73.996835,1
530451,2016,A1,10011.0,40.739098,-74.000956,1
530452,2016,A1,10011.0,40.739178,-73.9955,1
530453,2016,A1,10011.0,40.739524,-73.996027,1
530454,2016,A1,10011.0,40.739587,-73.992541,2
530455,2016,A1,10011.0,40.739628,-73.99263499999998,1
530456,2016,A1,10011.0,40.739768,-73.996648,2
530457,2016,A1,10011.0,40.74024,-73.999538,2
530458,2016,A1,10011.0,40.740254,-73.995976,1
530459,2016,A1,10011.0,40.740323,-73.996139,2
530460,2016,A1,10011.0,40.740605,-73.998174,1
530461,2016,A1,10011.0,40.740828,-73.999112,4
530462,2016,A1,10011.0,40.740904,-73.995666,1
530463,2016,A1,10011.0,40.740935,-74.003204,1
530464,2016,A1,10011.0,40.741034,-73.999599,1
530465,2016,A1,10011.0,40.741311,-73.99844499999998,1
530466,2016,A1,10011.0,40.74142,-74.005009,3
530467,2016,A1,10011.0,40.741687,-73.999336,4
