Zip Code,Filing Year,Job Type,Count
10065,2014,NB,3
10065,2015,A1,18
10065,2015,A2,662
10065,2015,DM,3
10065,2015,NB,3
10065,2016,A1,23
10065,2016,A2,576
10065,2016,DM,0
10065,2016,NB,3
10065,2017,A1,9
10065,2017,A2,502
10065,2017,DM,0
10065,2017,NB,0
10065,1989,A1,0
10065,1989,A2,0
10065,1989,DM,0
10065,1989,NB,0
10075,1990,A1,7
10075,1990,A2,91
10075,1990,DM,2
10075,1990,NB,0
10075,1991,A1,7
10075,1991,A2,123
10075,1991,DM,0
10075,1991,NB,0
10075,1992,A1,20
10075,1992,A2,140
10075,1992,DM,0
10075,1992,NB,0
10075,1993,A1,17
10075,1993,A2,165
10075,1993,DM,0
10075,1993,NB,0
10075,1994,A1,13
10075,1994,A2,197
10075,1994,DM,0
10075,1994,NB,0
10075,1995,A1,19
10075,1995,A2,178
10075,1995,DM,0
10075,1995,NB,0
10075,1996,A1,23
10075,1996,A2,182
10075,1996,DM,0
10075,1996,NB,0
10075,1997,A1,45
10075,1997,A2,227
10075,1997,DM,0
10075,1997,NB,0
10075,1998,A1,13
10075,1998,A2,250
10075,1998,DM,5
10075,1998,NB,3
10075,1999,A1,14
10075,1999,A2,234
10075,1999,DM,5
10075,1999,NB,1
10075,2000,A1,14
10075,2000,A2,227
10075,2000,DM,0
10075,2000,NB,0
10075,2001,A1,10
10075,2001,A2,239
10075,2001,DM,1
10075,2001,NB,0
10075,2002,A1,13
10075,2002,A2,244
10075,2002,DM,0
10075,2002,NB,0
10075,2003,A1,13
10075,2003,A2,234
10075,2003,DM,2
10075,2003,NB,1
10075,2004,A1,14
10075,2004,A2,306
10075,2004,DM,0
10075,2004,NB,1
10075,2005,A1,13
10075,2005,A2,323
10075,2005,DM,2
10075,2005,NB,1
10075,2006,A1,8
10075,2006,A2,263
10075,2006,DM,2
10075,2006,NB,1
10075,2007,A1,21
10075,2007,A2,306
10075,2007,DM,4
10075,2007,NB,0
10075,2008,A1,13
10075,2008,A2,291
10075,2008,DM,7
10075,2008,NB,2
10075,2009,A1,5
10075,2009,A2,222
10075,2009,DM,0
10075,2009,NB,0
10075,2010,A1,9
10075,2010,A2,256
10075,2010,DM,0
10075,2010,NB,0
10075,2011,A1,8
10075,2011,A2,278
10075,2011,DM,4
10075,2011,NB,1
10075,2012,A1,10
10075,2012,A2,302
10075,2012,DM,0
10075,2012,NB,1
10075,2013,A1,6
10075,2013,A2,330
10075,2013,DM,5
10075,2013,NB,1
10075,2014,A1,5
10075,2014,A2,359
10075,2014,DM,1
10075,2014,NB,2
10075,2015,A1,6
10075,2015,A2,323
10075,2015,DM,3
10075,2015,NB,0
10075,2016,A1,11
10075,2016,A2,299
10075,2016,DM,5
10075,2016,NB,1
10075,2017,A1,2
10075,2017,A2,256
10075,2017,DM,1
10075,2017,NB,0
10075,1989,A1,0
10075,1989,A2,0
10075,1989,DM,0
10075,1989,NB,0
10128,1990,A1,14
10128,1990,A2,117
10128,1990,DM,4
10128,1990,NB,0
10128,1991,A1,22
10128,1991,A2,172
10128,1991,DM,1
10128,1991,NB,0
10128,1992,A1,25
10128,1992,A2,239
10128,1992,DM,0
10128,1992,NB,1
10128,1993,A1,27
10128,1993,A2,225
10128,1993,DM,1
10128,1993,NB,0
10128,1994,A1,42
10128,1994,A2,285
10128,1994,DM,0
10128,1994,NB,0
10128,1995,A1,37
10128,1995,A2,247
10128,1995,DM,0
10128,1995,NB,0
10128,1996,A1,42
10128,1996,A2,321
10128,1996,DM,0
10128,1996,NB,2
10128,1997,A1,44
10128,1997,A2,293
10128,1997,DM,1
10128,1997,NB,0
10128,1998,A1,24
10128,1998,A2,344
10128,1998,DM,2
10128,1998,NB,2
10128,1999,A1,20
10128,1999,A2,380
10128,1999,DM,2
10128,1999,NB,1
10128,2000,A1,23
10128,2000,A2,416
10128,2000,DM,2
10128,2000,NB,1
10128,2001,A1,21
10128,2001,A2,402
10128,2001,DM,3
10128,2001,NB,2
10128,2002,A1,25
10128,2002,A2,394
10128,2002,DM,4
10128,2002,NB,3
10128,2003,A1,16
10128,2003,A2,422
10128,2003,DM,2
10128,2003,NB,1
10128,2004,A1,18
10128,2004,A2,386
10128,2004,DM,1
10128,2004,NB,2
10128,2005,A1,30
10128,2005,A2,460
10128,2005,DM,3
10128,2005,NB,3
10128,2006,A1,25
10128,2006,A2,452
10128,2006,DM,3
10128,2006,NB,1
10128,2007,A1,29
10128,2007,A2,470
10128,2007,DM,4
10128,2007,NB,3
10128,2008,A1,18
10128,2008,A2,444
10128,2008,DM,1
10128,2008,NB,2
10128,2009,A1,14
10128,2009,A2,393
10128,2009,DM,0
10128,2009,NB,1
10128,2010,A1,11
10128,2010,A2,427
10128,2010,DM,1
10128,2010,NB,0
10128,2011,A1,17
10128,2011,A2,497
10128,2011,DM,2
10128,2011,NB,1
10128,2012,A1,20
10128,2012,A2,535
10128,2012,DM,0
10128,2012,NB,1
10128,2013,A1,14
10128,2013,A2,575
10128,2013,DM,2
10128,2013,NB,1
10128,2014,A1,18
10128,2014,A2,512
10128,2014,DM,14
10128,2014,NB,1
10128,2015,A1,12
10128,2015,A2,603
10128,2015,DM,3
10128,2015,NB,3
10128,2016,A1,20
10128,2016,A2,544
10128,2016,DM,0
10128,2016,NB,3
10128,2017,A1,12
10128,2017,A2,440
10128,2017,DM,7
10128,2017,NB,1
10128,1989,A1,0
10128,1989,A2,0
10128,1989,DM,0
10128,1989,NB,0
10280,1990,A1,2
10280,1990,A2,14
10280,1990,DM,0
10280,1990,NB,0
10280,1991,A1,0
10280,1991,A2,30
10280,1991,DM,0
10280,1991,NB,0
10280,1992,A1,2
10280,1992,A2,46
10280,1992,DM,0
10280,1992,NB,0
10280,1993,A1,3
10280,1993,A2,29
10280,1993,DM,0
10280,1993,NB,0
10280,1994,A1,2
10280,1994,A2,61
10280,1994,DM,0
10280,1994,NB,0
10280,1995,A1,6
10280,1995,A2,45
10280,1995,DM,0
10280,1995,NB,1
10280,1996,A1,2
10280,1996,A2,26
10280,1996,DM,0
10280,1996,NB,0
10280,1997,A1,1
10280,1997,A2,32
10280,1997,DM,0
10280,1997,NB,1
10280,1998,A1,3
10280,1998,A2,69
10280,1998,DM,0
10280,1998,NB,2
10280,1999,A1,4
10280,1999,A2,55
10280,1999,DM,0
10280,1999,NB,1
10280,2000,A1,1
10280,2000,A2,50
10280,2000,DM,0
10280,2000,NB,0
10280,2001,A1,0
10280,2001,A2,51
10280,2001,DM,0
10280,2001,NB,0
10280,2002,A1,1
10280,2002,A2,54
10280,2002,DM,0
10280,2002,NB,0
10280,2003,A1,1
10280,2003,A2,64
10280,2003,DM,0
10280,2003,NB,0
10280,2004,A1,2
10280,2004,A2,46
10280,2004,DM,1
10280,2004,NB,0
10280,2005,A1,0
10280,2005,A2,47
10280,2005,DM,0
10280,2005,NB,0
10280,2006,A1,0
10280,2006,A2,30
10280,2006,DM,0
10280,2006,NB,1
10280,2007,A1,1
10280,2007,A2,65
10280,2007,DM,0
10280,2007,NB,0
10280,2008,A1,1
10280,2008,A2,44
10280,2008,DM,1
10280,2008,NB,1
10280,2009,A1,0
10280,2009,A2,34
10280,2009,DM,0
10280,2009,NB,0
10280,2010,A1,0
10280,2010,A2,44
10280,2010,DM,0
10280,2010,NB,0
10280,2011,A1,1
10280,2011,A2,40
10280,2011,DM,0
10280,2011,NB,0
10280,2012,A1,3
10280,2012,A2,43
10280,2012,DM,0
10280,2012,NB,0
10280,2013,A1,1
10280,2013,A2,74
10280,2013,DM,0
10280,2013,NB,0
10280,2014,A1,2
10280,2014,A2,128
10280,2014,DM,0
10280,2014,NB,0
10280,2015,A1,2
10280,2015,A2,105
10280,2015,DM,0
10280,2015,NB,0
10280,2016,A1,2
10280,2016,A2,59
10280,2016,DM,0
10280,2016,NB,1
10280,2017,A1,1
10280,2017,A2,60
10280,2017,DM,0
10280,2017,NB,0
10280,1989,A1,0
10280,1989,A2,0
10280,1989,DM,0
10280,1989,NB,0
10301,1990,A1,0
10301,1990,A2,0
10301,1990,DM,0
10301,1990,NB,0
10301,1991,A1,5
10301,1991,A2,32
10301,1991,DM,0
10301,1991,NB,1
10301,1992,A1,13
10301,1992,A2,35
10301,1992,DM,5
10301,1992,NB,7
10301,1993,A1,11
10301,1993,A2,47
10301,1993,DM,5
10301,1993,NB,52
10301,1994,A1,17
10301,1994,A2,71
10301,1994,DM,4
10301,1994,NB,10
10301,1995,A1,17
10301,1995,A2,70
10301,1995,DM,2
10301,1995,NB,21
10301,1996,A1,21
10301,1996,A2,49
10301,1996,DM,2
10301,1996,NB,59
10301,1997,A1,36
10301,1997,A2,50
10301,1997,DM,5
10301,1997,NB,47
10301,1998,A1,12
10301,1998,A2,81
10301,1998,DM,5
10301,1998,NB,34
10301,1999,A1,28
10301,1999,A2,99
10301,1999,DM,4
10301,1999,NB,56
10301,2000,A1,33
10301,2000,A2,96
10301,2000,DM,6
10301,2000,NB,60
10301,2001,A1,29
10301,2001,A2,133
10301,2001,DM,4
10301,2001,NB,54
10301,2002,A1,38
10301,2002,A2,110
10301,2002,DM,10
10301,2002,NB,26
10301,2003,A1,42
10301,2003,A2,117
10301,2003,DM,19
10301,2003,NB,91
10301,2004,A1,35
10301,2004,A2,141
10301,2004,DM,26
10301,2004,NB,47
10301,2005,A1,40
10301,2005,A2,120
10301,2005,DM,23
10301,2005,NB,53
10301,2006,A1,40
10301,2006,A2,127
10301,2006,DM,25
10301,2006,NB,42
10301,2007,A1,27
10301,2007,A2,127
10301,2007,DM,19
10301,2007,NB,16
10301,2008,A1,17
10301,2008,A2,118
10301,2008,DM,18
10301,2008,NB,39
10301,2009,A1,27
10301,2009,A2,130
10301,2009,DM,16
10301,2009,NB,23
10301,2010,A1,11
10301,2010,A2,119
10301,2010,DM,8
10301,2010,NB,17
10301,2011,A1,20
10301,2011,A2,132
10301,2011,DM,5
10301,2011,NB,15
10301,2012,A1,10
10301,2012,A2,100
10301,2012,DM,6
10301,2012,NB,25
10301,2013,A1,3
10301,2013,A2,135
10301,2013,DM,11
10301,2013,NB,20
10301,2014,A1,21
10301,2014,A2,160
10301,2014,DM,15
10301,2014,NB,19
10301,2015,A1,19
10301,2015,A2,164
10301,2015,DM,10
10301,2015,NB,34
10301,2016,A1,18
10301,2016,A2,190
10301,2016,DM,10
10301,2016,NB,42
10301,2017,A1,15
10301,2017,A2,172
10301,2017,DM,10
10301,2017,NB,17
10301,1989,A1,0
10301,1989,A2,0
10301,1989,DM,0
10301,1989,NB,0
10302,1990,A1,0
10302,1990,A2,0
10302,1990,DM,0
10302,1990,NB,0
10302,1991,A1,2
10302,1991,A2,12
10302,1991,DM,0
10302,1991,NB,0
10302,1992,A1,3
10302,1992,A2,22
10302,1992,DM,4
10302,1992,NB,9
10302,1993,A1,9
10302,1993,A2,37
10302,1993,DM,2
10302,1993,NB,1
10302,1994,A1,3
10302,1994,A2,35
10302,1994,DM,3
10302,1994,NB,2
10302,1995,A1,6
10302,1995,A2,34
10302,1995,DM,7
10302,1995,NB,1
10302,1996,A1,11
10302,1996,A2,26
10302,1996,DM,7
10302,1996,NB,20
10302,1997,A1,9
10302,1997,A2,20
10302,1997,DM,4
10302,1997,NB,38
10302,1998,A1,7
10302,1998,A2,35
10302,1998,DM,3
10302,1998,NB,11
10302,1999,A1,13
10302,1999,A2,31
10302,1999,DM,5
10302,1999,NB,28
10302,2000,A1,12
10302,2000,A2,31
10302,2000,DM,6
10302,2000,NB,50
10302,2001,A1,14
10302,2001,A2,39
10302,2001,DM,20
10302,2001,NB,58
10302,2002,A1,14
10302,2002,A2,57
10302,2002,DM,22
10302,2002,NB,20
10302,2003,A1,20
10302,2003,A2,65
10302,2003,DM,18
10302,2003,NB,113
10302,2004,A1,23
10302,2004,A2,61
10302,2004,DM,23
10302,2004,NB,41
10302,2005,A1,23
10302,2005,A2,81
10302,2005,DM,20
10302,2005,NB,36
10302,2006,A1,14
10302,2006,A2,64
10302,2006,DM,10
10302,2006,NB,30
10302,2007,A1,24
10302,2007,A2,60
10302,2007,DM,6
10302,2007,NB,18
10302,2008,A1,9
10302,2008,A2,40
10302,2008,DM,5
10302,2008,NB,10
10302,2009,A1,4
10302,2009,A2,66
10302,2009,DM,8
10302,2009,NB,1
10302,2010,A1,9
10302,2010,A2,57
10302,2010,DM,8
10302,2010,NB,9
10302,2011,A1,5
10302,2011,A2,55
10302,2011,DM,3
10302,2011,NB,0
10302,2012,A1,8
10302,2012,A2,58
10302,2012,DM,3
10302,2012,NB,4
10302,2013,A1,5
10302,2013,A2,49
10302,2013,DM,6
10302,2013,NB,23
10302,2014,A1,9
10302,2014,A2,96
10302,2014,DM,5
10302,2014,NB,33
10302,2015,A1,11
10302,2015,A2,85
10302,2015,DM,6
10302,2015,NB,12
10302,2016,A1,6
10302,2016,A2,108
10302,2016,DM,8
10302,2016,NB,10
10302,2017,A1,8
10302,2017,A2,107
10302,2017,DM,8
10302,2017,NB,39
10302,1989,A1,0
10302,1989,A2,0
10302,1989,DM,0
10302,1989,NB,0
10303,1990,A1,0
10303,1990,A2,0
10303,1990,DM,0
10303,1990,NB,0
10303,1991,A1,2
10303,1991,A2,50
10303,1991,DM,55
10303,1991,NB,0
10303,1992,A1,7
10303,1992,A2,19
10303,1992,DM,6
10303,1992,NB,3
10303,1993,A1,6
10303,1993,A2,32
10303,1993,DM,7
10303,1993,NB,20
10303,1994,A1,7
10303,1994,A2,46
10303,1994,DM,4
10303,1994,NB,18
10303,1995,A1,8
10303,1995,A2,22
10303,1995,DM,4
10303,1995,NB,42
10303,1996,A1,5
10303,1996,A2,15
10303,1996,DM,6
10303,1996,NB,9
10303,1997,A1,9
10303,1997,A2,22
10303,1997,DM,0
10303,1997,NB,33
10303,1998,A1,5
10303,1998,A2,36
10303,1998,DM,3
10303,1998,NB,104
10303,1999,A1,8
10303,1999,A2,32
10303,1999,DM,11
10303,1999,NB,140
10303,2000,A1,44
10303,2000,A2,33
10303,2000,DM,10
10303,2000,NB,111
10303,2001,A1,12
10303,2001,A2,42
10303,2001,DM,12
10303,2001,NB,120
10303,2002,A1,9
10303,2002,A2,67
10303,2002,DM,45
10303,2002,NB,67
10303,2003,A1,11
10303,2003,A2,71
10303,2003,DM,57
10303,2003,NB,244
10303,2004,A1,9
10303,2004,A2,79
10303,2004,DM,34
10303,2004,NB,157
10303,2005,A1,14
10303,2005,A2,91
10303,2005,DM,29
10303,2005,NB,84
10303,2006,A1,16
10303,2006,A2,57
10303,2006,DM,28
10303,2006,NB,39
10303,2007,A1,14
10303,2007,A2,66
10303,2007,DM,14
10303,2007,NB,79
10303,2008,A1,12
10303,2008,A2,47
10303,2008,DM,18
10303,2008,NB,20
10303,2009,A1,11
10303,2009,A2,80
10303,2009,DM,1
10303,2009,NB,23
10303,2010,A1,9
10303,2010,A2,47
10303,2010,DM,13
10303,2010,NB,18
10303,2011,A1,3
10303,2011,A2,46
10303,2011,DM,1
10303,2011,NB,4
10303,2012,A1,11
10303,2012,A2,27
10303,2012,DM,7
10303,2012,NB,9
10303,2013,A1,18
10303,2013,A2,43
10303,2013,DM,2
10303,2013,NB,8
10303,2014,A1,8
10303,2014,A2,70
10303,2014,DM,8
10303,2014,NB,21
10303,2015,A1,5
10303,2015,A2,101
10303,2015,DM,4
10303,2015,NB,15
10303,2016,A1,7
10303,2016,A2,99
10303,2016,DM,8
10303,2016,NB,17
10303,2017,A1,9
10303,2017,A2,120
10303,2017,DM,17
10303,2017,NB,22
10303,1989,A1,0
10303,1989,A2,0
10303,1989,DM,0
10303,1989,NB,0
10304,1990,A1,0
10304,1990,A2,0
10304,1990,DM,0
10304,1990,NB,0
10304,1991,A1,5
10304,1991,A2,22
10304,1991,DM,7
10304,1991,NB,5
10304,1992,A1,19
10304,1992,A2,47
10304,1992,DM,7
10304,1992,NB,8
10304,1993,A1,22
10304,1993,A2,63
10304,1993,DM,13
10304,1993,NB,6
10304,1994,A1,20
10304,1994,A2,50
10304,1994,DM,7
10304,1994,NB,18
10304,1995,A1,39
10304,1995,A2,58
10304,1995,DM,12
10304,1995,NB,38
10304,1996,A1,34
10304,1996,A2,50
10304,1996,DM,14
10304,1996,NB,46
10304,1997,A1,36
10304,1997,A2,61
10304,1997,DM,5
10304,1997,NB,87
10304,1998,A1,36
10304,1998,A2,59
10304,1998,DM,12
10304,1998,NB,70
10304,1999,A1,43
10304,1999,A2,89
10304,1999,DM,7
10304,1999,NB,127
10304,2000,A1,43
10304,2000,A2,70
10304,2000,DM,14
10304,2000,NB,57
10304,2001,A1,33
10304,2001,A2,61
10304,2001,DM,14
10304,2001,NB,267
10304,2002,A1,45
10304,2002,A2,98
10304,2002,DM,29
10304,2002,NB,250
10304,2003,A1,49
10304,2003,A2,138
10304,2003,DM,26
10304,2003,NB,220
10304,2004,A1,67
10304,2004,A2,126
10304,2004,DM,59
10304,2004,NB,93
10304,2005,A1,40
10304,2005,A2,104
10304,2005,DM,23
10304,2005,NB,118
10304,2006,A1,40
10304,2006,A2,106
10304,2006,DM,23
10304,2006,NB,43
10304,2007,A1,36
10304,2007,A2,83
10304,2007,DM,20
10304,2007,NB,34
10304,2008,A1,24
10304,2008,A2,112
10304,2008,DM,12
10304,2008,NB,34
10304,2009,A1,39
10304,2009,A2,92
10304,2009,DM,12
10304,2009,NB,38
10304,2010,A1,14
10304,2010,A2,99
10304,2010,DM,12
10304,2010,NB,28
10304,2011,A1,20
10304,2011,A2,133
10304,2011,DM,12
10304,2011,NB,19
10304,2012,A1,23
10304,2012,A2,117
10304,2012,DM,6
10304,2012,NB,16
10304,2013,A1,16
10304,2013,A2,139
10304,2013,DM,19
10304,2013,NB,31
10304,2014,A1,21
10304,2014,A2,149
10304,2014,DM,15
10304,2014,NB,63
10304,2015,A1,18
10304,2015,A2,167
10304,2015,DM,17
10304,2015,NB,67
10304,2016,A1,38
10304,2016,A2,173
10304,2016,DM,19
10304,2016,NB,47
10304,2017,A1,21
10304,2017,A2,215
10304,2017,DM,17
10304,2017,NB,31
10304,1989,A1,0
10304,1989,A2,0
10304,1989,DM,0
10304,1989,NB,0
10305,1990,A1,0
10305,1990,A2,0
10305,1990,DM,0
10305,1990,NB,0
10305,1991,A1,2
10305,1991,A2,39
10305,1991,DM,3
10305,1991,NB,4
10305,1992,A1,23
10305,1992,A2,40
10305,1992,DM,13
10305,1992,NB,21
10305,1993,A1,21
10305,1993,A2,59
10305,1993,DM,14
10305,1993,NB,61
10305,1994,A1,16
10305,1994,A2,65
10305,1994,DM,8
10305,1994,NB,72
10305,1995,A1,28
10305,1995,A2,81
10305,1995,DM,13
10305,1995,NB,79
10305,1996,A1,28
10305,1996,A2,40
10305,1996,DM,7
10305,1996,NB,123
10305,1997,A1,32
10305,1997,A2,36
10305,1997,DM,29
10305,1997,NB,226
10305,1998,A1,27
10305,1998,A2,50
10305,1998,DM,25
10305,1998,NB,151
10305,1999,A1,27
10305,1999,A2,69
10305,1999,DM,26
10305,1999,NB,218
10305,2000,A1,35
10305,2000,A2,91
10305,2000,DM,36
10305,2000,NB,331
10305,2001,A1,61
10305,2001,A2,203
10305,2001,DM,32
10305,2001,NB,145
10305,2002,A1,46
10305,2002,A2,129
10305,2002,DM,68
10305,2002,NB,176
10305,2003,A1,42
10305,2003,A2,139
10305,2003,DM,78
10305,2003,NB,235
10305,2004,A1,68
10305,2004,A2,130
10305,2004,DM,50
10305,2004,NB,108
10305,2005,A1,58
10305,2005,A2,158
10305,2005,DM,59
10305,2005,NB,165
10305,2006,A1,46
10305,2006,A2,84
10305,2006,DM,50
10305,2006,NB,113
10305,2007,A1,37
10305,2007,A2,93
10305,2007,DM,42
10305,2007,NB,92
10305,2008,A1,37
10305,2008,A2,100
10305,2008,DM,41
10305,2008,NB,44
10305,2009,A1,16
10305,2009,A2,97
10305,2009,DM,26
10305,2009,NB,53
10305,2010,A1,18
10305,2010,A2,100
10305,2010,DM,11
10305,2010,NB,38
10305,2011,A1,10
10305,2011,A2,108
10305,2011,DM,11
10305,2011,NB,40
10305,2012,A1,17
10305,2012,A2,100
10305,2012,DM,14
10305,2012,NB,32
10305,2013,A1,8
10305,2013,A2,154
10305,2013,DM,41
10305,2013,NB,34
10305,2014,A1,21
10305,2014,A2,186
10305,2014,DM,26
10305,2014,NB,56
10305,2015,A1,16
10305,2015,A2,177
10305,2015,DM,14
10305,2015,NB,30
10305,2016,A1,19
10305,2016,A2,204
10305,2016,DM,25
10305,2016,NB,40
10305,2017,A1,16
10305,2017,A2,207
10305,2017,DM,38
10305,2017,NB,51
10305,1989,A1,0
10305,1989,A2,0
10305,1989,DM,0
10305,1989,NB,0
10306,1990,A1,0
10306,1990,A2,0
10306,1990,DM,0
10306,1990,NB,0
10306,1991,A1,8
10306,1991,A2,33
10306,1991,DM,8
10306,1991,NB,2
10306,1992,A1,31
10306,1992,A2,75
10306,1992,DM,5
10306,1992,NB,39
10306,1993,A1,47
10306,1993,A2,111
10306,1993,DM,14
10306,1993,NB,76
10306,1994,A1,38
10306,1994,A2,114
10306,1994,DM,35
10306,1994,NB,78
10306,1995,A1,46
10306,1995,A2,93
10306,1995,DM,9
10306,1995,NB,125
10306,1996,A1,69
10306,1996,A2,79
10306,1996,DM,15
10306,1996,NB,214
10306,1997,A1,52
10306,1997,A2,68
10306,1997,DM,18
10306,1997,NB,131
10306,1998,A1,50
10306,1998,A2,95
10306,1998,DM,11
10306,1998,NB,94
10306,1999,A1,63
10306,1999,A2,93
10306,1999,DM,37
10306,1999,NB,152
10306,2000,A1,79
10306,2000,A2,123
10306,2000,DM,50
10306,2000,NB,166
10306,2001,A1,70
10306,2001,A2,131
10306,2001,DM,67
10306,2001,NB,190
10306,2002,A1,79
10306,2002,A2,126
10306,2002,DM,108
10306,2002,NB,238
10306,2003,A1,98
10306,2003,A2,133
10306,2003,DM,98
10306,2003,NB,267
10306,2004,A1,109
10306,2004,A2,135
10306,2004,DM,99
10306,2004,NB,154
10306,2005,A1,92
10306,2005,A2,129
10306,2005,DM,94
10306,2005,NB,239
10306,2006,A1,78
10306,2006,A2,131
10306,2006,DM,90
10306,2006,NB,109
10306,2007,A1,75
10306,2007,A2,129
10306,2007,DM,45
10306,2007,NB,84
10306,2008,A1,42
10306,2008,A2,134
10306,2008,DM,50
10306,2008,NB,79
10306,2009,A1,49
10306,2009,A2,140
10306,2009,DM,19
10306,2009,NB,54
10306,2010,A1,34
10306,2010,A2,131
10306,2010,DM,23
10306,2010,NB,52
10306,2011,A1,37
10306,2011,A2,125
10306,2011,DM,24
10306,2011,NB,54
10306,2012,A1,44
10306,2012,A2,115
10306,2012,DM,72
10306,2012,NB,51
10306,2013,A1,38
10306,2013,A2,192
10306,2013,DM,73
10306,2013,NB,36
10306,2014,A1,32
10306,2014,A2,295
10306,2014,DM,107
10306,2014,NB,75
10306,2015,A1,33
10306,2015,A2,330
10306,2015,DM,41
10306,2015,NB,62
10306,2016,A1,40
10306,2016,A2,380
10306,2016,DM,71
10306,2016,NB,94
10306,2017,A1,38
10306,2017,A2,362
10306,2017,DM,104
10306,2017,NB,122
10306,1989,A1,0
10306,1989,A2,0
10306,1989,DM,0
10306,1989,NB,0
10307,1990,A1,0
10307,1990,A2,0
10307,1990,DM,0
10307,1990,NB,0
10307,1991,A1,0
10307,1991,A2,7
10307,1991,DM,0
10307,1991,NB,0
10307,1992,A1,8
10307,1992,A2,17
10307,1992,DM,3
10307,1992,NB,5
10307,1993,A1,8
10307,1993,A2,10
10307,1993,DM,4
10307,1993,NB,50
10307,1994,A1,14
10307,1994,A2,29
10307,1994,DM,5
10307,1994,NB,107
10307,1995,A1,18
10307,1995,A2,17
10307,1995,DM,11
10307,1995,NB,132
10307,1996,A1,11
10307,1996,A2,17
10307,1996,DM,9
10307,1996,NB,208
10307,1997,A1,19
10307,1997,A2,22
10307,1997,DM,20
10307,1997,NB,81
10307,1998,A1,18
10307,1998,A2,12
10307,1998,DM,19
10307,1998,NB,160
10307,1999,A1,26
10307,1999,A2,36
10307,1999,DM,32
10307,1999,NB,117
10307,2000,A1,17
10307,2000,A2,31
10307,2000,DM,31
10307,2000,NB,115
10307,2001,A1,21
10307,2001,A2,35
10307,2001,DM,24
10307,2001,NB,129
10307,2002,A1,22
10307,2002,A2,36
10307,2002,DM,33
10307,2002,NB,63
10307,2003,A1,26
10307,2003,A2,52
10307,2003,DM,32
10307,2003,NB,48
10307,2004,A1,28
10307,2004,A2,62
10307,2004,DM,40
10307,2004,NB,77
10307,2005,A1,27
10307,2005,A2,62
10307,2005,DM,50
10307,2005,NB,93
10307,2006,A1,23
10307,2006,A2,48
10307,2006,DM,23
10307,2006,NB,47
10307,2007,A1,20
10307,2007,A2,35
10307,2007,DM,10
10307,2007,NB,37
10307,2008,A1,9
10307,2008,A2,29
10307,2008,DM,4
10307,2008,NB,18
10307,2009,A1,14
10307,2009,A2,34
10307,2009,DM,6
10307,2009,NB,13
10307,2010,A1,6
10307,2010,A2,33
10307,2010,DM,5
10307,2010,NB,18
10307,2011,A1,13
10307,2011,A2,36
10307,2011,DM,7
10307,2011,NB,30
10307,2012,A1,4
10307,2012,A2,22
10307,2012,DM,7
10307,2012,NB,22
10307,2013,A1,10
10307,2013,A2,127
10307,2013,DM,4
10307,2013,NB,16
10307,2014,A1,8
10307,2014,A2,157
10307,2014,DM,11
10307,2014,NB,33
10307,2015,A1,10
10307,2015,A2,110
10307,2015,DM,20
10307,2015,NB,32
10307,2016,A1,10
10307,2016,A2,107
10307,2016,DM,13
10307,2016,NB,21
10307,2017,A1,3
10307,2017,A2,92
10307,2017,DM,10
10307,2017,NB,41
10307,1989,A1,0
10307,1989,A2,0
10307,1989,DM,0
10307,1989,NB,0
10308,1990,A1,0
10308,1990,A2,0
10308,1990,DM,0
10308,1990,NB,0
10308,1991,A1,5
10308,1991,A2,11
10308,1991,DM,4
10308,1991,NB,1
10308,1992,A1,13
10308,1992,A2,31
10308,1992,DM,6
10308,1992,NB,18
10308,1993,A1,11
10308,1993,A2,33
10308,1993,DM,4
10308,1993,NB,44
10308,1994,A1,8
10308,1994,A2,32
10308,1994,DM,4
10308,1994,NB,46
10308,1995,A1,28
10308,1995,A2,34
10308,1995,DM,13
10308,1995,NB,38
10308,1996,A1,33
10308,1996,A2,28
10308,1996,DM,6
10308,1996,NB,52
10308,1997,A1,14
10308,1997,A2,37
10308,1997,DM,12
10308,1997,NB,92
10308,1998,A1,26
10308,1998,A2,27
10308,1998,DM,11
10308,1998,NB,65
10308,1999,A1,22
10308,1999,A2,39
10308,1999,DM,6
10308,1999,NB,34
10308,2000,A1,38
10308,2000,A2,63
10308,2000,DM,21
10308,2000,NB,42
10308,2001,A1,26
10308,2001,A2,49
10308,2001,DM,14
10308,2001,NB,38
10308,2002,A1,36
10308,2002,A2,60
10308,2002,DM,22
10308,2002,NB,39
10308,2003,A1,35
10308,2003,A2,51
10308,2003,DM,38
10308,2003,NB,57
10308,2004,A1,46
10308,2004,A2,47
10308,2004,DM,34
10308,2004,NB,79
10308,2005,A1,41
10308,2005,A2,60
10308,2005,DM,25
10308,2005,NB,127
10308,2006,A1,38
10308,2006,A2,60
10308,2006,DM,26
10308,2006,NB,49
10308,2007,A1,31
10308,2007,A2,59
10308,2007,DM,13
10308,2007,NB,26
10308,2008,A1,15
10308,2008,A2,54
10308,2008,DM,12
10308,2008,NB,13
10308,2009,A1,17
10308,2009,A2,50
10308,2009,DM,11
10308,2009,NB,25
10308,2010,A1,10
10308,2010,A2,59
10308,2010,DM,5
10308,2010,NB,16
10308,2011,A1,17
10308,2011,A2,31
10308,2011,DM,8
10308,2011,NB,13
10308,2012,A1,5
10308,2012,A2,48
10308,2012,DM,17
10308,2012,NB,25
10308,2013,A1,16
