Zip_Code,Job_Type,MONTH,YEAR,f0_
11023,DM,10,2013,1
11024,A2,3,2015,8
10001,A1,2,2017,1
10001,A1,10,2016,1
10001,DM,5,2015,1
10001,DM,11,2013,1
10001,NB,8,2017,1
10001,NB,9,2015,1
10001,A1,9,2016,1
10001,DM,10,2013,1
10001,A1,5,2015,1
10001,A1,5,2017,1
10001,NB,2,2016,1
10001,DM,4,2014,1
10001,DM,1,2016,1
10001,NB,12,2015,1
10001,A1,2,2015,1
10001,DM,7,2014,1
10001,DM,9,2013,1
10001,NB,10,2014,1
10001,DM,6,2014,1
10001,NB,4,2017,1
10001,DM,9,2014,1
10001,A1,12,2013,1
10001,NB,6,2017,1
10001,DM,7,2017,2
10001,NB,7,2016,2
10001,NB,11,2014,2
10001,A1,7,2015,2
10001,NB,2,2017,2
10001,DM,2,2014,2
10001,DM,3,2014,2
10001,DM,12,2015,2
10001,NB,10,2013,2
10001,DM,5,2016,2
10001,NB,9,2017,2
10001,NB,9,2016,2
10001,DM,2,2015,2
10001,A1,12,2016,2
10001,A1,12,2015,2
10001,DM,4,2016,2
10001,DM,8,2013,2
10001,DM,9,2015,2
10001,DM,4,2015,2
10001,DM,1,2014,2
10001,A1,7,2016,2
10001,A1,2,2016,2
10001,NB,4,2015,2
10001,DM,5,2013,3
10001,A1,4,2016,3
10001,DM,6,2013,3
10001,A1,8,2015,3
10001,DM,7,2013,3
10001,A1,2,2014,3
10001,A1,7,2013,3
10001,A1,1,2015,3
10001,A1,10,2013,3
10001,NB,1,2014,3
10001,NB,10,2016,3
10001,DM,12,2013,3
10001,A1,5,2016,3
10001,NB,11,2016,3
10001,NB,7,2014,3
10001,A1,3,2015,3
10001,A1,4,2014,3
10001,DM,10,2016,3
10001,DM,6,2016,3
10001,NB,6,2014,3
10001,A1,11,2015,4
10001,A1,6,2014,4
10001,NB,12,2016,4
10001,A1,7,2017,4
10001,A1,9,2013,4
10001,A1,9,2017,4
10001,NB,5,2017,4
10001,NB,5,2013,4
10001,A1,8,2013,4
10001,A1,3,2014,4
10001,A1,10,2015,4
10001,A1,6,2015,4
10001,A1,1,2016,4
10001,A1,11,2016,4
10001,A1,5,2013,4
10001,NB,6,2013,4
10001,A1,5,2014,4
10001,NB,10,2015,5
10001,DM,2,2017,5
10001,A1,3,2017,5
10001,A1,1,2017,5
10001,A1,10,2014,5
10001,NB,2,2015,5
10001,A1,8,2014,5
10001,NB,8,2013,5
10001,A1,11,2013,5
10001,A1,4,2015,5
10001,NB,3,2015,5
10001,NB,8,2016,5
10001,NB,8,2014,6
10001,A1,8,2017,6
10001,A1,8,2016,6
10001,NB,2,2014,6
10001,A1,9,2015,6
10001,NB,7,2015,7
10001,A1,7,2014,7
10001,NB,3,2014,7
10001,NB,7,2017,7
10001,NB,7,2013,7
10001,A1,6,2017,7
10001,A1,3,2016,7
10001,A1,9,2014,7
10001,DM,3,2016,8
10001,DM,8,2016,9
10001,NB,1,2016,9
10001,NB,4,2016,10
10001,NB,11,2013,11
10001,NB,12,2013,12
10001,NB,9,2014,12
10001,NB,12,2014,12
10001,A1,6,2013,13
10001,DM,11,2016,13
10001,A1,12,2014,15
10001,NB,5,2014,15
10001,A2,4,2013,17
10001,A2,1,2015,50
10001,A2,8,2016,50
10001,A2,9,2017,51
10001,A2,11,2016,57
10001,A2,6,2016,57
10001,A2,11,2015,57
10001,A2,3,2016,67
10001,A2,10,2016,67
10001,A2,7,2016,70
10001,A2,12,2016,70
10001,A2,5,2014,70
10001,A2,4,2017,71
10001,A2,5,2017,73
10001,A2,11,2014,74
10001,A2,8,2015,74
10001,A2,4,2016,75
10001,A2,4,2014,76
10001,A2,1,2017,76
10001,A2,2,2016,78
10001,A2,1,2016,78
10001,A2,2,2015,79
10001,A2,6,2017,81
10001,A2,7,2014,82
10001,A2,12,2015,82
10001,A2,4,2015,84
10001,A2,6,2015,84
10001,A2,10,2015,84
10001,A2,6,2014,85
10001,A2,7,2015,85
10001,A2,9,2016,86
10001,A2,9,2015,86
10001,A2,9,2014,86
10001,A2,5,2016,87
10001,A2,3,2017,88
10001,A2,10,2014,92
10001,A2,8,2017,95
10001,A2,1,2014,96
10001,A2,2,2014,99
10001,A2,7,2017,101
10001,A2,3,2014,104
10001,A2,8,2014,105
10001,A2,2,2017,111
10001,A2,5,2015,114
10001,A2,11,2013,121
10001,A2,6,2013,125
10001,A2,7,2013,129
10001,A2,12,2014,131
10001,A2,10,2013,132
10001,A2,9,2013,133
10001,A2,5,2013,136
10001,A2,3,2015,138
10001,A2,12,2013,139
10001,A2,8,2013,161
10002,A1,12,2016,1
10002,DM,4,2017,1
10002,A1,4,2015,1
10002,DM,3,2017,1
10002,NB,6,2017,1
10002,NB,8,2016,1
10002,DM,10,2015,1
10002,DM,6,2015,1
10002,NB,6,2015,1
10002,DM,1,2015,1
10002,NB,2,2014,1
10002,DM,4,2015,1
10002,DM,9,2016,1
10002,NB,7,2016,1
10002,DM,9,2014,1
10002,NB,8,2017,1
10002,NB,3,2016,1
10002,A1,9,2017,1
10002,A1,2,2016,1
10002,DM,12,2013,1
10002,NB,6,2016,1
10002,DM,8,2013,1
10002,NB,6,2013,1
10002,A1,9,2015,1
10002,DM,7,2016,1
10002,NB,9,2017,1
10002,NB,1,2016,1
10002,DM,2,2017,1
10002,NB,8,2014,1
10002,NB,12,2014,2
10002,NB,3,2015,2
10002,NB,9,2013,2
10002,A1,4,2014,2
10002,A1,6,2013,2
10002,NB,2,2017,2
10002,DM,4,2013,2
10002,A1,1,2015,2
10002,A1,1,2017,2
10002,A1,7,2013,2
10002,A1,6,2016,2
10002,A1,5,2014,2
10002,NB,3,2017,2
10002,DM,2,2016,2
10002,A1,7,2015,2
10002,DM,2,2015,2
10002,A1,1,2014,2
10002,DM,5,2017,2
10002,A1,6,2015,2
10002,NB,9,2014,2
10002,DM,5,2013,2
10002,DM,4,2014,2
10002,NB,6,2014,2
10002,DM,9,2015,2
10002,A1,10,2016,2
10002,A1,2,2015,2
10002,A1,1,2016,3
10002,NB,4,2014,3
10002,NB,1,2017,3
10002,A1,3,2015,3
10002,A1,11,2016,3
10002,A1,8,2017,3
10002,A1,8,2014,3
10002,NB,2,2015,3
10002,NB,1,2014,3
10002,A1,3,2014,3
10002,A2,4,2013,3
10002,NB,9,2016,3
10002,NB,5,2013,3
10002,A1,8,2015,3
10002,A1,6,2014,3
10002,A1,10,2013,4
10002,A1,3,2017,4
10002,NB,11,2014,4
10002,A1,7,2016,4
10002,A1,2,2017,4
10002,NB,7,2015,4
10002,NB,5,2017,4
10002,A1,11,2015,5
10002,A1,9,2014,5
10002,NB,9,2015,5
10002,A1,5,2016,5
10002,A1,8,2013,5
10002,NB,4,2016,5
10002,A1,8,2016,6
10002,NB,8,2015,6
10002,DM,8,2015,6
10002,A1,2,2014,6
10002,A1,7,2017,6
10002,A1,5,2013,6
10002,A1,12,2013,7
10002,A1,9,2013,7
10002,A1,10,2015,7
10002,NB,7,2013,7
10002,A1,12,2014,7
10002,A1,10,2014,7
10002,NB,11,2013,8
10002,A1,11,2014,8
10002,A1,12,2015,8
10002,NB,7,2017,9
10002,A1,11,2013,9
10002,NB,10,2014,11
10002,A2,1,2015,12
10002,DM,8,2014,18
10002,A2,6,2014,20
10002,A2,9,2017,21
10002,A1,9,2016,22
10002,A2,2,2014,24
10002,A2,11,2016,26
10002,A2,4,2017,27
10002,A2,5,2014,28
10002,A2,9,2014,29
10002,A2,10,2016,30
10002,A2,4,2014,30
10002,A2,11,2014,31
10002,A2,1,2017,31
10002,A2,2,2015,31
10002,A2,6,2015,36
10002,A2,3,2017,37
10002,A2,2,2016,37
10002,A2,10,2015,37
10002,A2,4,2016,37
10002,A2,9,2015,38
10002,A2,5,2016,38
10002,A2,12,2013,38
10002,A2,11,2015,39
10002,A2,5,2015,40
10002,A2,7,2017,40
10002,A2,7,2016,41
10002,A2,2,2017,42
10002,A2,8,2015,42
10002,A2,3,2016,43
10002,A2,8,2017,43
10002,A2,7,2014,43
10002,A2,12,2014,43
10002,A2,9,2013,45
10002,A2,10,2014,45
10002,A2,5,2017,46
10002,A2,9,2016,46
10002,A2,6,2017,47
10002,A2,4,2015,47
10002,A2,12,2015,47
10002,A2,8,2016,48
10002,A2,7,2015,49
10002,A2,3,2015,49
10002,A2,12,2016,49
10002,A2,3,2014,50
10002,A2,1,2016,50
10002,A2,8,2014,51
10002,A2,6,2016,53
10002,A2,1,2014,53
10002,A2,11,2013,57
10002,A2,6,2013,62
10002,A2,5,2013,62
10002,A2,8,2013,69
10002,A2,7,2013,75
10002,A2,10,2013,84
10003,DM,2,2016,1
10003,DM,10,2014,1
10003,NB,3,2016,1
10003,NB,12,2015,1
10003,A1,1,2016,1
10003,A1,6,2015,1
10003,NB,6,2017,1
10003,NB,6,2015,1
10003,A1,2,2016,1
10003,DM,3,2014,1
10003,NB,9,2014,1
10003,DM,1,2014,1
10003,A1,4,2013,1
10003,NB,8,2016,1
10003,NB,5,2014,1
10003,A1,5,2015,1
10003,A1,1,2015,1
10003,NB,8,2014,1
10003,DM,10,2015,1
10003,A1,4,2017,1
10003,A1,11,2016,1
10003,NB,2,2014,1
10003,NB,4,2014,1
10003,A1,1,2014,2
10003,DM,2,2017,2
10003,A1,3,2015,2
10003,A1,5,2014,2
10003,A1,7,2016,2
10003,A1,12,2015,2
10003,A1,11,2015,2
10003,A1,9,2016,2
10003,A1,8,2016,2
10003,NB,7,2015,2
10003,A1,4,2014,2
10003,A1,7,2015,2
10003,NB,3,2014,2
10003,NB,6,2016,2
10003,A1,3,2017,3
10003,NB,9,2016,3
10003,A1,2,2014,3
10003,NB,5,2017,3
10003,DM,9,2015,3
10003,DM,4,2015,3
10003,A1,4,2015,3
10003,A1,10,2016,3
10003,A1,5,2017,3
10003,NB,8,2015,3
10003,A1,9,2017,4
10003,A1,3,2014,4
10003,NB,3,2015,4
10003,A1,8,2014,4
10003,A1,7,2014,4
10003,A1,5,2013,5
10003,A1,11,2013,5
10003,A1,6,2016,5
10003,A1,5,2016,5
10003,A1,7,2017,5
10003,A1,12,2016,5
10003,A1,8,2017,5
10003,A1,9,2015,6
10003,A1,12,2013,6
10003,A1,4,2016,6
10003,A1,10,2015,6
10003,DM,8,2016,6
10003,A1,10,2014,6
10003,A1,6,2017,7
10003,A1,1,2017,7
10003,A1,9,2013,8
10003,A1,6,2014,8
10003,A1,6,2013,8
10003,A1,12,2014,8
10003,A1,8,2013,9
10003,A1,10,2013,10
10003,A1,3,2016,11
10003,A1,9,2014,11
10003,A1,7,2013,11
10003,A2,4,2013,25
10003,A2,1,2015,43
10003,A2,9,2017,50
10003,A2,10,2016,53
10003,A2,11,2015,53
10003,A2,4,2016,58
10003,A2,1,2016,58
10003,A2,3,2017,59
10003,A2,4,2017,59
10003,A2,2,2014,62
10003,A2,10,2015,62
10003,A2,2,2016,63
10003,A2,2,2015,63
10003,A2,12,2016,65
10003,A2,1,2017,65
10003,A2,11,2014,66
10003,A2,9,2015,68
10003,A2,7,2015,68
10003,A2,6,2014,70
10003,A2,5,2014,70
10003,A2,4,2015,71
10003,A2,9,2014,74
10003,A2,12,2015,77
10003,A2,1,2014,77
10003,A2,2,2017,80
10003,A2,6,2015,83
10003,A2,7,2016,83
10003,A2,6,2016,84
10003,A2,11,2016,84
10003,A2,3,2016,85
10003,A2,5,2016,86
10003,A2,10,2014,87
10003,A2,7,2014,89
10003,A2,4,2014,89
10003,A2,8,2017,89
10003,A2,3,2015,91
10003,A2,8,2016,92
10003,A2,6,2017,94
10003,A2,12,2014,95
10003,A2,11,2013,96
10003,A2,8,2015,96
10003,A2,5,2015,98
10003,A2,7,2017,99
10003,A2,3,2014,102
10003,A2,9,2016,104
10003,A2,8,2013,107
10003,A2,8,2014,115
10003,A2,5,2017,116
10003,A2,10,2013,116
10003,A2,5,2013,123
10003,A2,12,2013,124
10003,A2,9,2013,135
10003,A2,6,2013,140
10003,A2,7,2013,170
10004,DM,12,2014,1
10004,A1,9,2015,1
10004,DM,7,2017,1
10004,A1,10,2013,1
10004,NB,11,2014,1
10004,A1,7,2016,1
10004,NB,8,2013,1
10004,NB,7,2013,1
10004,A1,2,2017,1
10004,A1,12,2013,1
10004,A1,11,2016,1
10004,A1,9,2013,1
10004,A1,3,2016,1
10004,NB,4,2013,1
10004,A1,3,2017,1
10004,A1,10,2016,1
10004,DM,10,2015,1
10004,DM,6,2013,1
10004,A1,5,2014,1
10004,NB,1,2015,1
10004,A1,7,2013,2
10004,NB,9,2016,2
10004,A1,12,2015,2
10004,NB,10,2013,2
10004,A1,5,2017,2
10004,DM,9,2013,2
10004,A1,2,2014,2
10004,A1,3,2014,2
10004,A1,1,2017,2
10004,A1,6,2013,2
10004,DM,3,2014,2
10004,NB,6,2016,2
10004,A1,5,2013,2
10004,A1,9,2014,2
10004,A1,1,2015,3
10004,A1,8,2014,3
10004,A1,10,2014,4
10004,A2,4,2013,5
10004,A1,8,2015,5
10004,A2,4,2017,6
10004,A1,7,2014,6
10004,A1,12,2014,7
10004,A2,9,2017,7
10004,A2,1,2015,12
10004,A2,2,2017,13
10004,A2,7,2016,16
10004,A2,3,2016,17
10004,A2,4,2016,18
10004,A2,3,2014,20
10004,A2,7,2015,20
10004,A2,12,2015,20
10004,A2,10,2014,21
10004,A2,11,2016,23
10004,A2,7,2017,24
10004,A2,11,2014,25
10004,A2,8,2016,26
10004,A2,9,2015,26
10004,A2,8,2017,26
10004,A2,5,2014,27
10004,A2,6,2016,27
10004,A2,10,2016,27
10004,A2,5,2016,28
10004,A2,4,2015,28
10004,A2,2,2016,28
10004,A2,6,2015,30
10004,A2,11,2015,31
10004,A2,2,2015,31
10004,A2,12,2016,33
10004,A2,1,2014,33
10004,A2,1,2016,34
10004,A2,6,2014,36
10004,A2,1,2017,37
10004,A2,2,2014,37
10004,A2,9,2016,41
10004,A2,4,2014,42
10004,A2,9,2014,44
10004,A2,5,2017,45
10004,A2,5,2013,45
10004,A2,3,2017,46
10004,A2,5,2015,47
10004,A2,6,2017,47
10004,A2,3,2015,48
10004,A2,9,2013,49
10004,A2,8,2014,49
10004,A2,10,2013,51
10004,A2,8,2015,51
10004,A2,10,2015,51
10004,A2,7,2014,51
10004,A2,11,2013,57
10004,A2,6,2013,61
10004,A2,12,2014,69
10004,A2,8,2013,71
10004,A2,12,2013,75
10004,A2,7,2013,95
10005,A1,9,2016,1
10005,A1,4,2016,1
10005,A1,11,2013,1
10005,A1,5,2013,1
10005,NB,2,2016,1
10005,A1,6,2015,1
10005,A1,10,2013,1
10005,NB,5,2016,1
10005,A1,8,2013,1
10005,DM,11,2015,1
10005,A1,6,2014,1
10005,A1,8,2017,1
10005,A1,8,2015,1
10005,A1,1,2016,1
10005,A1,12,2014,1
10005,A1,8,2014,1
10005,A1,3,2014,2
10005,A1,9,2014,2
10005,A1,7,2017,2
10005,A1,10,2016,2
10005,A2,9,2017,2
10005,A1,1,2017,2
10005,A1,3,2017,2
10005,A1,2,2016,3
10005,A1,7,2014,3
10005,A2,7,2015,5
10005,NB,12,2014,5
10005,A2,12,2015,7
10005,A2,4,2013,8
10005,A2,2,2017,11
10005,A2,2,2014,11
10005,A2,12,2016,13
10005,A2,3,2014,15
10005,A2,11,2015,15
10005,A2,4,2016,16
10005,A2,1,2015,16
10005,A2,10,2016,16
10005,A2,5,2014,16
10005,A2,9,2016,17
10005,A2,3,2016,17
10005,A2,8,2014,18
10005,A2,6,2014,19
10005,A2,9,2014,19
10005,A2,10,2015,19
10005,A2,8,2015,20
10005,A2,4,2017,20
10005,A2,12,2013,20
10005,A2,11,2016,21
10005,A2,6,2015,21
10005,A2,3,2017,21
10005,A2,2,2015,21
10005,A2,5,2015,23
10005,A2,11,2014,23
10005,A2,4,2015,23
10005,A2,1,2017,23
10005,A2,7,2014,24
10005,A2,7,2017,26
10005,A2,4,2014,26
10005,A2,2,2016,26
10005,A2,3,2015,26
10005,A2,5,2017,28
10005,A2,12,2014,29
10005,A2,1,2016,29
10005,A2,1,2014,31
10005,A2,10,2014,31
10005,A2,8,2017,32
10005,A2,5,2016,34
10005,A2,7,2016,35
10005,A2,9,2015,36
10005,A2,8,2016,36
10005,A2,6,2016,36
10005,A2,6,2017,41
10005,A2,9,2013,43
10005,A2,10,2013,46
10005,A2,8,2013,50
10005,A2,7,2013,52
10005,A2,6,2013,55
10005,A2,11,2013,60
10005,A2,5,2013,63
10006,A1,2,2016,1
10006,A1,9,2016,1
10006,A1,10,2013,1
10006,A1,11,2013,1
10006,NB,12,2014,1
10006,NB,8,2014,1
10006,NB,9,2014,1
10006,NB,9,2016,1
10006,A1,11,2016,1
10006,A1,2,2015,1
10006,A1,4,2015,1
10006,NB,9,2013,1
10006,NB,3,2014,2
10006,NB,6,2013,2
10006,A1,12,2015,2
10006,NB,4,2015,2
10006,DM,12,2014,2
10006,NB,7,2013,2
10006,A1,9,2015,2
10006,A1,5,2016,2
10006,NB,2,2014,2
10006,DM,6,2016,2
10006,A1,6,2013,3
10006,A1,1,2016,4
10006,A2,12,2013,4
10006,A2,6,2013,6
10006,A2,4,2015,6
10006,A2,8,2013,6
10006,A1,3,2016,6
10006,A2,2,2017,6
10006,A2,7,2014,7
10006,A2,3,2017,7
10006,A2,6,2014,7
10006,A2,2,2015,7
10006,A2,4,2013,7
10006,A2,11,2016,7
10006,A2,11,2015,8
10006,A2,9,2014,8
10006,A2,10,2014,9
10006,A2,6,2015,9
10006,A2,10,2015,9
10006,A2,5,2014,9
10006,A2,3,2015,9
10006,A2,12,2016,9
10006,A2,11,2013,10
10006,A2,1,2015,11
10006,A2,1,2017,12
10006,A2,2,2016,12
10006,A2,9,2017,12
10006,A2,4,2016,12
10006,A2,9,2015,13
10006,A2,3,2014,13
10006,A2,7,2015,13
10006,A2,8,2014,14
10006,A2,7,2016,14
10006,A2,10,2016,14
10006,A2,4,2017,14
10006,A2,2,2014,14
10006,A2,5,2013,15
10006,A2,5,2015,15
10006,A2,1,2014,15
10006,A2,8,2015,15
10006,A2,3,2016,15
10006,A2,5,2016,16
10006,A2,9,2016,16
10006,A2,6,2017,17
10006,A2,4,2014,17
10006,A2,9,2013,18
10006,A2,11,2014,19
10006,A2,12,2014,20
10006,A2,12,2015,20
10006,A2,8,2016,20
10006,A2,7,2017,22
10006,A2,10,2013,24
10006,A2,6,2016,25
10006,A2,1,2016,26
10006,A2,8,2017,27
10006,A2,5,2017,30
10006,A2,7,2013,32
10007,A1,7,2017,1
10007,DM,11,2015,1
10007,A1,12,2016,1
10007,DM,8,2017,1
10007,A1,12,2013,1
10007,DM,6,2014,1
10007,A1,4,2014,1
10007,DM,7,2014,1
10007,A1,4,2016,1
10007,A1,3,2014,1
10007,NB,3,2016,1
10007,NB,4,2015,1
10007,A1,3,2017,1
10007,A1,3,2015,1
10007,A1,8,2013,1
10007,NB,9,2016,1
10007,A1,10,2013,1
10007,A1,2,2017,1
10007,A1,6,2016,1
10007,DM,7,2015,1
10007,A1,8,2017,2
10007,NB,2,2015,2
10007,A1,1,2014,2
10007,A2,9,2017,2
10007,A2,3,2017,2
10007,A1,11,2014,2
10007,NB,3,2015,2
10007,A1,9,2013,2
10007,A1,9,2014,3
10007,A1,9,2016,3
10007,A1,10,2014,3
10007,A1,5,2015,3
10007,A1,12,2014,3
10007,A1,2,2014,3
10007,DM,8,2016,3
10007,A1,9,2015,3
10007,NB,8,2016,3
10007,A1,11,2013,4
10007,NB,5,2014,4
10007,A1,7,2015,4
10007,NB,4,2016,4
10007,A1,2,2016,4
10007,NB,9,2014,6
10007,A2,1,2015,6
10007,A1,1,2017,8
10007,A2,8,2016,8
10007,A2,12,2016,9
10007,A2,4,2013,10
10007,A2,6,2016,10
10007,A2,11,2015,10
10007,A2,5,2017,11
10007,A2,3,2015,12
10007,A2,7,2017,12
10007,A2,11,2016,12
10007,A2,4,2015,13
10007,A2,7,2015,13
10007,A2,5,2016,13
10007,A2,5,2014,13
10007,A2,4,2017,14
10007,A2,12,2015,14
10007,A2,10,2014,14
10007,A2,5,2015,14
10007,A2,9,2016,14
10007,A2,8,2017,16
10007,A2,8,2015,16
10007,A2,10,2015,17
10007,A2,4,2016,17
10007,A2,2,2015,18
10007,A2,11,2014,19
10007,A2,7,2014,19
10007,A2,7,2016,19
10007,A2,6,2015,19
10007,A2,8,2014,20
10007,A2,1,2016,20
10007,A2,3,2016,20
10007,A2,1,2017,21
10007,A2,2,2016,22
10007,A2,9,2015,22
10007,A2,12,2013,23
10007,A2,6,2017,23
10007,A2,9,2013,27
10007,A2,12,2014,27
10007,A2,6,2013,28
10007,A2,2,2017,28
10007,A2,6,2014,28
10007,A2,10,2016,29
10007,A2,1,2014,29
10007,A2,4,2014,29
10007,A2,3,2014,30
10007,A2,2,2014,30
10007,A2,8,2013,32
10007,A2,9,2014,34
10007,A2,11,2013,35
10007,A2,5,2013,38
10007,A2,10,2013,39
10007,A2,7,2013,40
10009,NB,9,2014,1
10009,DM,9,2014,1
10009,NB,3,2014,1
10009,A1,10,2015,1
10009,DM,3,2015,1
10009,DM,8,2017,1
10009,NB,11,2015,1
10009,NB,5,2016,1
10009,NB,5,2014,1
10009,NB,4,2016,1
10009,DM,4,2016,1
10009,DM,6,2013,1
10009,DM,8,2016,1
10009,A1,4,2013,1
10009,A1,4,2017,1
10009,DM,9,2016,1
10009,DM,6,2014,1
10009,A1,9,2013,1
10009,A1,11,2015,1
10009,A1,6,2017,1
10009,NB,8,2017,1
10009,NB,5,2013,1
10009,NB,8,2014,1
10009,A1,5,2013,1
10009,A1,4,2016,1
10009,DM,12,2014,1
10009,A1,11,2013,1
10009,A1,10,2016,1
10009,DM,10,2014,1
10009,DM,10,2015,1
10009,NB,7,2016,1
10009,A1,2,2016,1
10009,NB,12,2013,1
10009,A1,12,2013,1
10009,DM,4,2015,2
10009,A1,4,2015,2
10009,NB,6,2014,2
10009,NB,10,2014,2
10009,A1,12,2016,2
10009,NB,4,2015,2
10009,A1,5,2014,2
10009,A1,3,2017,2
10009,A1,5,2016,2
10009,A1,10,2014,2
10009,A1,9,2014,2
10009,A1,4,2014,3
10009,NB,7,2014,3
10009,A1,2,2014,3
10009,A1,6,2016,3
10009,A1,3,2014,3
10009,A1,1,2017,3
10009,NB,1,2016,3
10009,A1,7,2017,3
10009,A1,7,2014,3
10009,A1,7,2015,3
10009,A1,6,2013,3
10009,A1,9,2016,3
10009,DM,4,2013,3
10009,A1,5,2015,4
10009,A1,8,2015,4
10009,NB,12,2014,4
10009,A1,12,2015,4
10009,A1,1,2015,5
10009,NB,10,2013,5
10009,NB,4,2014,5
10009,NB,8,2016,6
10009,DM,1,2014,6
10009,NB,1,2015,7
10009,A1,12,2014,8
10009,A2,1,2017,8
10009,A1,8,2014,9
10009,A2,3,2017,9
10009,A2,2,2014,9
10009,A2,11,2014,14
10009,A2,4,2016,14
10009,A1,7,2013,16
10009,A2,4,2014,16
10009,A2,4,2013,17
10009,A2,1,2014,19
10009,A2,9,2017,19
10009,A2,12,2015,19
10009,A2,10,2016,20
10009,A2,1,2015,21
10009,A2,1,2016,21
10009,A2,4,2015,21
10009,A2,7,2015,21
10009,A2,5,2014,21
10009,A2,7,2017,21
10009,A2,8,2016,22
10009,A2,10,2015,23
10009,A2,8,2015,23
10009,A2,12,2016,23
10009,A2,6,2017,24
10009,A2,11,2016,24
10009,A2,7,2013,24
10009,A2,2,2017,25
10009,A2,9,2016,25
10009,A2,5,2017,26
10009,A2,12,2013,27
10009,A2,6,2014,27
10009,A2,7,2016,27
10009,A2,9,2013,27
10009,A2,6,2015,28
10009,A2,12,2014,28
10009,A2,4,2017,29
10009,A2,8,2014,29
10009,A2,9,2015,29
10009,A2,5,2015,29
10009,A2,8,2017,31
10009,A2,6,2016,31
10009,A2,5,2016,32
10009,A2,7,2014,32
10009,A2,11,2015,32
10009,A2,3,2016,33
10009,A2,3,2014,33
10009,A2,2,2015,34
10009,A2,9,2014,34
10009,A2,3,2015,37
10009,A2,6,2013,38
10009,A2,2,2016,39
10009,A2,11,2013,40
10009,A2,10,2013,41
10009,A2,8,2013,42
10009,A2,5,2013,49
10009,A2,10,2014,78
10010,NB,7,2017,1
10010,A1,7,2017,1
10010,DM,5,2014,1
10010,A1,7,2014,1
10010,NB,4,2015,1
10010,NB,5,2014,1
10010,DM,1,2017,1
10010,A1,2,2014,1
10010,A1,10,2015,1
10010,A1,7,2016,1
10010,A1,3,2015,1
10010,A1,7,2015,1
10010,A1,4,2016,1
10010,A1,10,2014,1
10010,DM,8,2014,1
10010,A1,4,2015,1
10010,NB,6,2016,1
10010,NB,7,2015,1
10010,A1,9,2016,1
10010,NB,8,2014,1
10010,A1,6,2015,1
10010,NB,11,2016,1
10010,A1,9,2015,1
10010,A1,5,2016,1
10010,A1,4,2017,1
10010,NB,4,2016,1
10010,A1,10,2013,1
10010,A1,2,2016,1
10010,A1,12,2015,1
10010,A1,2,2015,2
10010,NB,8,2013,2
10010,NB,7,2013,2
10010,NB,3,2014,2
10010,NB,6,2014,2
10010,A1,8,2017,2
10010,DM,5,2015,2
10010,NB,4,2014,2
10010,A1,1,2014,2
10010,A1,12,2016,2
10010,A1,5,2015,2
10010,A1,11,2013,2
10010,A1,6,2013,2
10010,NB,10,2013,2
10010,DM,11,2015,2
10010,DM,7,2013,2
10010,NB,2,2015,2
10010,NB,11,2013,2
10010,NB,8,2016,2
10010,A1,3,2017,2
10010,A1,6,2017,3
10010,A1,3,2016,3
10010,A1,5,2013,3
10010,NB,7,2014,3
10010,A1,8,2013,3
10010,A1,9,2013,3
10010,DM,1,2014,3
10010,A1,5,2017,3
10010,NB,12,2013,3
10010,A1,9,2014,3
10010,A1,1,2016,4
10010,A1,8,2015,4
10010,A1,7,2013,4
10010,NB,2,2014,4
10010,A1,1,2015,4
10010,NB,2,2016,5
10010,A1,8,2016,5
10010,A1,6,2014,5
10010,A1,8,2014,5
10010,NB,11,2015,5
10010,NB,3,2016,6
10010,A1,12,2013,6
10010,A1,4,2014,8
10010,A1,12,2014,11
10010,A2,1,2017,20
10010,A2,9,2017,22
10010,A2,4,2013,25
10010,A2,12,2016,35
10010,A2,4,2015,42
10010,A2,11,2014,44
10010,A2,2,2014,45
10010,A2,11,2015,47
10010,A2,5,2016,47
10010,A2,1,2015,47
10010,A2,2,2015,48
10010,A2,3,2017,48
10010,A2,6,2017,49
10010,A2,11,2016,50
10010,A2,4,2016,52
10010,A2,10,2015,52
10010,A2,8,2017,53
10010,A2,7,2016,53
10010,A2,3,2015,54
10010,A2,2,2017,56
10010,A2,5,2014,56
10010,A2,4,2017,60
10010,A2,11,2013,61
10010,A2,9,2014,61
10010,A2,3,2016,61
10010,A2,10,2016,61
10010,A2,1,2016,61
10010,A2,12,2013,63
10010,A2,8,2014,63
10010,A2,1,2014,65
10010,A2,2,2016,66
10010,A2,7,2017,66
10010,A2,5,2017,68
10010,A2,6,2015,68
10010,A2,4,2014,69
10010,A2,6,2016,70
10010,A2,5,2015,71
10010,A2,5,2013,72
10010,A2,9,2013,73
10010,A2,6,2014,73
10010,A2,9,2016,77
10010,A2,3,2014,77
10010,A2,8,2016,77
10010,A2,9,2015,78
10010,A2,8,2015,78
10010,A2,7,2014,81
10010,A2,12,2015,83
10010,A2,10,2014,89
10010,A2,6,2013,91
10010,A2,7,2015,92
10010,A2,10,2013,96
10010,A2,8,2013,97
10010,A2,7,2013,114
10010,A2,12,2014,148
10011,DM,11,2016,1
10011,DM,2,2014,1
10011,DM,11,2015,1
10011,NB,8,2014,1
10011,NB,3,2014,1
10011,NB,4,2014,1
10011,DM,12,2014,1
10011,DM,6,2017,1
10011,DM,1,2017,1
10011,NB,6,2013,1
10011,NB,7,2015,1
10011,NB,2,2015,1
