Zip_Code,MONTH,YEAR,COUNT
11416,9,2007,33
11416,5,2007,32
11417,4,2007,45
11417,10,2007,62
11417,11,2007,61
11417,1,2007,51
11417,7,2007,60
11417,2,2007,49
11417,3,2007,56
11417,12,2007,53
11417,5,2007,53
11417,9,2007,65
11417,6,2007,40
11417,8,2007,59
11418,2,2007,41
11418,7,2007,63
11418,5,2007,68
11418,3,2007,67
11418,1,2007,55
11418,6,2007,49
11418,9,2007,71
11418,4,2007,66
11418,11,2007,58
11418,8,2007,70
11418,12,2007,62
11418,10,2007,76
11419,11,2007,96
11419,2,2007,77
11419,5,2007,92
11419,9,2007,95
11419,3,2007,84
11419,6,2007,97
11419,4,2007,58
11419,10,2007,114
11419,12,2007,93
11419,7,2007,98
11419,1,2007,71
11419,8,2007,99
11420,3,2007,64
11420,1,2007,90
11420,5,2007,83
11420,10,2007,81
11420,11,2007,75
11420,2,2007,62
11420,7,2007,86
11420,4,2007,74
11420,9,2007,93
11420,8,2007,95
11420,12,2007,63
11420,6,2007,82
11421,7,2007,75
11421,12,2007,58
11421,10,2007,83
11421,9,2007,44
11421,4,2007,50
11421,2,2007,45
11421,6,2007,62
11421,5,2007,64
11421,11,2007,56
11421,3,2007,62
11421,1,2007,64
11421,8,2007,67
11422,7,2007,31
11422,8,2007,56
11422,5,2007,49
11422,4,2007,29
11422,11,2007,37
11422,10,2007,50
11422,2,2007,25
11422,3,2007,37
11422,6,2007,52
11422,12,2007,42
11422,1,2007,40
11422,9,2007,44
11423,11,2007,44
11423,2,2007,22
11423,10,2007,47
11423,12,2007,47
11423,3,2007,40
11423,5,2007,56
11423,7,2007,44
11423,4,2007,32
11423,8,2007,53
11423,9,2007,34
11423,1,2007,30
11423,6,2007,39
11425,11,2007,1
11426,1,2007,24
11426,4,2007,19
11426,3,2007,16
11426,6,2007,19
11426,10,2007,15
11426,8,2007,17
11426,2,2007,16
11426,12,2007,14
11426,11,2007,18
11426,5,2007,17
11426,9,2007,16
11426,7,2007,22
11427,1,2007,32
11427,3,2007,34
11427,4,2007,25
11427,5,2007,25
11427,12,2007,31
11427,9,2007,23
11427,6,2007,18
11427,8,2007,22
11427,11,2007,24
11427,7,2007,16
11427,10,2007,37
11427,2,2007,19
11428,6,2007,29
11428,5,2007,22
11428,12,2007,27
11428,4,2007,25
11428,8,2007,15
11428,9,2007,23
11428,7,2007,24
11428,2,2007,17
11428,3,2007,27
11428,11,2007,27
11428,10,2007,37
11428,1,2007,22
11429,1,2007,46
11429,5,2007,42
11429,2,2007,35
11429,3,2007,33
11429,11,2007,28
11429,4,2007,43
11429,8,2007,46
11429,7,2007,36
11429,9,2007,38
11429,10,2007,44
11429,12,2007,32
11429,6,2007,31
11430,11,2007,25
11430,12,2007,41
11430,7,2007,23
11430,2,2007,5
11430,10,2007,17
11430,1,2007,13
11430,5,2007,33
11430,6,2007,49
11430,9,2007,29
11430,8,2007,26
11430,4,2007,15
11430,3,2007,6
11432,11,2007,133
11432,9,2007,124
11432,6,2007,122
11432,5,2007,150
11432,1,2007,145
11432,2,2007,107
11432,8,2007,115
11432,10,2007,130
11432,4,2007,130
11432,3,2007,150
11432,12,2007,142
11432,7,2007,129
10153,6,2007,3
10153,9,2007,5
10153,10,2007,1
10153,8,2007,1
10153,11,2007,1
10153,4,2007,1
10153,7,2007,1
10153,1,2007,3
10153,2,2007,1
11433,3,2007,106
11433,1,2007,95
11433,12,2007,105
11433,9,2007,94
11433,11,2007,107
11433,10,2007,111
11433,2,2007,73
11433,4,2007,101
11433,7,2007,87
11433,8,2007,86
11433,6,2007,117
11433,5,2007,113
10154,12,2007,1
10154,5,2007,1
10154,7,2007,1
11434,8,2007,153
11434,9,2007,134
11434,4,2007,114
11434,6,2007,149
11434,2,2007,116
11434,12,2007,143
11434,5,2007,158
11434,3,2007,133
11434,10,2007,168
11434,11,2007,129
11434,1,2007,102
11434,7,2007,177
11435,7,2007,101
11435,2,2007,69
11435,5,2007,101
11435,10,2007,133
11435,8,2007,120
11435,4,2007,92
11435,3,2007,99
11435,9,2007,106
11435,12,2007,103
11435,6,2007,116
11435,1,2007,93
11435,11,2007,93
11691,1,2007,91
11691,2,2007,87
11691,4,2007,100
11691,12,2007,107
11691,7,2007,95
11691,9,2007,126
11691,6,2007,96
11691,8,2007,98
11691,3,2007,85
11691,11,2007,114
11691,5,2007,108
11691,10,2007,112
11436,8,2007,43
11436,3,2007,54
11436,10,2007,47
11436,1,2007,51
11436,12,2007,43
11436,2,2007,23
11436,9,2007,56
11436,11,2007,45
11436,6,2007,71
11436,7,2007,44
11436,5,2007,39
11436,4,2007,45
11692,11,2007,26
11692,10,2007,23
11692,4,2007,29
11692,9,2007,38
11692,5,2007,30
11692,8,2007,32
11692,7,2007,37
11692,12,2007,27
11692,3,2007,26
11692,6,2007,44
11692,1,2007,30
11692,2,2007,20
11693,11,2007,27
11693,3,2007,19
11693,4,2007,19
11693,7,2007,27
11693,5,2007,24
11693,8,2007,29
11693,10,2007,22
11693,9,2007,23
11693,2,2007,12
11693,6,2007,30
11693,12,2007,15
11693,1,2007,17
10158,12,2007,1
10158,11,2007,1
11694,8,2007,21
11694,9,2007,13
11694,11,2007,22
11694,2,2007,24
11694,7,2007,33
11694,6,2007,29
11694,4,2007,12
11694,12,2007,21
11694,1,2007,27
11694,5,2007,21
11694,10,2007,25
11694,3,2007,25
11439,11,2007,1
11439,10,2007,1
11697,7,2007,1
11697,9,2007,1
11697,6,2007,2
10162,8,2007,3
10162,6,2007,4
10162,2,2007,3
10162,12,2007,1
10162,5,2007,1
10162,10,2007,2
10162,7,2007,3
10162,9,2007,3
10162,4,2007,1
10167,11,2007,1
10167,5,2007,2
10167,10,2007,1
10168,7,2007,1
10168,6,2007,1
10170,12,2007,1
11451,2,2007,7
11451,8,2007,7
11451,1,2007,2
11451,4,2007,4
11451,6,2007,13
11451,5,2007,6
11451,3,2007,3
11451,7,2007,6
11451,10,2007,10
11451,11,2007,5
11451,12,2007,4
11451,9,2007,6
10172,10,2007,1
10174,12,2007,1
10174,4,2007,4
10174,8,2007,2
10174,3,2007,6
10174,10,2007,6
10174,9,2007,1
10174,7,2007,3
10174,6,2007,3
10174,2,2007,2
10174,1,2007,4
10177,5,2007,1
11201,1,2007,153
11201,4,2007,175
11201,6,2007,189
11201,8,2007,155
11201,2,2007,128
11201,10,2007,173
11201,7,2007,164
11201,5,2007,184
11201,11,2007,172
11201,3,2007,170
11201,12,2007,154
11201,9,2007,160
11203,2,2007,160
11203,10,2007,214
11203,7,2007,202
11203,11,2007,193
11203,5,2007,216
11203,4,2007,170
11203,9,2007,195
11203,1,2007,224
11203,6,2007,190
11203,12,2007,189
11203,3,2007,183
11203,8,2007,178
11204,10,2007,88
11204,5,2007,78
11204,1,2007,95
11204,7,2007,62
11204,12,2007,88
11204,4,2007,66
11204,11,2007,79
11204,6,2007,68
11204,8,2007,52
11204,9,2007,60
11204,3,2007,72
11204,2,2007,57
11205,8,2007,117
11205,5,2007,110
11205,12,2007,114
11205,11,2007,101
11205,9,2007,124
11205,4,2007,110
11205,6,2007,102
11205,10,2007,126
11205,7,2007,138
11205,2,2007,71
11205,1,2007,111
11205,3,2007,88
11206,3,2007,229
11206,8,2007,267
11206,11,2007,266
11206,10,2007,302
11206,2,2007,187
11206,1,2007,268
11206,6,2007,240
11206,7,2007,266
11206,4,2007,218
11206,12,2007,241
11206,5,2007,238
11206,9,2007,267
11207,2,2007,276
11207,7,2007,392
11207,1,2007,382
11207,4,2007,314
11207,12,2007,321
11207,11,2007,342
11207,10,2007,448
11207,5,2007,393
11207,3,2007,402
11207,8,2007,414
11207,9,2007,434
11207,6,2007,373
11208,2,2007,222
11208,5,2007,283
11208,1,2007,302
11208,8,2007,389
11208,10,2007,383
11208,3,2007,259
11208,9,2007,341
11208,4,2007,282
11208,11,2007,273
11208,12,2007,244
11208,6,2007,303
11208,7,2007,325
11209,10,2007,100
11209,11,2007,95
11209,4,2007,91
11209,12,2007,101
11209,7,2007,79
11209,2,2007,42
11209,9,2007,71
11209,1,2007,86
11209,6,2007,109
11209,5,2007,106
11209,3,2007,63
11209,8,2007,84
11210,4,2007,80
11210,10,2007,118
11210,7,2007,127
11210,6,2007,110
11210,9,2007,137
11210,12,2007,109
11210,11,2007,118
11210,3,2007,108
11210,5,2007,123
11210,2,2007,96
11210,1,2007,110
11210,8,2007,161
11211,8,2007,117
11211,6,2007,152
11211,4,2007,113
11211,1,2007,100
11211,7,2007,120
11211,9,2007,124
11211,2,2007,79
11211,5,2007,138
11211,3,2007,123
11211,10,2007,126
11211,11,2007,119
11211,12,2007,134
11212,11,2007,340
11212,8,2007,374
11212,10,2007,428
11212,6,2007,368
11212,12,2007,281
11212,1,2007,358
11212,2,2007,282
11212,7,2007,349
11212,5,2007,333
11212,3,2007,344
11212,9,2007,411
11212,4,2007,293
11213,10,2007,268
11213,4,2007,218
11213,9,2007,276
11213,6,2007,201
11213,1,2007,229
11213,5,2007,218
11213,11,2007,221
11213,7,2007,196
11213,2,2007,179
11213,3,2007,240
11213,12,2007,239
11213,8,2007,276
11214,10,2007,117
11214,8,2007,121
11214,11,2007,117
11214,3,2007,105
11214,12,2007,125
11214,2,2007,84
11214,7,2007,106
11214,4,2007,123
11214,1,2007,109
11214,9,2007,121
11214,5,2007,104
11214,6,2007,96
11215,12,2007,92
11215,10,2007,84
11215,7,2007,103
11215,4,2007,91
11215,6,2007,109
11215,2,2007,81
11215,8,2007,114
11215,3,2007,80
11215,1,2007,96
11215,5,2007,94
11215,9,2007,112
11215,11,2007,91
10704,10,2007,1
11216,9,2007,271
11216,12,2007,200
11216,8,2007,240
11216,7,2007,245
11216,5,2007,235
11216,4,2007,165
11216,11,2007,264
11216,1,2007,188
11216,2,2007,143
11216,3,2007,197
11216,10,2007,263
11216,6,2007,205
10705,1,2007,1
11217,8,2007,130
11217,11,2007,97
11217,1,2007,105
11217,10,2007,124
11217,6,2007,102
11217,3,2007,104
11217,2,2007,108
11217,5,2007,128
11217,4,2007,101
11217,12,2007,86
11217,7,2007,94
11217,9,2007,116
11218,2,2007,64
11218,6,2007,95
11218,12,2007,68
11218,7,2007,75
11218,9,2007,87
11218,10,2007,96
11218,3,2007,95
11218,5,2007,91
11218,8,2007,91
11218,1,2007,75
11218,11,2007,81
11218,4,2007,59
10451,8,2007,203
10451,5,2007,198
10451,9,2007,158
10451,7,2007,198
10451,4,2007,182
10451,2,2007,130
10451,3,2007,174
10451,12,2007,147
10451,10,2007,183
10451,6,2007,178
10451,1,2007,190
10451,11,2007,159
11219,10,2007,80
11219,6,2007,71
11219,8,2007,88
11219,7,2007,69
11219,2,2007,59
11219,11,2007,59
11219,5,2007,64
11219,9,2007,75
11219,4,2007,59
11219,12,2007,63
11219,3,2007,78
11219,1,2007,77
10452,12,2007,227
10452,6,2007,230
10452,7,2007,260
10452,2,2007,239
10452,8,2007,293
10452,11,2007,254
10452,4,2007,194
10452,5,2007,243
10452,10,2007,263
10452,9,2007,263
10452,3,2007,205
10452,1,2007,220
11220,8,2007,149
11220,3,2007,144
11220,7,2007,164
11220,11,2007,137
11220,9,2007,137
11220,6,2007,147
11220,2,2007,128
11220,4,2007,122
11220,10,2007,145
11220,12,2007,144
11220,5,2007,151
11220,1,2007,135
10453,1,2007,326
10453,9,2007,339
10453,8,2007,355
10453,4,2007,289
10453,12,2007,290
10453,3,2007,320
10453,10,2007,311
10453,2,2007,256
10453,6,2007,309
10453,11,2007,293
10453,7,2007,358
10453,5,2007,364
11221,10,2007,281
11221,5,2007,279
11221,11,2007,244
11221,6,2007,238
11221,9,2007,236
11221,7,2007,268
11221,8,2007,258
11221,2,2007,205
11221,12,2007,233
11221,4,2007,224
11221,1,2007,255
11221,3,2007,233
10454,11,2007,171
10454,6,2007,193
10454,9,2007,196
10454,4,2007,177
10454,1,2007,162
10454,7,2007,194
10454,10,2007,178
10454,3,2007,200
10454,5,2007,179
10454,8,2007,174
10454,2,2007,155
10454,12,2007,154
11222,10,2007,72
11222,2,2007,42
11222,12,2007,66
11222,7,2007,73
11222,11,2007,62
11222,3,2007,45
11222,1,2007,50
11222,5,2007,55
11222,4,2007,59
11222,6,2007,78
11222,8,2007,60
11222,9,2007,55
10199,7,2007,5
10199,2,2007,9
10199,9,2007,10
10199,8,2007,4
10199,6,2007,6
10199,12,2007,6
10199,5,2007,7
10199,4,2007,8
10199,1,2007,13
10199,10,2007,9
10199,11,2007,8
10199,3,2007,3
10455,2,2007,134
10455,4,2007,157
10455,3,2007,164
10455,6,2007,185
10455,11,2007,165
10455,7,2007,184
10455,1,2007,164
10455,9,2007,166
10455,8,2007,189
10455,12,2007,152
10455,10,2007,213
10455,5,2007,218
11223,8,2007,126
11223,1,2007,108
11223,3,2007,92
11223,2,2007,93
11223,7,2007,114
11223,5,2007,117
11223,10,2007,112
11223,6,2007,118
11223,9,2007,99
11223,4,2007,89
11223,11,2007,95
11223,12,2007,114
10456,7,2007,342
10456,6,2007,341
10456,2,2007,347
10456,12,2007,301
10456,1,2007,342
10456,11,2007,328
10456,5,2007,405
10456,8,2007,362
10456,9,2007,395
10456,10,2007,374
10456,4,2007,358
10456,3,2007,358
11224,7,2007,129
11224,3,2007,118
11224,4,2007,103
11224,9,2007,109
11224,10,2007,131
11224,2,2007,89
11224,11,2007,141
11224,12,2007,105
11224,1,2007,108
11224,6,2007,127
11224,5,2007,128
11224,8,2007,137
10457,9,2007,314
10457,7,2007,366
10457,2,2007,251
10457,3,2007,319
10457,12,2007,291
10457,1,2007,327
10457,10,2007,347
10457,6,2007,318
10457,5,2007,346
10457,11,2007,296
10457,4,2007,334
10457,8,2007,315
11225,6,2007,129
11225,9,2007,158
11225,5,2007,206
11225,12,2007,127
11225,10,2007,171
11225,11,2007,127
11225,4,2007,144
11225,2,2007,132
11225,3,2007,169
11225,8,2007,153
11225,1,2007,143
11225,7,2007,125
10458,10,2007,298
10458,5,2007,255
10458,11,2007,260
10458,1,2007,217
10458,7,2007,253
10458,2,2007,203
10458,6,2007,234
10458,12,2007,255
10458,8,2007,251
10458,9,2007,317
10458,3,2007,241
10458,4,2007,217
11226,11,2007,268
11226,1,2007,262
11226,6,2007,296
11226,9,2007,289
11226,5,2007,314
11226,10,2007,292
11226,12,2007,261
11226,3,2007,276
11226,2,2007,263
11226,7,2007,294
11226,4,2007,248
11226,8,2007,306
10459,12,2007,186
10459,11,2007,197
10459,4,2007,162
10459,10,2007,192
10459,8,2007,197
10459,1,2007,152
10459,3,2007,155
10459,7,2007,174
10459,2,2007,152
10459,9,2007,176
10459,6,2007,167
10459,5,2007,193
10460,4,2007,209
10460,5,2007,293
10460,3,2007,243
10460,6,2007,251
10460,12,2007,203
10460,10,2007,243
10460,7,2007,244
10460,11,2007,230
10460,1,2007,291
10460,9,2007,229
10460,8,2007,245
10460,2,2007,242
11228,11,2007,37
11228,3,2007,31
11228,6,2007,29
11228,8,2007,34
11228,12,2007,30
11228,10,2007,39
11228,2,2007,28
11228,9,2007,50
11228,4,2007,30
11228,1,2007,31
11228,7,2007,37
11228,5,2007,38
10461,4,2007,92
10461,8,2007,103
10461,9,2007,85
10461,1,2007,74
10461,7,2007,90
10461,2,2007,65
10461,3,2007,65
10461,5,2007,79
10461,11,2007,102
10461,10,2007,103
10461,12,2007,96
10461,6,2007,81
11229,1,2007,96
11229,12,2007,88
11229,4,2007,88
11229,8,2007,123
11229,2,2007,82
11229,10,2007,106
11229,3,2007,92
11229,6,2007,93
11229,11,2007,108
11229,5,2007,114
11229,7,2007,103
11229,9,2007,100
10462,1,2007,172
10462,7,2007,181
10462,2,2007,137
10462,8,2007,198
10462,9,2007,212
10462,3,2007,158
10462,5,2007,174
10462,4,2007,164
10462,11,2007,150
10462,10,2007,187
10462,6,2007,200
10462,12,2007,152
11230,1,2007,101
11230,6,2007,102
11230,4,2007,88
11230,2,2007,80
11230,11,2007,95
11230,9,2007,98
11230,12,2007,97
11230,5,2007,126
11230,8,2007,101
11230,10,2007,103
11230,7,2007,119
11230,3,2007,110
10463,11,2007,107
10463,2,2007,84
10463,3,2007,89
10463,1,2007,92
10463,12,2007,108
10463,9,2007,114
10463,10,2007,101
10463,6,2007,96
10463,4,2007,107
10463,5,2007,120
10463,8,2007,102
10463,7,2007,128
11231,1,2007,66
11231,5,2007,103
11231,7,2007,69
11231,6,2007,54
11231,3,2007,64
11231,2,2007,58
11231,12,2007,62
11231,8,2007,78
11231,10,2007,62
11231,11,2007,72
11231,9,2007,96
11231,4,2007,47
10464,8,2007,4
10464,12,2007,2
10464,1,2007,1
10464,10,2007,9
10464,6,2007,4
10464,3,2007,8
10464,2,2007,5
10464,5,2007,7
10464,11,2007,7
10464,7,2007,16
10464,4,2007,7
10464,9,2007,11
11232,6,2007,44
11232,12,2007,46
11232,7,2007,57
11232,11,2007,50
11232,9,2007,55
11232,1,2007,59
11232,2,2007,66
11232,3,2007,65
11232,4,2007,65
11232,10,2007,70
11232,5,2007,76
11232,8,2007,91
10465,4,2007,46
10465,7,2007,54
10465,9,2007,73
10465,5,2007,37
10465,2,2007,43
10465,6,2007,56
10465,12,2007,66
10465,8,2007,86
10465,1,2007,48
10465,11,2007,49
10465,3,2007,43
10465,10,2007,67
11233,6,2007,277
11233,10,2007,303
11233,7,2007,297
11233,1,2007,346
11233,8,2007,335
11233,9,2007,315
11233,5,2007,339
11233,11,2007,244
11233,2,2007,270
11233,3,2007,292
11233,12,2007,250
11233,4,2007,290
10466,2,2007,111
10466,9,2007,142
10466,1,2007,142
10466,6,2007,146
10466,11,2007,147
10466,7,2007,144
10466,5,2007,182
10466,4,2007,138
10466,12,2007,129
10466,10,2007,164
10466,8,2007,172
10466,3,2007,147
11234,8,2007,156
11234,6,2007,130
11234,9,2007,167
11234,5,2007,147
11234,3,2007,146
11234,4,2007,116
11234,7,2007,163
11234,1,2007,154
11234,11,2007,162
11234,12,2007,175
11234,10,2007,171
11234,2,2007,113
10467,11,2007,246
10467,8,2007,246
10467,7,2007,239
10467,6,2007,236
10467,9,2007,251
10467,12,2007,184
10467,4,2007,225
10467,3,2007,206
10467,1,2007,228
10467,10,2007,261
10467,2,2007,195
10467,5,2007,240
11235,9,2007,138
11235,4,2007,117
11235,6,2007,139
11235,5,2007,136
11235,2,2007,71
11235,1,2007,147
11235,8,2007,130
11235,10,2007,162
11235,11,2007,150
11235,3,2007,120
11235,12,2007,139
11235,7,2007,137
10468,7,2007,210
10468,10,2007,226
10468,6,2007,226
10468,8,2007,213
10468,4,2007,215
10468,12,2007,245
10468,1,2007,215
10468,3,2007,215
10468,11,2007,229
10468,9,2007,230
10468,5,2007,260
10468,2,2007,204
11236,1,2007,209
11236,7,2007,233
11236,6,2007,211
11236,11,2007,191
11236,12,2007,200
11236,5,2007,227
11236,3,2007,196
11236,4,2007,166
11236,8,2007,232
11236,2,2007,137
11236,10,2007,199
11236,9,2007,214
10469,12,2007,100
10469,10,2007,135
10469,3,2007,118
10469,11,2007,121
10469,9,2007,144
10469,6,2007,115
10469,5,2007,121
10469,8,2007,141
10469,7,2007,152
10469,1,2007,131
10469,4,2007,109
10469,2,2007,84
11237,5,2007,131
11237,2,2007,90
11237,9,2007,135
11237,1,2007,133
11237,12,2007,103
11237,4,2007,119
11237,7,2007,126
11237,3,2007,106
11237,6,2007,140
11237,10,2007,146
11237,8,2007,149
11237,11,2007,133
10470,12,2007,42
10470,10,2007,33
10470,9,2007,55
10470,3,2007,28
10470,4,2007,35
10470,7,2007,46
10470,8,2007,45
10470,5,2007,43
10470,1,2007,34
10470,11,2007,35
10470,6,2007,32
10470,2,2007,26
11238,7,2007,130
11238,4,2007,141
11238,8,2007,179
11238,2,2007,107
11238,11,2007,176
11238,5,2007,137
11238,10,2007,191
11238,1,2007,160
11238,9,2007,179
11238,12,2007,149
11238,3,2007,125
11238,6,2007,144
10471,5,2007,25
10471,8,2007,28
10471,3,2007,17
10471,1,2007,14
10471,2,2007,15
10471,6,2007,17
10471,9,2007,21
10471,11,2007,29
10471,10,2007,23
10471,12,2007,13
10471,4,2007,16
10471,7,2007,25
11239,8,2007,24
11239,4,2007,40
11239,6,2007,23
11239,1,2007,19
11239,12,2007,20
11239,7,2007,28
11239,5,2007,29
11239,11,2007,36
11239,10,2007,29
11239,2,2007,19
11239,9,2007,31
11239,3,2007,23
10472,2,2007,274
10472,11,2007,307
10472,4,2007,312
10472,5,2007,315
10472,12,2007,226
10472,3,2007,315
10472,9,2007,344
10472,8,2007,351
10472,6,2007,330
10472,1,2007,295
10472,7,2007,330
10472,10,2007,388
10473,1,2007,192
10473,7,2007,225
10473,8,2007,244
10473,11,2007,202
10473,4,2007,194
10473,2,2007,139
10473,9,2007,202
10473,12,2007,175
10473,3,2007,223
10473,10,2007,181
10473,5,2007,277
10473,6,2007,210
10474,4,2007,68
10474,11,2007,82
10474,6,2007,93
10474,1,2007,81
10474,5,2007,77
10474,9,2007,79
10474,7,2007,91
10474,8,2007,82
10474,10,2007,57
10474,12,2007,70
10474,2,2007,66
10474,3,2007,69
11242,3,2007,1
11242,4,2007,1
11242,9,2007,1
11242,7,2007,1
11242,1,2007,1
11242,5,2007,1
11242,2,2007,1
11242,11,2007,1
10475,5,2007,71
10475,3,2007,54
10475,11,2007,66
10475,12,2007,61
10475,9,2007,50
10475,1,2007,49
10475,6,2007,58
10475,10,2007,47
10475,7,2007,78
10475,8,2007,58
10475,2,2007,53
10475,4,2007,58
11243,1,2007,1
11243,6,2007,1
11249,7,2007,33
11249,4,2007,18
11249,3,2007,26
11249,11,2007,37
11249,12,2007,37
11249,10,2007,48
11249,6,2007,29
11249,1,2007,34
11249,9,2007,40
11249,2,2007,22
11249,5,2007,25
11249,8,2007,31
11001,8,2007,8
11001,3,2007,2
11001,4,2007,6
11001,2,2007,2
11001,9,2007,1
11001,5,2007,4
11001,11,2007,3
11001,10,2007,1
11001,1,2007,2
11001,12,2007,3
11001,7,2007,3
11001,6,2007,2
11004,2,2007,16
11004,5,2007,13
11004,4,2007,12
11004,10,2007,13
11004,9,2007,10
11004,3,2007,13
11004,11,2007,8
11004,7,2007,9
11004,1,2007,9
11004,6,2007,9
11004,12,2007,4
11004,8,2007,10
11005,8,2007,1
10001,11,2008,237
10001,7,2008,206
10001,8,2008,248
10001,6,2008,231
10001,3,2008,228
10001,9,2008,220
10001,4,2008,177
10001,1,2008,206
10001,5,2008,206
10001,2,2008,171
10001,10,2008,219
10001,12,2008,220
10002,2,2008,146
10002,4,2008,203
10002,8,2008,192
10002,3,2008,172
10002,7,2008,194
10002,6,2008,176
10002,5,2008,180
10002,11,2008,218
10002,9,2008,190
10002,1,2008,161
10002,10,2008,214
10002,12,2008,192
10003,4,2008,174
10003,1,2008,184
10003,10,2008,226
10003,6,2008,164
10003,7,2008,173
10003,2,2008,139
10003,8,2008,215
10003,11,2008,185
10003,12,2008,179
10003,3,2008,161
10003,9,2008,188
10003,5,2008,170
10004,2,2008,16
10004,10,2008,13
10004,12,2008,12
10004,9,2008,12
10004,6,2008,12
10004,3,2008,16
10004,5,2008,14
10004,8,2008,13
10004,4,2008,13
10004,1,2008,14
10004,7,2008,10
10004,11,2008,12
10005,7,2008,11
10005,2,2008,9
10005,9,2008,8
10005,11,2008,8
10005,1,2008,17
10005,12,2008,8
10005,3,2008,8
10005,6,2008,11
10005,5,2008,12
10005,8,2008,14
10005,10,2008,10
10005,4,2008,9
10006,7,2008,9
10006,9,2008,10
10006,10,2008,10
10006,5,2008,8
10006,4,2008,10
10006,1,2008,4
10006,3,2008,8
10006,12,2008,5
10006,11,2008,12
10006,6,2008,11
10006,2,2008,4
10006,8,2008,8
10007,9,2008,31
10007,4,2008,20
10007,2,2008,31
10007,3,2008,27
10007,1,2008,37
10007,8,2008,36
10007,5,2008,40
10007,12,2008,35
10007,10,2008,35
10007,7,2008,25
10007,11,2008,37
10007,6,2008,38
10009,9,2008,108
10009,12,2008,98
10009,8,2008,122
10009,4,2008,134
10009,10,2008,123
10009,6,2008,97
10009,1,2008,147
10009,2,2008,87
10009,7,2008,116
10009,3,2008,111
10009,11,2008,129
10009,5,2008,123
10010,4,2008,62
10010,7,2008,90
10010,6,2008,59
10010,8,2008,78
10010,1,2008,87
10010,10,2008,81
10010,11,2008,88
10010,5,2008,77
10010,3,2008,52
10010,9,2008,84
10010,2,2008,64
10010,12,2008,87
10011,10,2008,160
10011,12,2008,146
10011,11,2008,169
10011,5,2008,175
10011,4,2008,129
10011,6,2008,148
10011,9,2008,174
10011,8,2008,165
10011,1,2008,175
10011,2,2008,132
10011,3,2008,118
10011,7,2008,131
10012,12,2008,93
10012,2,2008,86
10012,4,2008,117
10012,5,2008,102
10012,10,2008,101
10012,1,2008,92
10012,11,2008,115
10012,9,2008,110
10012,8,2008,93
10012,7,2008,96
10012,3,2008,103
10012,6,2008,95
10013,4,2008,82
10013,7,2008,59
10013,9,2008,78
10013,6,2008,96
10013,11,2008,84
10013,3,2008,81
10013,5,2008,108
10013,1,2008,84
10013,12,2008,63
10013,2,2008,75
10013,8,2008,83
10013,10,2008,62
10014,1,2008,117
10014,3,2008,88
10014,6,2008,132
10014,11,2008,111
10014,2,2008,98
10014,9,2008,134
10014,4,2008,105
10014,5,2008,122
10014,8,2008,114
10014,7,2008,112
10014,10,2008,114
10014,12,2008,94
10016,1,2008,142
10016,3,2008,100
10016,2,2008,110
10016,8,2008,139
10016,9,2008,118
10016,6,2008,143
10016,5,2008,116
10016,11,2008,134
10016,10,2008,132
10016,7,2008,125
10016,12,2008,120
10016,4,2008,92
11040,11,2008,1
11040,5,2008,6
11040,7,2008,4
11040,4,2008,3
11040,6,2008,1
11040,1,2008,3
11040,3,2008,3
11040,12,2008,1
11040,2,2008,4
11040,8,2008,1
11040,9,2008,2
10017,11,2008,63
10017,5,2008,70
10017,7,2008,74
10017,3,2008,65
10017,2,2008,49
10017,8,2008,67
10017,9,2008,46
10017,6,2008,79
10017,1,2008,68
10017,12,2008,54
10017,10,2008,84
10017,4,2008,49
10018,11,2008,101
10018,6,2008,107
10018,5,2008,99
10018,1,2008,102
10018,2,2008,105
10018,10,2008,134
10018,3,2008,97
10018,7,2008,113
10018,8,2008,112
10018,9,2008,115
10018,4,2008,91
10018,12,2008,127
10019,1,2008,142
10019,9,2008,151
10019,4,2008,152
10019,6,2008,138
10019,3,2008,168
10019,5,2008,167
10019,10,2008,167
10019,8,2008,149
10019,7,2008,165
10019,2,2008,127
10019,12,2008,169
10019,11,2008,131
10020,8,2008,11
10020,7,2008,9
10020,10,2008,8
10020,9,2008,5
10020,6,2008,8
10020,4,2008,5
10020,1,2008,5
10020,3,2008,3
10020,5,2008,6
10020,2,2008,6
10020,11,2008,8
10020,12,2008,19
10021,1,2008,36
10021,9,2008,35
10021,11,2008,25
10021,7,2008,41
10021,5,2008,38
10021,3,2008,50
10021,12,2008,33
10021,6,2008,26
10021,8,2008,39
10021,10,2008,38
10021,4,2008,27
10021,2,2008,28
10022,8,2008,94
10022,10,2008,109
10022,2,2008,95
10022,11,2008,96
10022,4,2008,98
10022,5,2008,82
10022,12,2008,130
10022,7,2008,99
10022,1,2008,110
10022,6,2008,119
10022,3,2008,111
10022,9,2008,96
10278,3,2008,1
10278,7,2008,1
10278,10,2008,1
10278,1,2008,1
10278,5,2008,1
10278,11,2008,2
10278,12,2008,1
10278,9,2008,1
10023,6,2008,73
10023,12,2008,90
10023,2,2008,73
10023,5,2008,108
10023,8,2008,82
10023,3,2008,89
10023,10,2008,115
10023,4,2008,73
10023,7,2008,71
10023,1,2008,96
10023,11,2008,97
10023,9,2008,80
10279,2,2008,1
10279,6,2008,1
10279,10,2008,1
10024,1,2008,81
10024,7,2008,71
10024,8,2008,72
10024,10,2008,103
10024,11,2008,70
