ZIP,Borough,Neighborhood,Year,Total Adjusted Gross Income (IRS),Number of Returns (IRS),AGI,AGIadj2015,AdjacentIncome,Median HH Income ($),Mean HH Income ($),Median Home Value ($/sq. foot),% Employed,% Unemployed,% Not in Labor Force,Bordering Water,Number of Subway Stations in ZIP,Stops in ZIP,Number of Subway Lines Serving ZIP,Lines Serving ZIP,Number of Parks,Number of Playgrounds,Park Acreage,LandSqMile,Latitude,Longitude,adjacentZIP,Zillow_value,ZillowAdj,Zillow_value2,ZillowAdj2,AdjacentZillow2,Proximity,Coffees,NewCoffees
10001,Manhattan,Chelsea and Clinton,2001,"$884,714,000 ","8,607",102790,137509.8059,306856.96,,,,,,,Y,6,"34 St - Herald Sq, 28 St, 34 St - Penn Station, 34 St - Herald Sq, 34 St - Penn Station, 28 St",13,"N, Q, R, W, A, C, E, B, D, F, M, 1, 2",4,1,5.239,0.6,40.750633,-73.997177,"10018, 10016, 10010, 10011",,0,0,0,0,0.006202142,,
10001,Manhattan,Chelsea and Clinton,2002,"$787,935,000 ","8,489",92818,122214.0964,259898.84,,,,,,,Y,6,"34 St - Herald Sq, 28 St, 34 St - Penn Station, 34 St - Herald Sq, 34 St - Penn Station, 28 St",13,"N, Q, R, W, A, C, E, B, D, F, M, 1, 2",4,1,5.239,0.6,40.750633,-73.997177,"10018, 10016, 10010, 10011",,0,0,0,0,0.006202142,,
10001,Manhattan,Chelsea and Clinton,2004,"$976,187,000 ","11,553",84496,105895.9054,227954.86,,,,,,,Y,6,"34 St - Herald Sq, 28 St, 34 St - Penn Station, 34 St - Herald Sq, 34 St - Penn Station, 28 St",13,"N, Q, R, W, A, C, E, B, D, F, M, 1, 2",4,1,5.239,0.6,40.750633,-73.997177,"10018, 10016, 10010, 10011",0.462470726,0.579598516,0,0,0,0.006202142,,
10001,Manhattan,Chelsea and Clinton,2005,"$1,134,868,000 ","11,508",98616,119528.0576,283165.54,,,,,,,Y,6,"34 St - Herald Sq, 28 St, 34 St - Penn Station, 34 St - Herald Sq, 34 St - Penn Station, 28 St",13,"N, Q, R, W, A, C, E, B, D, F, M, 1, 2",4,1,5.239,0.6,40.750633,-73.997177,"10018, 10016, 10010, 10011",0.551668618,0.66865294,0.551668618,0.66865294,0.71,0.006202142,,
10001,Manhattan,Chelsea and Clinton,2006,"$1,385,158,000 ","11,962",115797,136000.3699,285514.51,,,,,,,Y,6,"34 St - Herald Sq, 28 St, 34 St - Penn Station, 34 St - Herald Sq, 34 St - Penn Station, 28 St",13,"N, Q, R, W, A, C, E, B, D, F, M, 1, 2",4,1,5.239,0.6,40.750633,-73.997177,"10018, 10016, 10010, 10011",0.650322014,0.763785197,0.650322014,0.763785197,0.79,0.006202142,,
10001,Manhattan,Chelsea and Clinton,2007,"$1,831,938,000 ","13,575",134949,154176.9101,330519.7,,,,,,,Y,6,"34 St - Herald Sq, 28 St, 34 St - Penn Station, 34 St - Herald Sq, 34 St - Penn Station, 28 St",13,"N, Q, R, W, A, C, E, B, D, F, M, 1, 2",4,1,5.239,0.6,40.750633,-73.997177,"10018, 10016, 10010, 10011",0.673009368,0.768901621,0.673009368,0.768901621,0.82,0.006202142,,
10001,Manhattan,Chelsea and Clinton,2008,"$1,541,045,000 ","12,534",122949,135324.7752,249423.64,,,,,,,Y,6,"34 St - Herald Sq, 28 St, 34 St - Penn Station, 34 St - Herald Sq, 34 St - Penn Station, 28 St",13,"N, Q, R, W, A, C, E, B, D, F, M, 1, 2",4,1,5.239,0.6,40.750633,-73.997177,"10018, 10016, 10010, 10011",0.716627635,0.788761792,0.716627635,0.788761792,0.83,0.006202142,,
10001,Manhattan,Chelsea and Clinton,2009,"$1,644,776,000 ","12,393",132718,146663.7562,224795.26,,,,,,,Y,6,"34 St - Herald Sq, 28 St, 34 St - Penn Station, 34 St - Herald Sq, 34 St - Penn Station, 28 St",13,"N, Q, R, W, A, C, E, B, D, F, M, 1, 2",4,1,5.239,0.6,40.750633,-73.997177,"10018, 10016, 10010, 10011",0.654517955,0.723293463,0.654517955,0.723293463,0.76,0.006202142,,
10001,Manhattan,Chelsea and Clinton,2010,"$1,699,184,000 ","13,202",128707,139991.4251,278320.88,,,,,,,Y,6,"34 St - Herald Sq, 28 St, 34 St - Penn Station, 34 St - Herald Sq, 34 St - Penn Station, 28 St",13,"N, Q, R, W, A, C, E, B, D, F, M, 1, 2",4,1,5.239,0.6,40.750633,-73.997177,"10018, 10016, 10010, 10011",0.62265808,0.677249815,0.62265808,0.677249815,0.69,0.006202142,,
10001,Manhattan,Chelsea and Clinton,2011,"$1,764,658,000 ","13,590",129850,136855.2693,247612.13,"$67,795.00 ","$121,403.00 ","$1,105.67 ",65.60%,6.30%,28.10%,Y,6,"34 St - Herald Sq, 28 St, 34 St - Penn Station, 34 St - Herald Sq, 34 St - Penn Station, 28 St",13,"N, Q, R, W, A, C, E, B, D, F, M, 1, 2",4,1,5.239,0.6,40.750633,-73.997177,"10018, 10016, 10010, 10011",0.647345824,0.682269442,0.647345824,0.682269442,0.64,0.006202142,,
10001,Manhattan,Chelsea and Clinton,2012,"$1,915,739,000 ","13,300",144041,148689.3817,299832.99,"$76,138.00 ","$136,992.00 ","$1,182.17 ",65.90%,6.30%,27.80%,Y,6,"34 St - Herald Sq, 28 St, 34 St - Penn Station, 34 St - Herald Sq, 34 St - Penn Station, 28 St",13,"N, Q, R, W, A, C, E, B, D, F, M, 1, 2",4,1,5.239,0.6,40.750633,-73.997177,"10018, 10016, 10010, 10011",0.692135051,0.714471107,0.692135051,0.714471107,0.68,0.006202142,,
10001,Manhattan,Chelsea and Clinton,2013,"$2,094,642,000 ","13,720",152671,155268.8497,288204.28,"$81,671.00 ","$157,557.00 ","$1,348.67 ",65.30%,6.50%,28.20%,Y,6,"34 St - Herald Sq, 28 St, 34 St - Penn Station, 34 St - Herald Sq, 34 St - Penn Station, 28 St",13,"N, Q, R, W, A, C, E, B, D, F, M, 1, 2",4,1,5.239,0.6,40.750633,-73.997177,"10018, 10016, 10010, 10011",0.789617486,0.803053617,0.789617486,0.803053617,0.75,0.006202142,4,0
10001,Manhattan,Chelsea and Clinton,2014,"$2,363,960,000 ","14,080",167895,168062.895,291979.19,"$81,445.00 ","$151,316.00 ","$1,535.83 ",65%,6.20%,28.80%,Y,6,"34 St - Herald Sq, 28 St, 34 St - Penn Station, 34 St - Herald Sq, 34 St - Penn Station, 28 St",13,"N, Q, R, W, A, C, E, B, D, F, M, 1, 2",4,1,5.239,0.6,40.750633,-73.997177,"10018, 10016, 10010, 10011",0.899199844,0.900099044,0.899199844,0.900099044,0.88,0.006202142,18,1
10001,Manhattan,Chelsea and Clinton,2015,"$2,368,986,000 ","14,310",165548,165548,292593.25,"$86,801.00 ","$158,183.00 ","$1,618.42 ",64.70%,5.90%,29.40%,Y,6,"34 St - Herald Sq, 28 St, 34 St - Penn Station, 34 St - Herald Sq, 34 St - Penn Station, 28 St",13,"N, Q, R, W, A, C, E, B, D, F, M, 1, 2",4,1,5.239,0.6,40.750633,-73.997177,"10018, 10016, 10010, 10011",0.930598248,0.930598248,0.930598248,0.930598248,0.97,0.006202142,34,3
10002,Manhattan,Lower East Side,2001,"$1,013,271,000 ","30,128",33632,44992.02054,147932.94,,,,,,,Y,6,"Essex St, Bowery, Grand St, 2 Av, Delancey St, East Broadway",6,"J, M, Z, B, D, F",18,10,87.55,0.9,40.715775,-73.986212," 10009, 10003, 10012, 10013, 10038",,0,0,0,0,0.021629012,,
10002,Manhattan,Lower East Side,2002,"$1,014,170,000 ","30,066",33731,44413.83876,136470.87,,,,,,,Y,6,"Essex St, Bowery, Grand St, 2 Av, Delancey St, East Broadway",6,"J, M, Z, B, D, F",18,10,87.55,0.9,40.715775,-73.986212," 10009, 10003, 10012, 10013, 10038",,0,0,0,0,0.021629012,,
10002,Manhattan,Lower East Side,2004,"$1,159,588,000 ","40,975",28300,35467.40819,125981.99,,,,,,,Y,6,"Essex St, Bowery, Grand St, 2 Av, Delancey St, East Broadway",6,"J, M, Z, B, D, F",18,10,87.55,0.9,40.715775,-73.986212," 10009, 10003, 10012, 10013, 10038",,0,0,0,0,0.019185543,,
10002,Manhattan,Lower East Side,2005,"$1,300,710,000 ","42,171",30844,37384.63745,145386.53,,,,,,,Y,6,"Essex St, Bowery, Grand St, 2 Av, Delancey St, East Broadway",6,"J, M, Z, B, D, F",18,10,87.55,0.9,40.715775,-73.986212," 10009, 10003, 10012, 10013, 10038",0.547187728,0.663221853,0.547187728,0.663221853,0.69,0.019185543,,
10002,Manhattan,Lower East Side,2006,"$1,477,878,000 ","44,024",33570,39427.0354,161426.99,,,,,,,Y,6,"Essex St, Bowery, Grand St, 2 Av, Delancey St, East Broadway",6,"J, M, Z, B, D, F",18,10,87.55,0.9,40.715775,-73.986212," 10009, 10003, 10012, 10013, 10038",0.642257122,0.754313205,0.642257122,0.754313205,0.76,0.019185543,,
10002,Manhattan,Lower East Side,2007,"$1,748,633,000 ","50,732",34468,39379.09683,177000.75,,,,,,,Y,6,"Essex St, Bowery, Grand St, 2 Av, Delancey St, East Broadway",6,"J, M, Z, B, D, F",18,10,87.55,0.9,40.715775,-73.986212," 10009, 10003, 10012, 10013, 10038",0.703250548,0.803451649,0.703250548,0.803451649,0.8,0.019185543,,
10002,Manhattan,Lower East Side,2008,"$1,743,798,000 ","45,236",38549,42429.25732,170185.03,,,,,,,Y,6,"Essex St, Bowery, Grand St, 2 Av, Delancey St, East Broadway",6,"J, M, Z, B, D, F",18,10,87.55,0.9,40.715775,-73.986212," 10009, 10003, 10012, 10013, 10038",0.742147553,0.816850489,0.742147553,0.816850489,0.83,0.016326233,,
10002,Manhattan,Lower East Side,2009,"$1,652,980,000 ","44,144",37445,41379.64971,147975.7,,,,,,,Y,6,"Essex St, Bowery, Grand St, 2 Av, Delancey St, East Broadway",6,"J, M, Z, B, D, F",18,10,87.55,0.9,40.715775,-73.986212," 10009, 10003, 10012, 10013, 10038",0.68742391,0.759657113,0.68742391,0.759657113,0.77,0.019185543,,
10002,Manhattan,Lower East Side,2010,"$1,791,614,000 ","44,718",40065,43577.71097,165345.57,,,,,,,Y,6,"Essex St, Bowery, Grand St, 2 Av, Delancey St, East Broadway",6,"J, M, Z, B, D, F",18,10,87.55,0.9,40.715775,-73.986212," 10009, 10003, 10012, 10013, 10038",0.678293158,0.737762715,0.678293158,0.737762715,0.69,0.016326233,,
10002,Manhattan,Lower East Side,2011,"$1,840,625,000 ","44,538",41327,43556.54768,169647.2,"$32,407.00 ","$57,063.00 ",$936.75 ,50.80%,5.90%,43.30%,Y,6,"Essex St, Bowery, Grand St, 2 Av, Delancey St, East Broadway",6,"J, M, Z, B, D, F",18,10,87.55,0.9,40.715775,-73.986212," 10009, 10003, 10012, 10013, 10038",0.684258583,0.721173606,0.684258583,0.721173606,0.69,0.019185543,,
10002,Manhattan,Lower East Side,2012,"$1,944,420,000 ","43,460",44740,46183.81528,197645.46,"$32,265.00 ","$58,104.00 ",$987.25 ,50.30%,6%,43.60%,Y,6,"Essex St, Bowery, Grand St, 2 Av, Delancey St, East Broadway",6,"J, M, Z, B, D, F",18,10,87.55,0.9,40.715775,-73.986212," 10009, 10003, 10012, 10013, 10038",0.721146822,0.744419124,0.721146822,0.744419124,0.71,0.019185543,,
10002,Manhattan,Lower East Side,2013,"$2,002,349,000 ","43,410",46126,46910.88002,189165.18,"$33,218.00 ","$60,347.00 ","$1,041.75 ",49.70%,6.50%,43.60%,Y,6,"Essex St, Bowery, Grand St, 2 Av, Delancey St, East Broadway",6,"J, M, Z, B, D, F",18,10,87.55,0.9,40.715775,-73.986212," 10009, 10003, 10012, 10013, 10038",0.760956903,0.773905346,0.760956903,0.773905346,0.78,0.019185543,0,0
10002,Manhattan,Lower East Side,2014,"$2,215,542,000 ","43,370",51085,51136.085,220101.28,"$32,966.00 ","$60,564.00 ","$1,125.67 ",50%,6.20%,43.70%,Y,6,"Essex St, Bowery, Grand St, 2 Av, Delancey St, East Broadway",6,"J, M, Z, B, D, F",18,10,87.55,0.9,40.715775,-73.986212," 10009, 10003, 10012, 10013, 10038",0.822254687,0.823076942,0.822254687,0.823076942,0.88,0.015393492,8,0
10002,Manhattan,Lower East Side,2015,"$2,302,242,000 ","43,190",53305,53305,231646.4,"$33,726.00 ","$61,946.00 ","$1,222.08 ",51%,5%,43.90%,Y,6,"Essex St, Bowery, Grand St, 2 Av, Delancey St, East Broadway",6,"J, M, Z, B, D, F",18,10,87.55,0.9,40.715775,-73.986212," 10009, 10003, 10012, 10013, 10038",0.898890511,0.898890511,0.898890511,0.898890511,0.95,0.016326233,23,3
10003,Manhattan,Lower East Side,2001,"$3,154,452,000 ","22,733",138761,185630.8802,132498.24,,,,,,,N,6,"14 St - Union Sq, 8 St - NYU, Union Sq - 14 St, 3 Av, 14 St - Union Sq, Astor Pl",8,"N, Q, R, W, L, 4, 5, 6",10,1,13.488,0.6,40.731829,-73.989181,"10011, 10010, 10009, 10002, 10012",,0,0,0,0,0.023816981,,
10003,Manhattan,Lower East Side,2002,"$2,748,587,000 ","22,098",124382,163774.6314,123925.03,,,,,,,N,6,"14 St - Union Sq, 8 St - NYU, Union Sq - 14 St, 3 Av, 14 St - Union Sq, Astor Pl",8,"N, Q, R, W, L, 4, 5, 6",10,1,13.488,0.6,40.731829,-73.989181,"10011, 10010, 10009, 10002, 10012",,0,0,0,0,0.017259417,,
10003,Manhattan,Lower East Side,2004,"$3,567,904,000 ","28,746",124118,155552.7834,107052.92,,,,,,,N,6,"14 St - Union Sq, 8 St - NYU, Union Sq - 14 St, 3 Av, 14 St - Union Sq, Astor Pl",8,"N, Q, R, W, L, 4, 5, 6",10,1,13.488,0.6,40.731829,-73.989181,"10011, 10010, 10009, 10002, 10012",,0,0,0,0,0.01961327,,
10003,Manhattan,Lower East Side,2005,"$4,044,945,000 ","28,278",143042,173374.8318,121387.35,,,,,,,N,6,"14 St - Union Sq, 8 St - NYU, Union Sq - 14 St, 3 Av, 14 St - Union Sq, Astor Pl",8,"N, Q, R, W, L, 4, 5, 6",10,1,13.488,0.6,40.731829,-73.989181,"10011, 10010, 10009, 10002, 10012",,0,0.570415293,0.691374949,0.7,0.01961327,,
10003,Manhattan,Lower East Side,2006,"$4,798,911,000 ","28,400",168976,198457.6328,132568.33,,,,,,,N,6,"14 St - Union Sq, 8 St - NYU, Union Sq - 14 St, 3 Av, 14 St - Union Sq, Astor Pl",8,"N, Q, R, W, L, 4, 5, 6",10,1,13.488,0.6,40.731829,-73.989181,"10011, 10010, 10009, 10002, 10012",,0,0.61794999,0.725765151,0.77,0.017259417,,
10003,Manhattan,Lower East Side,2007,"$5,561,753,000 ","29,833",186430,212993.0666,152503.63,,,,,,,N,6,"14 St - Union Sq, 8 St - NYU, Union Sq - 14 St, 3 Av, 14 St - Union Sq, Astor Pl",8,"N, Q, R, W, L, 4, 5, 6",10,1,13.488,0.6,40.731829,-73.989181,"10011, 10010, 10009, 10002, 10012",,0,0.725613369,0.829000787,0.81,0.017259417,,
10003,Manhattan,Lower East Side,2008,"$5,305,915,000 ","28,817",184124,202657.5157,140461.99,,,,,,,N,6,"14 St - Union Sq, 8 St - NYU, Union Sq - 14 St, 3 Av, 14 St - Union Sq, Astor Pl",8,"N, Q, R, W, L, 4, 5, 6",10,1,13.488,0.6,40.731829,-73.989181,"10011, 10010, 10009, 10002, 10012",,0,0.769704729,0.847181509,0.83,0,,
10003,Manhattan,Lower East Side,2009,"$4,554,175,000 ","28,745",158434,175081.9448,122809.76,,,,,,,N,6,"14 St - Union Sq, 8 St - NYU, Union Sq - 14 St, 3 Av, 14 St - Union Sq, Astor Pl",8,"N, Q, R, W, L, 4, 5, 6",10,1,13.488,0.6,40.731829,-73.989181,"10011, 10010, 10009, 10002, 10012",,0,0.705438146,0.779564251,0.77,0.015332802,,
10003,Manhattan,Lower East Side,2010,"$5,385,068,000 ","29,535",182328,198313.6625,134851.29,,,,,,,N,6,"14 St - Union Sq, 8 St - NYU, Union Sq - 14 St, 3 Av, 14 St - Union Sq, Astor Pl",8,"N, Q, R, W, L, 4, 5, 6",10,1,13.488,0.6,40.731829,-73.989181,"10011, 10010, 10009, 10002, 10012",0.576860762,0.627437204,0.576860762,0.627437204,0.69,0,,
10003,Manhattan,Lower East Side,2011,"$5,576,134,000 ","30,025",185716,195735.1806,142709.74,"$88,601.00 ","$140,822.00 ","$1,274.73 ",64.10%,4.70%,31.10%,N,6,"14 St - Union Sq, 8 St - NYU, Union Sq - 14 St, 3 Av, 14 St - Union Sq, Astor Pl",8,"N, Q, R, W, L, 4, 5, 6",10,1,13.488,0.6,40.731829,-73.989181,"10011, 10010, 10009, 10002, 10012",0.589956237,0.621783748,0.589956237,0.621783748,0.66,0.015332802,,
10003,Manhattan,Lower East Side,2012,"$5,989,687,000 ","29,360",204008,210591.5911,159039.76,"$91,767.00 ","$142,795.00 ","$1,264.73 ",63.60%,4.80%,31.60%,N,6,"14 St - Union Sq, 8 St - NYU, Union Sq - 14 St, 3 Av, 14 St - Union Sq, Astor Pl",8,"N, Q, R, W, L, 4, 5, 6",10,1,13.488,0.6,40.731829,-73.989181,"10011, 10010, 10009, 10002, 10012",0.627798132,0.648057956,0.627798132,0.648057956,0.69,0.010016445,,
10003,Manhattan,Lower East Side,2013,"$6,135,126,000 ","29,340",209104,212662.1137,156578.16,"$92,540.00 ","$146,769.00 ","$1,299.94 ",63.40%,4.60%,32%,N,6,"14 St - Union Sq, 8 St - NYU, Union Sq - 14 St, 3 Av, 14 St - Union Sq, Astor Pl",8,"N, Q, R, W, L, 4, 5, 6",10,1,13.488,0.6,40.731829,-73.989181,"10011, 10010, 10009, 10002, 10012",0.702101707,0.71404867,0.702101707,0.71404867,0.75,0.015332802,1,0
10003,Manhattan,Lower East Side,2014,"$6,910,992,000 ","29,810",231835,232066.835,173888.92,"$97,524.00 ","$156,983.00 ","$1,549.50 ",65.20%,4.60%,30.30%,N,6,"14 St - Union Sq, 8 St - NYU, Union Sq - 14 St, 3 Av, 14 St - Union Sq, Astor Pl",8,"N, Q, R, W, L, 4, 5, 6",10,1,13.488,0.6,40.731829,-73.989181,"10011, 10010, 10009, 10002, 10012",0.887476667,0.888364144,0.887476667,0.888364144,0.86,0.010871712,26,1
10003,Manhattan,Lower East Side,2015,"$7,459,928,000 ","30,050",248251,248251,185095.2,"$98,151.00 ","$161,692.00 ","$1,816.36 ",63.50%,4.10%,32.40%,N,6,"14 St - Union Sq, 8 St - NYU, Union Sq - 14 St, 3 Av, 14 St - Union Sq, Astor Pl",8,"N, Q, R, W, L, 4, 5, 6",10,1,13.488,0.6,40.731829,-73.989181,"10011, 10010, 10009, 10002, 10012",1.001988417,1.001988417,1.001988417,1.001988417,0.95,0,41,5
10004,Manhattan,Lower Manhattan,2001,"$2,133,999,000 ","1,027",2077896,2779755.575,1022578.07,,,,,,,Y,3,"Whitehall St, South Ferry, Bowling Green",6,"R, W, 1, 4, 5,",2,0,1.744,0.6,40.68863,-74.018244,"10280, 10006, 10005",,0,0,0,0,0,,
10004,Manhattan,Lower Manhattan,2002,"$1,976,860,000 ","1,203",1643275,2163711.449,732002.11,,,,,,,Y,3,"Whitehall St, South Ferry, Bowling Green",6,"R, W, 1, 4, 5,",2,0,1.744,0.6,40.68863,-74.018244,"10280, 10006, 10005",,0,0,0,0,0,,
10004,Manhattan,Lower Manhattan,2004,"$1,922,842,000 ","1,613",1192091,1494006.293,547257.51,,,,,,,Y,3,"Whitehall St, South Ferry, Bowling Green",6,"R, W, 1, 4, 5,",2,0,1.744,0.6,40.68863,-74.018244,"10280, 10006, 10005",,0,0,0,0,0,,
10004,Manhattan,Lower Manhattan,2005,"$1,913,469,000 ","1,482",1291140,1564933.238,474800.49,,,,,,,Y,3,"Whitehall St, South Ferry, Bowling Green",6,"R, W, 1, 4, 5,",2,0,1.744,0.6,40.68863,-74.018244,"10280, 10006, 10005",0.579634494,0.702549132,0.579634494,0.702549132,0.76,0,,
10004,Manhattan,Lower Manhattan,2006,"$757,490,000 ","1,640",461884,542469.9678,484108.09,,,,,,,Y,3,"Whitehall St, South Ferry, Bowling Green",6,"R, W, 1, 4, 5,",2,0,1.744,0.6,40.68863,-74.018244,"10280, 10006, 10005",0.638138842,0.749476399,0.638138842,0.749476399,0.82,0,,
10004,Manhattan,Lower Manhattan,2007,"$683,916,000 ","1,713",399250,456136.2541,561552.38,,,,,,,Y,3,"Whitehall St, South Ferry, Bowling Green",6,"R, W, 1, 4, 5,",2,0,1.744,0.6,40.68863,-74.018244,"10280, 10006, 10005",0.693409505,0.792208426,0.693409505,0.792208426,0.86,0,,
10004,Manhattan,Lower Manhattan,2008,"$972,784,000 ","1,967",494552,544332.5135,362521.09,,,,,,,Y,3,"Whitehall St, South Ferry, Bowling Green",6,"R, W, 1, 4, 5,",2,0,1.744,0.6,40.68863,-74.018244,"10280, 10006, 10005",0.742642549,0.81739531,0.742642549,0.81739531,0.91,0,,
10004,Manhattan,Lower Manhattan,2009,"$485,592,000 ","1,910",254237,280951.7426,345569.34,,,,,,,Y,3,"Whitehall St, South Ferry, Bowling Green",6,"R, W, 1, 4, 5,",2,0,1.744,0.6,40.68863,-74.018244,"10280, 10006, 10005",0.757381424,0.83696563,0.757381424,0.83696563,0.87,0,,
10004,Manhattan,Lower Manhattan,2010,"$615,469,000 ","2,102",292802,318473.5038,388712.67,,,,,,,Y,3,"Whitehall St, South Ferry, Bowling Green",6,"R, W, 1, 4, 5,",2,0,1.744,0.6,40.68863,-74.018244,"10280, 10006, 10005",0.713469482,0.776023134,0.713469482,0.776023134,0.75,0,,
10004,Manhattan,Lower Manhattan,2011,"$698,981,000 ","2,335",299349,315498.5601,361860.02,"$127,448.00 ","$245,827.00 ","$1,055.42 ",81.90%,8.10%,10.10%,Y,3,"Whitehall St, South Ferry, Bowling Green",6,"R, W, 1, 4, 5,",2,0,1.744,0.6,40.68863,-74.018244,"10280, 10006, 10005",0.698339057,0.736013706,0.698339057,0.736013706,0.73,0,,
10004,Manhattan,Lower Manhattan,2012,"$879,963,000 ","2,420",363621,375355.5006,462611.32,"$127,281.00 ","$237,755.00 ","$1,056.00 ",81.10%,8.10%,10.80%,Y,3,"Whitehall St, South Ferry, Bowling Green",6,"R, W, 1, 4, 5,",2,0,1.744,0.6,40.68863,-74.018244,"10280, 10006, 10005",0.683362979,0.70541595,0.683362979,0.70541595,0.75,0,,
10004,Manhattan,Lower Manhattan,2013,"$892,142,000 ","2,580",345791,351674.9797,444388.19,"$129,313.00 ","$206,142.00 ","$1,164.75 ",82.30%,8.40%,9.30%,Y,3,"Whitehall St, South Ferry, Bowling Green",6,"R, W, 1, 4, 5,",2,0,1.744,0.6,40.68863,-74.018244,"10280, 10006, 10005",0.758183951,0.771085209,0.758183951,0.771085209,0.79,0,1,0
10004,Manhattan,Lower Manhattan,2014,"$925,417,000 ","2,540",364337,364701.337,443850.74,"$123,409.00 ","$181,042.00 ","$1,309.00 ",80%,8%,12.10%,Y,3,"Whitehall St, South Ferry, Bowling Green",6,"R, W, 1, 4, 5,",2,0,1.744,0.6,40.68863,-74.018244,"10280, 10006, 10005",0.857847081,0.858704928,0.857847081,0.858704928,0.85,0,8,2
10004,Manhattan,Lower Manhattan,2015,"$1,006,217,000 ","2,490",404103,404103,339091.33,"$119,691.00 ","$177,262.00 ","$1,379.92 ",79.30%,5.20%,15.60%,Y,3,"Whitehall St, South Ferry, Bowling Green",6,"R, W, 1, 4, 5,",2,0,1.744,0.6,40.68863,-74.018244,"10280, 10006, 10005",0.907804042,0.907804042,0.907804042,0.907804042,0.92,0,13,0
10005,Manhattan,Lower Manhattan,2001,"$1,336,186,000 ",712,1876666,2510555.281,1065468.45,,,,,,,Y,1,Wall St,2,"2, 3",1,0,0.117,0.1,40.706027,-74.008835,"10038, 10006, 10004",,0,0,0,0,0,,
10005,Manhattan,Lower Manhattan,2002,"$1,006,661,000 ",729,1380879,1818212.838,814151.45,,,,,,,Y,1,Wall St,2,"2, 3",1,0,0.117,0.1,40.706027,-74.008835,"10038, 10006, 10004",,0,0,0,0,0,,
10005,Manhattan,Lower Manhattan,2004,"$2,352,792,000 ","2,305",1020734,1279250.51,588253.07,,,,,,,Y,1,Wall St,2,"2, 3",1,0,0.117,0.1,40.706027,-74.008835,"10038, 10006, 10004",0.624172185,0.782253345,0,0,0,0,,
10005,Manhattan,Lower Manhattan,2005,"$2,490,521,000 ","2,850",873867,1059175.236,612342.12,,,,,,,Y,1,Wall St,2,"2, 3",1,0,0.117,0.1,40.706027,-74.008835,"10038, 10006, 10004",0.618730304,0.74993542,0.618730304,0.74993542,0.75,0,,
10005,Manhattan,Lower Manhattan,2006,"$3,157,738,000 ","3,476",908440,1066937.624,277664.83,,,,,,,Y,1,Wall St,2,"2, 3",1,0,0.117,0.1,40.706027,-74.008835,"10038, 10006, 10004",0.665236869,0.781302281,0.665236869,0.781302281,0.82,0,,
10005,Manhattan,Lower Manhattan,2007,"$4,604,121,000 ","4,150",1109427,1267501.255,252073.98,,,,,,,Y,1,Wall St,2,"2, 3",1,0,0.117,0.1,40.706027,-74.008835,"10038, 10006, 10004",0.708279159,0.80919675,0.708279159,0.80919675,0.85,0,,
10005,Manhattan,Lower Manhattan,2008,"$3,002,195,000 ","4,697",639173,703510.7444,277323.21,,,,,,,Y,1,Wall St,2,"2, 3",1,0,0.117,0.1,40.706027,-74.008835,"10038, 10006, 10004",0.770581454,0.848146484,0.770581454,0.848146484,0.88,0,,
10005,Manhattan,Lower Manhattan,2009,"$3,172,495,000 ","5,051",628092,694090.7183,180541.77,,,,,,,Y,1,Wall St,2,"2, 3",1,0,0.117,0.1,40.706027,-74.008835,"10038, 10006, 10004",0.765951614,0.84643636,0.765951614,0.84643636,0.85,0,,
10005,Manhattan,Lower Manhattan,2010,"$3,889,908,000 ","5,281",736585,801165.3123,198909.35,,,,,,,Y,1,Wall St,2,"2, 3",1,0,0.117,0.1,40.706027,-74.008835,"10038, 10006, 10004",0.722098463,0.785408664,0.722098463,0.785408664,0.75,0,,
10005,Manhattan,Lower Manhattan,2011,"$3,658,870,000 ","5,603",653020,688249.7342,212287.1,"$117,885.00 ","$159,876.00 ",$979.92 ,80.50%,5.30%,14.10%,Y,1,Wall St,2,"2, 3",1,0,0.117,0.1,40.706027,-74.008835,"10038, 10006, 10004",0.713094491,0.75156518,0.713094491,0.75156518,0.73,0,,
10005,Manhattan,Lower Manhattan,2012,"$5,488,231,000 ","5,580",983554,1015294.507,224216.88,"$120,729.00 ","$164,318.00 ",$996.00 ,80.50%,4.70%,14.80%,Y,1,Wall St,2,"2, 3",1,0,0.117,0.1,40.706027,-74.008835,"10038, 10006, 10004",0.72291493,0.746244291,0.72291493,0.746244291,0.75,0,,
10005,Manhattan,Lower Manhattan,2013,"$5,343,796,000 ","5,660",944134,960199.3841,217099.35,"$124,670.00 ","$178,458.00 ","$1,038.58 ",84%,3.40%,12.50%,Y,1,Wall St,2,"2, 3",1,0,0.117,0.1,40.706027,-74.008835,"10038, 10006, 10004",0.741701223,0.754322011,0.741701223,0.754322011,0.8,0,2,1
10005,Manhattan,Lower Manhattan,2014,"$5,545,849,000 ","5,890",941570,942511.57,222240.02,"$121,840.00 ","$175,864.00 ","$1,110.08 ",83.70%,2.80%,13.50%,Y,1,Wall St,2,"2, 3",1,0,0.117,0.1,40.706027,-74.008835,"10038, 10006, 10004",0.819628143,0.820447771,0.819628143,0.820447771,0.87,0,3,1
