ZIP,Borough,Neighborhood,Year,Total Adjusted Gross Income (IRS),Number of Returns (IRS),AGI,AGIadj2015,AdjacentIncome,Median HH Income ($),Mean HH Income ($),Median Home Value ($/sq. foot),% Employed,% Unemployed,% Not in Labor Force,Bordering Water,Number of Subway Stations in ZIP,Stops in ZIP,Number of Subway Lines Serving ZIP,Lines Serving ZIP,Number of Parks,Number of Playgrounds,Park Acreage,LandSqMile,Latitude,Longitude,adjacentZIP,Zillow_value,ZillowAdj,Zillow_value2,ZillowAdj2,AdjacentZillow2,Proximity,Coffees,NewCoffees
10019,Manhattan,Chelsea and Clinton,2013,"$6,040,781,000 ","24,200",249619,253866.5169,348685.63,"$84,424.00 ","$135,288.00 ","$1,207.22 ",68.60%,5%,26.40%,Y,7,"5 Av/59 St, 57 St - 7 Av, 49 St, 50 St, 57 St, 7 Av, 50 St",10,"N, W, R, Q, C, E, F, B, D, 1",3,1,7.127,0.7,40.765823,-73.987169,"10023, 10022, 10036",0.848320684,0.862755709,0.848320684,0.862755709,0.8,0,1,0
10019,Manhattan,Chelsea and Clinton,2014,"$7,197,519,000 ","24,490",293896,294189.896,394088.7,"$90,174.00 ","$137,685.00 ","$1,400.54 ",69.10%,4.50%,26.30%,Y,7,"5 Av/59 St, 57 St - 7 Av, 49 St, 50 St, 57 St, 7 Av, 50 St",10,"N, W, R, Q, C, E, F, B, D, 1",3,1,7.127,0.7,40.765823,-73.987169,"10023, 10022, 10036",0.991714394,0.992706108,0.991714394,0.992706108,0.89,0,16,1
10019,Manhattan,Chelsea and Clinton,2015,"$7,435,163,000 ","24,850",299202,299202,360007,"$94,022.00 ","$144,753.00 ","$1,490.55 ",69.40%,4.20%,26.50%,Y,7,"5 Av/59 St, 57 St - 7 Av, 49 St, 50 St, 57 St, 7 Av, 50 St",10,"N, W, R, Q, C, E, F, B, D, 1",3,1,7.127,0.7,40.765823,-73.987169,"10023, 10022, 10036",1.019396612,1.019396612,1.019396612,1.019396612,0.97,0,33,2
10021,Manhattan,Upper East Side,2001,"$378,043,000 ",695,543947,727678.2408,727678.24,,,,,,,Y,1,72 St,1,Q,3,0,25.456,0.4,40.769258,-73.958751,"10075, 10065",,0,0,0,0,0,,
10021,Manhattan,Upper East Side,2002,"$299,277,000 ",593,504683,664519.5632,664519.56,,,,,,,Y,1,72 St,1,Q,3,0,25.456,0.4,40.769258,-73.958751,"10075, 10065",,0,0,0,0,0,,
10021,Manhattan,Upper East Side,2004,"$16,371,540,000 ","56,726",288607,361701.1404,361701.14,,,,,,,Y,1,72 St,1,Q,3,0,25.456,0.4,40.769258,-73.958751,"10075, 10065",0.662704045,0.830543988,0,0,0,0,,
10021,Manhattan,Upper East Side,2005,"$18,872,825,000 ","56,190",335875,407099.1151,407099.12,,,,,,,Y,1,72 St,1,Q,3,0,25.456,0.4,40.769258,-73.958751,"10075, 10065",0.673409037,0.816209075,0.673409037,0.816209075,0.82,0,,
10021,Manhattan,Upper East Side,2006,"$18,706,424,000 ","52,522",356164,418304.7554,866368.88,,,,,,,Y,1,72 St,1,Q,3,0,25.456,0.4,40.769258,-73.958751,"10075, 10065",0.770995978,0.905513426,0.770995978,0.905513426,0.89,0,,
10021,Manhattan,Upper East Side,2007,"$16,765,584,000 ","33,813",495832,566479.527,410948.77,,,,,,,Y,1,72 St,1,Q,3,0,25.456,0.4,40.769258,-73.958751,"10075, 10065",0.815057961,0.931189694,0.815057961,0.931189694,0.91,0,,
10021,Manhattan,Upper East Side,2008,"$12,127,711,000 ","29,820",406697,447634.223,347592.13,,,,,,,Y,1,72 St,1,Q,3,0,25.456,0.4,40.769258,-73.958751,"10075, 10065",0.873610125,0.961545793,0.873610125,0.961545793,0.92,0,,
10021,Manhattan,Upper East Side,2009,"$12,244,041,000 ","26,305",465464,514374.0759,315233.48,,,,,,,Y,1,72 St,1,Q,3,0,25.456,0.4,40.769258,-73.958751,"10075, 10065",0.769990537,0.850899685,0.769990537,0.850899685,0.83,0,,
10021,Manhattan,Upper East Side,2010,"$11,681,026,000 ","24,893",469249,510390.5478,358027.9,,,,,,,Y,1,72 St,1,Q,3,0,25.456,0.4,40.769258,-73.958751,"10075, 10065",0.678429125,0.737910603,0.678429125,0.737910603,0.76,0,,
10021,Manhattan,Upper East Side,2011,"$10,170,458,000 ","24,382",417130,439633.7197,369072.37,"$109,343.00 ","$203,545.00 ","$1,057.58 ",67.50%,2.40%,30.10%,Y,1,72 St,1,Q,3,0,25.456,0.4,40.769258,-73.958751,"10075, 10065",0.700596225,0.738392646,0.700596225,0.738392646,0.76,0,,
10021,Manhattan,Upper East Side,2012,"$12,433,132,000 ","24,030",517400,534097.1396,512968.61,"$106,236.00 ","$203,047.00 ","$1,075.08 ",65.80%,2.90%,31.30%,Y,1,72 St,1,Q,3,0,25.456,0.4,40.769258,-73.958751,"10075, 10065",0.732835318,0.756484822,0.732835318,0.756484822,0.78,0,,
10021,Manhattan,Upper East Side,2013,"$11,744,436,000 ","23,860",492223,500598.6666,433997.34,"$107,907.00 ","$208,019.00 ","$1,150.58 ",66%,3.20%,30.70%,Y,1,72 St,1,Q,3,0,25.456,0.4,40.769258,-73.958751,"10075, 10065",0.807802475,0.821548042,0.807802475,0.821548042,0.83,0,2,0
10021,Manhattan,Upper East Side,2014,"$12,181,504,000 ","24,090",505666,506171.666,482584.1,"$109,398.00 ","$204,533.00 ","$1,249.25 ",67.40%,2.50%,30.10%,Y,1,72 St,1,Q,3,0,25.456,0.4,40.769258,-73.958751,"10075, 10065",0.91846507,0.919383535,0.91846507,0.919383535,0.91,0,8,0
10021,Manhattan,Upper East Side,2015,"$13,597,373,000 ","24,180",562340,562340,510849,"$115,076.00 ","$218,180.00 ","$1,295.42 ",68.40%,2.10%,29.50%,Y,1,72 St,1,Q,3,0,25.456,0.4,40.769258,-73.958751,"10075, 10065",0.974247405,0.974247405,0.974247405,0.974247405,0.93,0,11,0
10022,Manhattan,Gramercy Park and Murray Hill,2001,"$6,052,573,000 ","15,259",396656,530636.1471,448548.54,,,,,,,Y,5,"Lexington Av/59 St, Lexington Av/53 St, 5 Av/53 St, 59 St, 51 St",8,"N, W, R, E, M, 4, 5, 6",6,0,3.932,0.4,40.758628,-73.967948,"10065, 10019, 10017",,0,0,0,0,0,,
10022,Manhattan,Gramercy Park and Murray Hill,2002,"$4,880,541,000 ","14,241",342711,451249.9213,413695.25,,,,,,,Y,5,"Lexington Av/59 St, Lexington Av/53 St, 5 Av/53 St, 59 St, 51 St",8,"N, W, R, E, M, 4, 5, 6",6,0,3.932,0.4,40.758628,-73.967948,"10065, 10019, 10017",,0,0,0,0,0,,
10022,Manhattan,Gramercy Park and Murray Hill,2004,"$6,145,336,000 ","21,207",289779,363169.9674,289095.3,,,,,,,Y,5,"Lexington Av/59 St, Lexington Av/53 St, 5 Av/53 St, 59 St, 51 St",8,"N, W, R, E, M, 4, 5, 6",6,0,3.932,0.4,40.758628,-73.967948,"10065, 10019, 10017",,0,0,0,0,0,,
10022,Manhattan,Gramercy Park and Murray Hill,2005,"$7,579,158,000 ","20,894",362743,439664.6202,306151.06,,,,,,,Y,5,"Lexington Av/59 St, Lexington Av/53 St, 5 Av/53 St, 59 St, 51 St",8,"N, W, R, E, M, 4, 5, 6",6,0,3.932,0.4,40.758628,-73.967948,"10065, 10019, 10017",,0,0.709412447,0.859847203,0.82,0,,
10022,Manhattan,Gramercy Park and Murray Hill,2006,"$8,478,111,000 ","21,109",401635,471709.1857,511615.8,,,,,,,Y,5,"Lexington Av/59 St, Lexington Av/53 St, 5 Av/53 St, 59 St, 51 St",8,"N, W, R, E, M, 4, 5, 6",6,0,3.932,0.4,40.758628,-73.967948,"10065, 10019, 10017",,0,0.74217694,0.871666264,0.87,0,,
10022,Manhattan,Gramercy Park and Murray Hill,2007,"$10,510,474,000 ","21,592",486776,556133.2029,333456.07,,,,,,,Y,5,"Lexington Av/59 St, Lexington Av/53 St, 5 Av/53 St, 59 St, 51 St",8,"N, W, R, E, M, 4, 5, 6",6,0,3.932,0.4,40.758628,-73.967948,"10065, 10019, 10017",,0,0.777824949,0.888651618,0.89,0,,
10022,Manhattan,Gramercy Park and Murray Hill,2008,"$8,059,559,000 ","20,815",387200,426174.698,275250.3,,,,,,,Y,5,"Lexington Av/59 St, Lexington Av/53 St, 5 Av/53 St, 59 St, 51 St",8,"N, W, R, E, M, 4, 5, 6",6,0,3.932,0.4,40.758628,-73.967948,"10065, 10019, 10017",,0,0.823692465,0.906603532,0.91,0,,
10022,Manhattan,Gramercy Park and Murray Hill,2009,"$7,404,273,000 ","19,702",375813,415302.7186,268009.07,,,,,,,Y,5,"Lexington Av/59 St, Lexington Av/53 St, 5 Av/53 St, 59 St, 51 St",8,"N, W, R, E, M, 4, 5, 6",6,0,3.932,0.4,40.758628,-73.967948,"10065, 10019, 10017",,0,0.753329708,0.832488168,0.83,0,,
10022,Manhattan,Gramercy Park and Murray Hill,2010,"$9,583,353,000 ","20,188",474705,516324.9042,283129.13,,,,,,,Y,5,"Lexington Av/59 St, Lexington Av/53 St, 5 Av/53 St, 59 St, 51 St",8,"N, W, R, E, M, 4, 5, 6",6,0,3.932,0.4,40.758628,-73.967948,"10065, 10019, 10017",,0,0.665493143,0.723840455,0.72,0,,
10022,Manhattan,Gramercy Park and Murray Hill,2011,"$8,031,973,000 ","20,293",395800,417152.9889,295229.01,"$109,625.00 ","$201,941.00 ","$1,072.93 ",66.70%,3.70%,29.60%,Y,5,"Lexington Av/59 St, Lexington Av/53 St, 5 Av/53 St, 59 St, 51 St",8,"N, W, R, E, M, 4, 5, 6",6,0,3.932,0.4,40.758628,-73.967948,"10065, 10019, 10017",,0,0.691625836,0.728938314,0.73,0,,
10022,Manhattan,Gramercy Park and Murray Hill,2012,"$8,354,121,000 ","19,710",423852,437530.2296,439660.49,"$106,888.00 ","$202,981.00 ","$1,044.89 ",66.90%,4.50%,28.60%,Y,5,"Lexington Av/59 St, Lexington Av/53 St, 5 Av/53 St, 59 St, 51 St",8,"N, W, R, E, M, 4, 5, 6",6,0,3.932,0.4,40.758628,-73.967948,"10065, 10019, 10017",,0,0.736008451,0.759760356,0.76,0,,
10022,Manhattan,Gramercy Park and Murray Hill,2013,"$10,036,729,000 ","19,780",507418,516052.2247,352227.9,"$109,019.00 ","$214,340.00 ","$1,065.13 ",67%,4.70%,28.40%,Y,5,"Lexington Av/59 St, Lexington Av/53 St, 5 Av/53 St, 59 St, 51 St",8,"N, W, R, E, M, 4, 5, 6",6,0,3.932,0.4,40.758628,-73.967948,"10065, 10019, 10017",,0,0.809817468,0.823597322,0.82,0,2,0
10022,Manhattan,Gramercy Park and Murray Hill,2014,"$12,325,088,000 ","20,130",612275,612887.275,384850.13,"$115,604.00 ","$221,140.00 ","$1,167.60 ",66.50%,3.70%,29.70%,Y,5,"Lexington Av/59 St, Lexington Av/53 St, 5 Av/53 St, 59 St, 51 St",8,"N, W, R, E, M, 4, 5, 6",6,0,3.932,0.4,40.758628,-73.967948,"10065, 10019, 10017",,0,0.931089988,0.932021078,0.93,0,13,0
10022,Manhattan,Gramercy Park and Murray Hill,2015,"$10,414,140,000 ","20,230",514787,514787,436098,"$126,378.00 ","$234,492.00 ","$1,258.90 ",67.30%,3.20%,29.40%,Y,5,"Lexington Av/59 St, Lexington Av/53 St, 5 Av/53 St, 59 St, 51 St",8,"N, W, R, E, M, 4, 5, 6",6,0,3.932,0.4,40.758628,-73.967948,"10065, 10019, 10017",1.040941152,1.040941152,1.040941152,1.040941152,0.97,0,21,1
10023,Manhattan,Upper West Side,2001,"$6,069,209,000 ","27,379",221674,296549.7491,270461.82,,,,,,,N,5,"72 St, 59 St - Columbus Circle, 72 St, 66 St - Lincoln Center, 59 St - Columbus Circle",6,"A, B, C, D, 1, 2",8,2,9.023,0.5,40.775921,-73.982607,"10024, 10019",,0,0,0,0,0,,
10023,Manhattan,Upper West Side,2002,"$5,271,190,000 ","26,289",200509,264011.5738,242840.9,,,,,,,N,5,"72 St, 59 St - Columbus Circle, 72 St, 66 St - Lincoln Center, 59 St - Columbus Circle",6,"A, B, C, D, 1, 2",8,2,9.023,0.5,40.775921,-73.982607,"10024, 10019",,0,0,0,0,0,,
10023,Manhattan,Upper West Side,2004,"$6,581,417,000 ","34,761",189333,237284.4804,240118.11,,,,,,,N,5,"72 St, 59 St - Columbus Circle, 72 St, 66 St - Lincoln Center, 59 St - Columbus Circle",6,"A, B, C, D, 1, 2",8,2,9.023,0.5,40.775921,-73.982607,"10024, 10019",0.640061162,0.802166449,0,0,0,0,,
10023,Manhattan,Upper West Side,2005,"$7,609,861,000 ","33,970",224017,271521.0196,252013.59,,,,,,,N,5,"72 St, 59 St - Columbus Circle, 72 St, 66 St - Lincoln Center, 59 St - Columbus Circle",6,"A, B, C, D, 1, 2",8,2,9.023,0.5,40.775921,-73.982607,"10024, 10019",0.64872579,0.786291612,0.64872579,0.786291612,0.78,0,,
10023,Manhattan,Upper West Side,2006,"$8,755,058,000 ","34,137",256468,301214.5641,273951.54,,,,,,,N,5,"72 St, 59 St - Columbus Circle, 72 St, 66 St - Lincoln Center, 59 St - Columbus Circle",6,"A, B, C, D, 1, 2",8,2,9.023,0.5,40.775921,-73.982607,"10024, 10019",0.737716616,0.866427737,0.737716616,0.866427737,0.86,0,,
10023,Manhattan,Upper West Side,2007,"$10,546,575,000 ","35,385",298052,340519.2807,288679.12,,,,,,,N,5,"72 St, 59 St - Columbus Circle, 72 St, 66 St - Lincoln Center, 59 St - Columbus Circle",6,"A, B, C, D, 1, 2",8,2,9.023,0.5,40.775921,-73.982607,"10024, 10019",0.782619776,0.894129626,0.782619776,0.894129626,0.87,0,,
10023,Manhattan,Upper West Side,2008,"$9,077,068,000 ","34,334",264375,290986.4044,248534.03,,,,,,,N,5,"72 St, 59 St - Columbus Circle, 72 St, 66 St - Lincoln Center, 59 St - Columbus Circle",6,"A, B, C, D, 1, 2",8,2,9.023,0.5,40.775921,-73.982607,"10024, 10019",0.828134557,0.911492755,0.828134557,0.911492755,0.89,0,,
10023,Manhattan,Upper West Side,2009,"$8,728,258,000 ","34,139",255668,282533.1094,236559.1,,,,,,,N,5,"72 St, 59 St - Columbus Circle, 72 St, 66 St - Lincoln Center, 59 St - Columbus Circle",6,"A, B, C, D, 1, 2",8,2,9.023,0.5,40.775921,-73.982607,"10024, 10019",0.742558614,0.820585267,0.742558614,0.820585267,0.79,0,,
10023,Manhattan,Upper West Side,2010,"$9,253,397,000 ","34,540",267904,291392.5641,246887.07,,,,,,,N,5,"72 St, 59 St - Columbus Circle, 72 St, 66 St - Lincoln Center, 59 St - Columbus Circle",6,"A, B, C, D, 1, 2",8,2,9.023,0.5,40.775921,-73.982607,"10024, 10019",0.611684532,0.665314158,0.611684532,0.665314158,0.67,0,,
10023,Manhattan,Upper West Side,2011,"$9,262,132,000 ","34,598",267707,282149.5078,266780.82,"$105,260.00 ","$191,790.00 ","$1,120.58 ",66.60%,4.20%,29.30%,N,5,"72 St, 59 St - Columbus Circle, 72 St, 66 St - Lincoln Center, 59 St - Columbus Circle",6,"A, B, C, D, 1, 2",8,2,9.023,0.5,40.775921,-73.982607,"10024, 10019",0.636905734,0.671266121,0.636905734,0.671266121,0.7,0,,
10023,Manhattan,Upper West Side,2012,"$10,930,729,000 ","34,110",320455,330796.4802,307374.76,"$105,311.00 ","$182,002.00 ","$1,158.00 ",65.20%,4.40%,30.30%,N,5,"72 St, 59 St - Columbus Circle, 72 St, 66 St - Lincoln Center, 59 St - Columbus Circle",6,"A, B, C, D, 1, 2",8,2,9.023,0.5,40.775921,-73.982607,"10024, 10019",0.695944114,0.718403094,0.695944114,0.718403094,0.73,0,,
10023,Manhattan,Upper West Side,2013,"$10,708,893,000 ","33,900",315897,321272.3034,277947.42,"$103,534.00 ","$183,329.00 ","$1,266.33 ",65.70%,4.20%,30.10%,N,5,"72 St, 59 St - Columbus Circle, 72 St, 66 St - Lincoln Center, 59 St - Columbus Circle",6,"A, B, C, D, 1, 2",8,2,9.023,0.5,40.775921,-73.982607,"10024, 10019",0.756204665,0.769072244,0.756204665,0.769072244,0.82,0,1,0
10023,Manhattan,Upper West Side,2014,"$12,398,465,000 ","33,720",367689,368056.689,311135.82,"$111,265.00 ","$185,157.00 ","$1,396.42 ",66%,4.20%,29.80%,N,5,"72 St, 59 St - Columbus Circle, 72 St, 66 St - Lincoln Center, 59 St - Columbus Circle",6,"A, B, C, D, 1, 2",8,2,9.023,0.5,40.775921,-73.982607,"10024, 10019",0.838267007,0.839105274,0.838267007,0.839105274,0.92,0,8,0
10023,Manhattan,Upper West Side,2015,"$12,106,043,000 ","34,100",355016,355016,319264.5,"$111,478.00 ","$188,600.00 ","$1,486.17 ",66.40%,3.40%,30.20%,N,5,"72 St, 59 St - Columbus Circle, 72 St, 66 St - Lincoln Center, 59 St - Columbus Circle",6,"A, B, C, D, 1, 2",8,2,9.023,0.5,40.775921,-73.982607,"10024, 10019",0.928149288,0.928149288,0.928149288,0.928149288,0.98,0,14,2
10024,Manhattan,Upper West Side,2001,"$5,854,138,000 ","26,000",225159,301211.892,210378.36,,,,,,,Y,4,"86 St, 81 St - Museum of Natural History, 86 St, 79 St",3,"B, C, 1",2,3,19.047,0.9,40.798452,-73.974428,"10025, 10023",,0,0,0,0,0,,
10024,Manhattan,Upper West Side,2002,"$5,376,912,000 ","25,138",213896,281638.3284,191649.97,,,,,,,Y,4,"86 St, 81 St - Museum of Natural History, 86 St, 79 St",3,"B, C, 1",2,3,19.047,0.9,40.798452,-73.974428,"10025, 10023",,0,0,0,0,0,,
10024,Manhattan,Upper West Side,2004,"$6,717,999,000 ","32,634",205859,257995.9428,173161.79,,,,,,,Y,4,"86 St, 81 St - Museum of Natural History, 86 St, 79 St",3,"B, C, 1",2,3,19.047,0.9,40.798452,-73.974428,"10025, 10023",0.63030303,0.78993692,0,0,0,0,,
10024,Manhattan,Upper West Side,2005,"$7,330,046,000 ","32,091",228414,276850.4273,192152.6,,,,,,,Y,4,"86 St, 81 St - Museum of Natural History, 86 St, 79 St",3,"B, C, 1",2,3,19.047,0.9,40.798452,-73.974428,"10025, 10023",0.636139169,0.771035929,0.636139169,0.771035929,0.76,0,,
10024,Manhattan,Upper West Side,2006,"$8,227,099,000 ","32,228",255278,299816.942,211928.24,,,,,,,Y,4,"86 St, 81 St - Museum of Natural History, 86 St, 79 St",3,"B, C, 1",2,3,19.047,0.9,40.798452,-73.974428,"10025, 10023",0.720426487,0.846120959,0.720426487,0.846120959,0.82,0,,
10024,Manhattan,Upper West Side,2007,"$9,455,197,000 ","33,283",284085,324562.2236,235146.95,,,,,,,Y,4,"86 St, 81 St - Museum of Natural History, 86 St, 79 St",3,"B, C, 1",2,3,19.047,0.9,40.798452,-73.974428,"10025, 10023",0.73989899,0.845321863,0.73989899,0.845321863,0.82,0,,
10024,Manhattan,Upper West Side,2008,"$8,106,634,000 ","31,925",253927,279486.7318,207673.76,,,,,,,Y,4,"86 St, 81 St - Museum of Natural History, 86 St, 79 St",3,"B, C, 1",2,3,19.047,0.9,40.798452,-73.974428,"10025, 10023",0.796296296,0.876449725,0.796296296,0.876449725,0.83,0,,
10024,Manhattan,Upper West Side,2009,"$7,031,434,000 ","31,129",225880,249615.0428,198153.21,,,,,,,Y,4,"86 St, 81 St - Museum of Natural History, 86 St, 79 St",3,"B, C, 1",2,3,19.047,0.9,40.798452,-73.974428,"10025, 10023",0.687878788,0.760159789,0.687878788,0.760159789,0.76,0,,
10024,Manhattan,Upper West Side,2010,"$8,113,410,000 ","31,509",257495,280070.9519,207791.12,,,,,,,Y,4,"86 St, 81 St - Museum of Natural History, 86 St, 79 St",3,"B, C, 1",2,3,19.047,0.9,40.798452,-73.974428,"10025, 10023",0.610766767,0.664315928,0.610766767,0.664315928,0.68,0,,
10024,Manhattan,Upper West Side,2011,"$8,309,833,000 ","31,370",264897,279187.9113,203864.29,"$111,582.00 ","$194,581.00 ","$1,046.58 ",68.70%,3.70%,27.60%,Y,4,"86 St, 81 St - Museum of Natural History, 86 St, 79 St",3,"B, C, 1",2,3,19.047,0.9,40.798452,-73.974428,"10025, 10023",0.655791154,0.691170389,0.655791154,0.691170389,0.68,0,,
10024,Manhattan,Upper West Side,2012,"$9,359,494,000 ","30,870",303191,312975.3495,233481.69,"$110,091.00 ","$199,262.00 ","$1,094.83 ",68.70%,3.30%,28%,Y,4,"86 St, 81 St - Museum of Natural History, 86 St, 79 St",3,"B, C, 1",2,3,19.047,0.9,40.798452,-73.974428,"10025, 10023",0.666943045,0.688466124,0.666943045,0.688466124,0.72,0,,
10024,Manhattan,Upper West Side,2013,"$9,152,767,000 ","30,820",296975,302028.3266,227247.14,"$109,956.00 ","$194,424.00 ","$1,189.33 ",67.40%,4%,28.60%,Y,4,"86 St, 81 St - Museum of Natural History, 86 St, 79 St",3,"B, C, 1",2,3,19.047,0.9,40.798452,-73.974428,"10025, 10023",0.758894821,0.771808175,0.758894821,0.771808175,0.77,0,1,0
10024,Manhattan,Upper West Side,2014,"$10,130,871,000 ","30,910",327754,328081.754,257569.31,"$109,784.00 ","$195,208.00 ","$1,299.50 ",68%,3.40%,28.60%,Y,4,"86 St, 81 St - Museum of Natural History, 86 St, 79 St",3,"B, C, 1",2,3,19.047,0.9,40.798452,-73.974428,"10025, 10023",0.84856343,0.849411993,0.84856343,0.849411993,0.83,0,8,1
10024,Manhattan,Upper West Side,2015,"$10,553,060,000 ","31,100",339327,339327,253208.5,"$113,839.00 ","$202,005.00 ","$1,356.75 ",68.90%,2.70%,28.40%,Y,4,"86 St, 81 St - Museum of Natural History, 86 St, 79 St",3,"B, C, 1",2,3,19.047,0.9,40.798452,-73.974428,"10025, 10023",0.934806393,0.934806393,0.934806393,0.934806393,0.91,0,12,0
10025,Manhattan,Upper West Side,2001,"$3,557,845,000 ","38,320",92846,124206.9796,131073.77,,,,,,,Y,6,"103 St, 96 St, 116 St - Columbia University, Cathedral Pkwy, 103 St, 96 St",4,"B, C, 1, 2",5,6,7.799,0.8,40.798601,-73.966622,"10026, 10027, 10024",,0,0,0,0,0.007807422,,
10025,Manhattan,Upper West Side,2002,"$3,338,109,000 ","36,846",90596,119288.3738,124879.99,,,,,,,Y,6,"103 St, 96 St, 116 St - Columbia University, Cathedral Pkwy, 103 St, 96 St",4,"B, C, 1, 2",5,6,7.799,0.8,40.798601,-73.966622,"10026, 10027, 10024",,0,0,0,0,0.007807422,,
10025,Manhattan,Upper West Side,2004,"$4,052,887,000 ","46,583",87004,109039.0948,114233.46,,,,,,,Y,6,"103 St, 96 St, 116 St - Columbia University, Cathedral Pkwy, 103 St, 96 St",4,"B, C, 1, 2",5,6,7.799,0.8,40.798601,-73.966622,"10026, 10027, 10024",0.654988433,0.82087428,0,0,0,0.007807422,,
10025,Manhattan,Upper West Side,2005,"$4,268,553,000 ","45,873",93052,112784.1812,122471.33,,,,,,,Y,6,"103 St, 96 St, 116 St - Columbia University, Cathedral Pkwy, 103 St, 96 St",4,"B, C, 1, 2",5,6,7.799,0.8,40.798601,-73.966622,"10026, 10027, 10024",0.598051236,0.724871244,0.598051236,0.724871244,0.7,0.007807422,,
10025,Manhattan,Upper West Side,2006,"$4,909,854,000 ","47,019",104423,122641.9219,130883.19,,,,,,,Y,6,"103 St, 96 St, 116 St - Columbia University, Cathedral Pkwy, 103 St, 96 St",4,"B, C, 1, 2",5,6,7.799,0.8,40.798601,-73.966622,"10026, 10027, 10024",0.666308443,0.782560815,0.666308443,0.782560815,0.79,0.007807422,,
10025,Manhattan,Upper West Side,2007,"$5,824,315,000 ","51,275",113590,129774.6202,139181.06,,,,,,,Y,6,"103 St, 96 St, 116 St - Columbia University, Cathedral Pkwy, 103 St, 96 St",4,"B, C, 1, 2",5,6,7.799,0.8,40.798601,-73.966622,"10026, 10027, 10024",0.660187886,0.754253298,0.660187886,0.754253298,0.79,0.007807422,,
10025,Manhattan,Upper West Side,2008,"$5,398,322,000 ","47,778",112988,124361.1229,126501.17,,,,,,,Y,6,"103 St, 96 St, 116 St - Columbia University, Cathedral Pkwy, 103 St, 96 St",4,"B, C, 1, 2",5,6,7.799,0.8,40.798601,-73.966622,"10026, 10027, 10024",0.674739887,0.742657716,0.674739887,0.742657716,0.8,0.007807422,,
10025,Manhattan,Upper West Side,2009,"$4,823,341,000 ","46,849",102955,113773.3165,116341.15,,,,,,,Y,6,"103 St, 96 St, 116 St - Columbia University, Cathedral Pkwy, 103 St, 96 St",4,"B, C, 1, 2",5,6,7.799,0.8,40.798601,-73.966622,"10026, 10027, 10024",0.630660777,0.696929417,0.630660777,0.696929417,0.71,0.007807422,,
10025,Manhattan,Upper West Side,2010,"$5,461,616,000 ","47,834",114179,124189.6783,126520.57,,,,,,,Y,6,"103 St, 96 St, 116 St - Columbia University, Cathedral Pkwy, 103 St, 96 St",4,"B, C, 1, 2",5,6,7.799,0.8,40.798601,-73.966622,"10026, 10027, 10024",0.644618473,0.701135592,0.644618473,0.701135592,0.67,0.007807422,,
10025,Manhattan,Upper West Side,2011,"$5,674,434,000 ","47,624",119151,125579.0697,127005.06,"$64,592.00 ","$115,200.00 ",$879.33 ,58.60%,4.60%,36.80%,Y,6,"103 St, 96 St, 116 St - Columbia University, Cathedral Pkwy, 103 St, 96 St",4,"B, C, 1, 2",5,6,7.799,0.8,40.798601,-73.966622,"10026, 10027, 10024",0.650815435,0.685926235,0.650815435,0.685926235,0.67,0.007807422,,
10025,Manhattan,Upper West Side,2012,"$6,157,564,000 ","46,680",131910,136166.8993,140193.1,"$68,463.00 ","$118,312.00 ",$929.00 ,58.80%,5%,36.10%,Y,6,"103 St, 96 St, 116 St - Columbia University, Cathedral Pkwy, 103 St, 96 St",4,"B, C, 1, 2",5,6,7.799,0.8,40.798601,-73.966622,"10026, 10027, 10024",0.690326793,0.712604495,0.690326793,0.712604495,0.67,0.007807422,,
10025,Manhattan,Upper West Side,2013,"$6,051,861,000 ","46,200",130993,133221.9769,137425.64,"$68,516.00 ","$119,878.00 ","$1,027.75 ",58.50%,5.60%,35.80%,Y,6,"103 St, 96 St, 116 St - Columbia University, Cathedral Pkwy, 103 St, 96 St",4,"B, C, 1, 2",5,6,7.799,0.8,40.798601,-73.966622,"10026, 10027, 10024",0.759129904,0.772047258,0.759129904,0.772047258,0.7,0.007807422,1,0
10025,Manhattan,Upper West Side,2014,"$6,878,015,000 ","46,810",146935,147081.935,148262.45,"$71,865.00 ","$120,674.00 ","$1,132.67 ",58.50%,5.40%,36.10%,Y,6,"103 St, 96 St, 116 St - Columbia University, Cathedral Pkwy, 103 St, 96 St",4,"B, C, 1, 2",5,6,7.799,0.8,40.798601,-73.966622,"10026, 10027, 10024",0.825578102,0.82640368,0.825578102,0.82640368,0.77,0.007807422,11,1
10025,Manhattan,Upper West Side,2015,"$7,076,464,000 ","46,740",151401,151401,154779,"$74,065.00 ","$124,739.00 ","$1,196.08 ",59.90%,5.20%,34.90%,Y,6,"103 St, 96 St, 116 St - Columbia University, Cathedral Pkwy, 103 St, 96 St",4,"B, C, 1, 2",5,6,7.799,0.8,40.798601,-73.966622,"10026, 10027, 10024",0.897717317,0.897717317,0.897717317,0.897717317,0.88,0.007807422,15,1
10026,Manhattan,Central Harlem,2001,"$317,038,000 ","10,291",30807,41212.80854,64780.04,,,,,,,N,4,"116 St, Cathedral Pkwy (110 St), 116 St, Central Park North (110 St)",4,"B, C, 2, 3",9,1,31.399,0.3,40.802381,-73.952681,"10027, 10035, 10029, 10025",0.410876159,0.549659508,0,0,0,0.021118211,,
