ZIP,Borough,Neighborhood,Year,Total Adjusted Gross Income (IRS),Number of Returns (IRS),AGI,AGIadj2015,AdjacentIncome,Median HH Income ($),Mean HH Income ($),Median Home Value ($/sq. foot),% Employed,% Unemployed,% Not in Labor Force,Bordering Water,Number of Subway Stations in ZIP,Stops in ZIP,Number of Subway Lines Serving ZIP,Lines Serving ZIP,Number of Parks,Number of Playgrounds,Park Acreage,LandSqMile,Latitude,Longitude,adjacentZIP,Zillow_value,ZillowAdj,Zillow_value2,ZillowAdj2,AdjacentZillow2,Proximity,Coffees,NewCoffees,CRIME_COUNT,A1,A2,DM,NB
10039,Manhattan,Central Harlem,2009,"$396,302,000 ","11,973",33100,36578.08534,37486.18,,,,,,,Y,3.0,"155 St, Harlem - 148 St, 145 St",3.0,"B, D, 3",7,2,21.528,0.5,40.830867,-73.93621800000003," 10032, 10031, 10030, 10037",0.660714286,0.730140892,0.660714286,0.730140892,0.69,0.050107248,,,1064.0,2,54,1,1
10039,Manhattan,Central Harlem,2010,"$424,735,000 ","12,776",33245,36159.76541,37116.92,,,,,,,Y,3.0,"155 St, Harlem - 148 St, 145 St",3.0,"B, D, 3",7,2,21.528,0.5,40.830867,-73.93621800000003," 10032, 10031, 10030, 10037",0.640151515,0.696276992,0.640151515,0.696276992,0.69,0.050107248,,,1064.0,1,55,0,1
10039,Manhattan,Central Harlem,2011,"$434,461,000 ","12,901",33677,35493.838319999995,36432.12,"$34,096.00 ","$43,417.00 ",$499.92 ,48.50%,13%,38.50%,Y,3.0,"155 St, Harlem - 148 St, 145 St",3.0,"B, D, 3",7,2,21.528,0.5,40.830867,-73.93621800000003," 10032, 10031, 10030, 10037",0.649242424,0.6842683620000001,0.649242424,0.6842683620000001,0.68,0.050107248,,,943.0,1,63,0,0
10039,Manhattan,Central Harlem,2012,"$449,905,000 ","13,100",34344,35452.32347,36701.63,"$35,710.00 ","$46,987.00 ",$495.75 ,50.8,12.5,36.7,Y,3.0,"155 St, Harlem - 148 St, 145 St",3.0,"B, D, 3",7,2,21.528,0.5,40.830867,-73.93621800000003," 10032, 10031, 10030, 10037",0.643831169,0.664608399,0.643831169,0.664608399,0.66,0.050107248,,,890.0,4,35,0,0
10039,Manhattan,Central Harlem,2013,"$468,538,000 ","13,400",34966,35560.98146,37006.67,"$33,595.00 ","$46,310.00 ",$538.75 ,48.10%,14%,37.90%,Y,3.0,"155 St, Harlem - 148 St, 145 St",3.0,"B, D, 3",7,2,21.528,0.5,40.830867,-73.93621800000003," 10032, 10031, 10030, 10037",0.699675325,0.711581,0.699675325,0.711581,0.69,0.050107248,0.0,0.0,801.0,3,49,0,0
10039,Manhattan,Central Harlem,2014,"$501,573,000 ","13,700",36611,36647.611,38608.82,"$33,132.00 ","$46,959.00 ",$562.75 ,49.10%,13.80%,37%,Y,3.0,"155 St, Harlem - 148 St, 145 St",3.0,"B, D, 3",7,2,21.528,0.5,40.830867,-73.93621800000003," 10032, 10031, 10030, 10037",0.730844156,0.731575,0.730844156,0.731575,0.73,0.050107248,0.0,0.0,873.0,1,58,2,2
10039,Manhattan,Central Harlem,2015,"$526,222,000 ","13,580",38750,38750.0,41207.0,"$33,558.00 ","$52,332.00 ",$614.75 ,52.40%,12.90%,35.40%,Y,3.0,"155 St, Harlem - 148 St, 145 St",3.0,"B, D, 3",7,2,21.528,0.5,40.830867,-73.93621800000003," 10032, 10031, 10030, 10037",0.798376623,0.798376623,0.798376623,0.798376623,0.81,0.050107248,1.0,0.0,967.0,3,72,1,1
10040,Manhattan,Inwood and Washington Heights,2001,"$512,323,000 ","15,691",32651,43679.66409,43935.85,,,,,,,Y,3.0,"190 St, Dyckman St, 191 St",2.0,"A, 1",3,0,84.486,0.4,40.858305,-73.930549,"10034, 10033",,0.0,0.0,0.0,0.0,0.074214205,,,,1,73,0,0
10040,Manhattan,Inwood and Washington Heights,2002,"$517,130,000 ","15,431",33512,44125.47996,44945.13,,,,,,,Y,3.0,"190 St, Dyckman St, 191 St",2.0,"A, 1",3,0,84.486,0.4,40.858305,-73.930549,"10034, 10033",,0.0,0.0,0.0,0.0,0.074214205,,,,3,51,1,0
10040,Manhattan,Inwood and Washington Heights,2004,"$543,647,000 ","19,479",27909,34977.38145,36456.23,,,,,,,Y,3.0,"190 St, Dyckman St, 191 St",2.0,"A, 1",3,0,84.486,0.4,40.858305,-73.930549,"10034, 10033",,0.0,0.0,0.0,0.0,0.074214205,,,,3,76,0,0
10040,Manhattan,Inwood and Washington Heights,2005,"$586,695,000 ","19,689",29798,36116.82748,37494.33,,,,,,,Y,3.0,"190 St, Dyckman St, 191 St",2.0,"A, 1",3,0,84.486,0.4,40.858305,-73.930549,"10034, 10033",,0.0,0.634479914,0.76902482,0.7,0.074214205,,,,2,74,0,1
10040,Manhattan,Inwood and Washington Heights,2006,"$693,554,000 ","22,111",31367,36839.67291,37269.53,,,,,,,Y,3.0,"190 St, Dyckman St, 191 St",2.0,"A, 1",3,0,84.486,0.4,40.858305,-73.930549,"10034, 10033",,0.0,0.648438472,0.761573029,0.73,0.074214205,,,721.0,4,80,0,0
10040,Manhattan,Inwood and Washington Heights,2007,"$799,426,000 ","25,790",30998,35414.68154,34804.02,,,,,,,Y,3.0,"190 St, Dyckman St, 191 St",2.0,"A, 1",3,0,84.486,0.4,40.858305,-73.930549,"10034, 10033",,0.0,0.664649434,0.75935054,0.76,0.074214205,,,741.0,6,83,1,1
10040,Manhattan,Inwood and Washington Heights,2008,"$725,087,000 ","21,218",34173,37612.77881,37745.96,,,,,,,Y,3.0,"190 St, Dyckman St, 191 St",2.0,"A, 1",3,0,84.486,0.4,40.858305,-73.930549,"10034, 10033",,0.0,0.6799363709999999,0.748377266,0.75,0.074214205,,,736.0,1,119,0,3
10040,Manhattan,Inwood and Washington Heights,2009,"$721,919,000 ","21,336",33836,37391.42282,38432.41,,,,,,,Y,3.0,"190 St, Dyckman St, 191 St",2.0,"A, 1",3,0,84.486,0.4,40.858305,-73.930549,"10034, 10033",,0.0,0.695574907,0.7686646009999999,0.73,0.074214205,,,780.0,3,105,1,0
10040,Manhattan,Inwood and Washington Heights,2010,"$771,643,000 ","22,490",34310,37318.13961000001,38434.09,,,,,,,Y,3.0,"190 St, Dyckman St, 191 St",2.0,"A, 1",3,0,84.486,0.4,40.858305,-73.930549,"10034, 10033",,0.0,0.707399681,0.769421162,0.77,0.074214205,,,676.0,0,97,0,0
10040,Manhattan,Inwood and Washington Heights,2011,"$763,006,000 ","21,622",35288,37191.75005,38075.49,"$37,244.00 ","$55,144.00 ",$324.40 ,53.70%,10%,36.30%,Y,3.0,"190 St, Dyckman St, 191 St",2.0,"A, 1",3,0,84.486,0.4,40.858305,-73.930549,"10034, 10033",,0.0,0.670459169,0.706629728,0.71,0.074214205,,,776.0,0,87,0,0
10040,Manhattan,Inwood and Washington Heights,2012,"$766,544,000 ","21,140",36260,37430.15516,38563.59,"$40,385.00 ","$58,547.00 ",$329.60 ,56.5,9.8,33.6,Y,3.0,"190 St, Dyckman St, 191 St",2.0,"A, 1",3,0,84.486,0.4,40.858305,-73.930549,"10034, 10033",,0.0,0.6343940370000001,0.6548667189999999,0.65,0.074214205,,,706.0,2,84,0,0
10040,Manhattan,Inwood and Washington Heights,2013,"$808,747,000 ","21,670",37321,37956.05414,39124.61,"$42,721.00 ","$60,419.00 ",$317.30 ,56.70%,9%,34.30%,Y,3.0,"190 St, Dyckman St, 191 St",2.0,"A, 1",3,0,84.486,0.4,40.858305,-73.930549,"10034, 10033",,0.0,0.686801104,0.698487712,0.7,0.074214205,0.0,0.0,686.0,3,115,0,1
10040,Manhattan,Inwood and Washington Heights,2014,"$846,881,000 ","21,240",39872,39911.872,40840.3,"$46,944.00 ","$62,395.00 ",$357.20 ,58%,8.40%,33.60%,Y,3.0,"190 St, Dyckman St, 191 St",2.0,"A, 1",3,0,84.486,0.4,40.858305,-73.930549,"10034, 10033",,0.0,0.757064957,0.757822022,0.76,0.074214205,1.0,1.0,622.0,1,106,0,0
10040,Manhattan,Inwood and Washington Heights,2015,"$905,138,000 ","21,610",41885,41885.0,43199.0,"$46,200.00 ","$59,397.00 ",$351.40 ,58.40%,7.40%,34.60%,Y,3.0,"190 St, Dyckman St, 191 St",2.0,"A, 1",3,0,84.486,0.4,40.858305,-73.930549,"10034, 10033",,0.0,0.798999323,0.798999323,0.8,0.074214205,1.0,0.0,671.0,3,126,0,0
10044,Manhattan,Upper East Side,2001,"$166,357,000 ","2,334",71275,95349.85323,546041.95,,,,,,,Y,,,,,0,0,0.0,0.2,40.761915,-73.949962,"10022, 10021, 10028",,0.0,0.0,0.0,0.0,0.01145278,,,,0,13,1,2
10044,Manhattan,Upper East Side,2002,"$155,318,000 ","2,248",69092,90973.90969,482939.11,,,,,,,Y,,,,,0,0,0.0,0.2,40.761915,-73.949962,"10022, 10021, 10028",,0.0,0.0,0.0,0.0,0.01145278,,,,0,10,0,0
10044,Manhattan,Upper East Side,2004,"$184,975,000 ","3,224",57374,71904.84372,336663.82,,,,,,,Y,,,,,0,0,0.0,0.2,40.761915,-73.949962,"10022, 10021, 10028",,0.0,0.0,0.0,0.0,0.01145278,,,,0,8,0,2
10044,Manhattan,Upper East Side,2005,"$211,387,000 ","3,532",59849,72540.30499,394390.31,,,,,,,Y,,,,,0,0,0.0,0.2,40.761915,-73.949962,"10022, 10021, 10028",,0.0,1.019396612,1.2355651909999998,0.85,0.01145278,,,,0,7,0,0
10044,Manhattan,Upper East Side,2006,"$269,867,000 ","4,001",67450,79218.15722000001,417767.63,,,,,,,Y,,,,,0,0,0.0,0.2,40.761915,-73.949962,"10022, 10021, 10028",,0.0,0.673409037,0.790900266,0.88,0.01145278,,,70.0,0,17,0,1
10044,Manhattan,Upper East Side,2007,"$303,570,000 ","4,445",68295,78025.86218,509737.74,,,,,,,Y,,,,,0,0,0.0,0.2,40.761915,-73.949962,"10022, 10021, 10028",,0.0,0.8150579609999999,0.931189694,0.9,0.01145278,,,112.0,0,13,0,2
10044,Manhattan,Upper East Side,2008,"$294,398,000 ","4,102",71769,78993.10925,403758.7,,,,,,,Y,,,,,0,0,0.0,0.2,40.761915,-73.949962,"10022, 10021, 10028",,0.0,0.873610125,0.961545793,0.92,0.01145278,,,54.0,0,4,0,0
10044,Manhattan,Upper East Side,2009,"$293,295,000 ","4,145",70759,78194.22176,400517.88,,,,,,,Y,,,,,0,0,0.0,0.2,40.761915,-73.949962,"10022, 10021, 10028",,0.0,0.769990537,0.850899685,0.83,0.01145278,,,42.0,2,9,0,0
10044,Manhattan,Upper East Side,2010,"$323,098,000 ","4,327",74670,81216.7148,446253.6,,,,,,,Y,,,,,0,0,0.0,0.2,40.761915,-73.949962,"10022, 10021, 10028",,0.0,0.678429125,0.737910603,0.75,0.01145278,,,47.0,1,2,0,0
10044,Manhattan,Upper East Side,2011,"$334,528,000 ","4,342",77045,81201.49578,387143.9,"$76,250.00 ","$103,751.00 ",$461.90 ,53.40%,3.70%,43%,Y,,,,,0,0,0.0,0.2,40.761915,-73.949962,"10022, 10021, 10028",,0.0,0.700596225,0.738392646,0.75,0.01145278,,,53.0,0,4,0,0
10044,Manhattan,Upper East Side,2012,"$344,925,000 ","4,160",82915,85590.76986,440824.21,"$75,325.00 ","$105,174.00 ",$592.20 ,51.9,3.8,44.3,Y,,,,,0,0,0.0,0.2,40.761915,-73.949962,"10022, 10021, 10028",,0.0,0.732835318,0.756484822,0.77,0.01145278,,,49.0,0,13,0,0
10044,Manhattan,Upper East Side,2013,"$346,386,000 ","4,160",83266,84682.85426000001,458750.15,"$83,066.00 ","$109,332.00 ",$580.40 ,52.90%,3.80%,43.30%,Y,,,,,0,0,0.0,0.2,40.761915,-73.949962,"10022, 10021, 10028",,0.0,0.807802475,0.821548042,0.83,0.01145278,0.0,0.0,53.0,0,22,0,1
10044,Manhattan,Upper East Side,2014,"$376,386,000 ","4,280",87941,88028.94099999998,498001.84,"$95,259.00 ","$112,172.00 ",$598.90 ,55.40%,3.30%,41.20%,Y,,,,,0,0,0.0,0.2,40.761915,-73.949962,"10022, 10021, 10028",,0.0,0.91846507,0.919383535,0.92,0.01145278,1.0,0.0,52.0,0,21,9,0
10044,Manhattan,Upper East Side,2015,"$403,845,000 ","4,310",93700,93700.0,494662.33,"$91,383.00 ","$116,875.00 ",$602.00 ,54.60%,3.10%,34.20%,Y,,,,,0,0,0.0,0.2,40.761915,-73.949962,"10022, 10021, 10028",,0.0,1.007594279,1.007594279,0.99,0.01145278,1.0,0.0,60.0,0,25,0,4
10065,Manhattan,Upper East Side,2001,,,543947,727678.2408,629157.19,,,,,,,Y,3.0,"Roosevelt Island, Lexington Av/63 St, 68 St - Hunter College",3.0,"F, Q, 6",2,0,2.005,0.4,40.764612,-73.963122,"10022, 10021",,0.0,0.0,0.0,0.0,0.0,,,,19,440,0,1
10065,Manhattan,Upper East Side,2002,,,504683,664519.5632,557884.74,,,,,,,Y,3.0,"Roosevelt Island, Lexington Av/63 St, 68 St - Hunter College",3.0,"F, Q, 6",2,0,2.005,0.4,40.764612,-73.963122,"10022, 10021",,0.0,0.0,0.0,0.0,0.0,,,,20,463,0,0
10065,Manhattan,Upper East Side,2004,,,288607,361701.1404,362435.55,,,,,,,Y,3.0,"Roosevelt Island, Lexington Av/63 St, 68 St - Hunter College",3.0,"F, Q, 6",2,0,2.005,0.4,40.764612,-73.963122,"10022, 10021",,0.0,0.0,0.0,0.0,0.0,,,,22,475,1,0
10065,Manhattan,Upper East Side,2005,,,335875,407099.1151,423381.87,,,,,,,Y,3.0,"Roosevelt Island, Lexington Av/63 St, 68 St - Hunter College",3.0,"F, Q, 6",2,0,2.005,0.4,40.764612,-73.963122,"10022, 10021",,0.0,0.673409037,0.816209075,0.84,0.0,,,,14,458,9,2
10065,Manhattan,Upper East Side,2006,"$1,597,146,000 ","1,869",854546,1003640.614,445006.97,,,,,,,Y,3.0,"Roosevelt Island, Lexington Av/63 St, 68 St - Hunter College",3.0,"F, Q, 6",2,0,2.005,0.4,40.764612,-73.963122,"10022, 10021",0.709056453,0.832767169,0.709056453,0.832767169,0.89,0.0,,,774.0,22,503,1,1
10065,Manhattan,Upper East Side,2007,"$4,771,053,000 ","12,282",388459,443807.7223,561306.36,,,,,,,Y,3.0,"Roosevelt Island, Lexington Av/63 St, 68 St - Hunter College",3.0,"F, Q, 6",2,0,2.005,0.4,40.764612,-73.963122,"10022, 10021",0.741472172,0.847119196,0.741472172,0.847119196,0.91,0.0,,,747.0,36,585,2,2
10065,Manhattan,Upper East Side,2008,"$4,421,052,000 ","13,458",328507,361573.7901,436904.46,,,,,,,Y,3.0,"Roosevelt Island, Lexington Av/63 St, 68 St - Hunter College",3.0,"F, Q, 6",2,0,2.005,0.4,40.764612,-73.963122,"10022, 10021",0.783213645,0.862050203,0.783213645,0.862050203,0.93,0.0,,,748.0,22,614,2,1
10065,Manhattan,Upper East Side,2009,"$4,405,604,000 ","14,251",309143,341627.1612,464838.4,,,,,,,Y,3.0,"Roosevelt Island, Lexington Av/63 St, 68 St - Hunter College",3.0,"F, Q, 6",2,0,2.005,0.4,40.764612,-73.963122,"10022, 10021",0.711250748,0.78598763,0.711250748,0.78598763,0.84,0.0,,,626.0,18,493,2,2
10065,Manhattan,Upper East Side,2010,"$5,478,581,000 ","15,471",354119,385166.4903,513357.73,,,,,,,Y,3.0,"Roosevelt Island, Lexington Av/63 St, 68 St - Hunter College",3.0,"F, Q, 6",2,0,2.005,0.4,40.764612,-73.963122,"10022, 10021",0.645770995,0.702389162,0.645770995,0.702389162,0.73,0.0,,,572.0,18,498,1,2
10065,Manhattan,Upper East Side,2011,"$5,673,429,000 ","15,932",356103,375314.378,428393.35,"$111,334.00 ","$197,585.00 ","$1,154.58 ",66.50%,3.10%,30.30%,Y,3.0,"Roosevelt Island, Lexington Av/63 St, 68 St - Hunter College",3.0,"F, Q, 6",2,0,2.005,0.4,40.764612,-73.963122,"10022, 10021",0.665565403,0.701471948,0.665565403,0.701471948,0.73,0.0,,,596.0,15,590,0,0
10065,Manhattan,Upper East Side,2012,"$9,307,781,000 ","15,680",593608,612764.4662,485813.68,"$109,960.00 ","$197,990.00 ","$1,199.25 ",67.3,3.6,29.2,Y,3.0,"Roosevelt Island, Lexington Av/63 St, 68 St - Hunter College",3.0,"F, Q, 6",2,0,2.005,0.4,40.764612,-73.963122,"10022, 10021",0.708475704,0.731339093,0.708475704,0.731339093,0.76,0.0,,,646.0,19,654,5,0
10065,Manhattan,Upper East Side,2013,"$6,983,851,000 ","15,670",445683,453266.7419,508325.45,"$115,519.00 ","$214,581.00 ","$1,301.08 ",68.80%,3.70%,27.50%,Y,3.0,"Roosevelt Island, Lexington Av/63 St, 68 St - Hunter College",3.0,"F, Q, 6",2,0,2.005,0.4,40.764612,-73.963122,"10022, 10021",0.762340743,0.7753127329999999,0.762340743,0.7753127329999999,0.82,0.0,0.0,0.0,687.0,26,750,4,3
10065,Manhattan,Upper East Side,2014,"$7,628,894,000 ","15,890",480107,480587.107,559529.47,"$110,163.00 ","$202,954.00 ","$1,479.67 ",69.30%,2.80%,27.80%,Y,3.0,"Roosevelt Island, Lexington Av/63 St, 68 St - Hunter College",3.0,"F, Q, 6",2,0,2.005,0.4,40.764612,-73.963122,"10022, 10021",0.8880982690000001,0.888986367,0.8880982690000001,0.888986367,0.93,0.0,5.0,1.0,635.0,16,715,3,3
10065,Manhattan,Upper East Side,2015,"$9,288,464,000 ","15,930",583080,583080.0,538563.5,"$112,869.00 ","$205,447.00 ","$1,500.25 ",69.80%,2.70%,42.30%,Y,3.0,"Roosevelt Island, Lexington Av/63 St, 68 St - Hunter College",3.0,"F, Q, 6",2,0,2.005,0.4,40.764612,-73.963122,"10022, 10021",0.906770339,0.906770339,0.906770339,0.906770339,1.01,0.0,12.0,2.0,641.0,18,662,3,3
10075,Manhattan,Upper East Side,2001,,,543947,727678.2408,553744.86,,,,,,,N,1.0,77 St,1.0,6,0,0,0.0,0.2,40.773361,-73.956216,"10021, 10028",,0.0,0.0,0.0,0.0,0.0,,,,10,239,1,0
10075,Manhattan,Upper East Side,2002,,,504683,664519.5632,498783.7,,,,,,,N,1.0,77 St,1.0,6,0,0,0.0,0.2,40.773361,-73.956216,"10021, 10028",,0.0,0.0,0.0,0.0,0.0,,,,13,244,0,0
10075,Manhattan,Upper East Side,2004,,,288607,361701.1404,323410.75,,,,,,,N,1.0,77 St,1.0,6,0,0,0.0,0.2,40.773361,-73.956216,"10021, 10028",,0.0,0.0,0.0,0.0,0.0,,,,14,306,0,1
10075,Manhattan,Upper East Side,2005,,,335875,407099.1151,371753.15,,,,,,,N,1.0,77 St,1.0,6,0,0,0.0,0.2,40.773361,-73.956216,"10021, 10028",,0.0,0.673409037,0.816209075,0.85,0.0,,,,13,323,2,1
10075,Manhattan,Upper East Side,2006,"$907,591,000 ","1,462",620787,729097.1411,390796.85,,,,,,,N,1.0,77 St,1.0,6,0,0,0.0,0.2,40.773361,-73.956216,"10021, 10028",0.812378168,0.954115663,0.812378168,0.954115663,0.89,0.0,,,374.0,8,263,2,1
10075,Manhattan,Upper East Side,2007,"$3,683,662,000 ","11,131",330937,378089.8273,486540.01,,,,,,,N,1.0,77 St,1.0,6,0,0,0.0,0.2,40.773361,-73.956216,"10021, 10028",0.851730019,0.973086889,0.851730019,0.973086889,0.9,0.0,,,375.0,21,306,4,0
10075,Manhattan,Upper East Side,2008,"$3,631,450,000 ","11,981",303101,333610.4781,392550.7,,,,,,,N,1.0,77 St,1.0,6,0,0,0.0,0.2,40.773361,-73.956216,"10021, 10028",0.896564327,0.986810515,0.896564327,0.986810515,0.93,0.0,,,352.0,13,291,7,2
10075,Manhattan,Upper East Side,2009,"$3,301,171,000 ","12,630",261375,288839.7902,393125.46,,,,,,,N,1.0,77 St,1.0,6,0,0,0.0,0.2,40.773361,-73.956216,"10021, 10028",0.798854776,0.882796923,0.798854776,0.882796923,0.82,0.0,,,266.0,5,222,0,0
10075,Manhattan,Upper East Side,2010,"$4,159,562,000 ","13,673",304217,330889.3173,411217.95,,,,,,,N,1.0,77 St,1.0,6,0,0,0.0,0.2,40.773361,-73.956216,"10021, 10028",0.744822125,0.81012463,0.744822125,0.81012463,0.76,0.0,,,245.0,9,256,0,0
10075,Manhattan,Upper East Side,2011,"$4,891,555,000 ","14,209",344258,362830.3528,372139.36,"$99,438.00 ","$187,860.00 ","$1,056.17 ",65.80%,3.40%,30.80%,N,1.0,77 St,1.0,6,0,0,0.0,0.2,40.773361,-73.956216,"10021, 10028",0.772051657,0.813703022,0.772051657,0.813703022,0.76,0.0,,,274.0,8,278,4,1
10075,Manhattan,Upper East Side,2012,"$5,671,633,000 ","14,170",400256,413172.7574,442471.2,"$100,206.00 ","$187,981.00 ","$1,105.67 ",67.1,3.3,29.6,N,1.0,77 St,1.0,6,0,0,0.0,0.2,40.773361,-73.956216,"10021, 10028",0.808235867,0.834318641,0.808235867,0.834318641,0.78,0.0,,,285.0,10,302,0,1
10075,Manhattan,Upper East Side,2013,"$5,843,617,000 ","14,330",407789,414727.9376,430099.12,"$102,941.00 ","$189,081.00 ","$1,195.33 ",67.20%,4.10%,28.60%,N,1.0,77 St,1.0,6,0,0,0.0,0.2,40.773361,-73.956216,"10021, 10028",0.8737816759999999,0.888649945,0.8737816759999999,0.888649945,0.83,0.0,1.0,0.0,254.0,6,330,5,1
10075,Manhattan,Upper East Side,2014,"$6,932,266,000 ","14,320",484097,484581.097,440559.12,"$104,583.00 ","$200,745.00 ","$1,292.08 ",67.10%,4.20%,28.70%,N,1.0,77 St,1.0,6,0,0,0.0,0.2,40.773361,-73.956216,"10021, 10028",0.924306819,0.925231126,0.924306819,0.925231126,0.91,0.0,5.0,0.0,225.0,5,359,1,2
10075,Manhattan,Upper East Side,2015,"$6,329,260,000 ","14,430",438618,438618.0,484600.0,"$111,691.00 ","$205,405.00 ","$1,316.17 ",68.30%,3%,27.50%,N,1.0,77 St,1.0,6,0,0,0.0,0.2,40.773361,-73.956216,"10021, 10028",0.959835351,0.959835351,0.959835351,0.959835351,0.97,0.0,6.0,1.0,260.0,6,323,3,0
10128,Manhattan,Upper East Side,2001,"$5,794,640,000 ","25,958",223231,298632.6634,215199.03,,,,,,,Y,1.0,96 St,1.0,Q,3,2,14.806,0.5,40.781432,-73.950013,"10029, 10028",,0.0,0.0,0.0,0.0,0.0,,,,21,402,3,2
10128,Manhattan,Upper East Side,2002,"$5,288,956,000 ","25,127",210489,277152.3082,191061.41,,,,,,,Y,1.0,96 St,1.0,Q,3,2,14.806,0.5,40.781432,-73.950013,"10029, 10028",,0.0,0.0,0.0,0.0,0.0,,,,25,394,4,3
10128,Manhattan,Upper East Side,2004,"$6,748,348,000 ","32,858",205379,257394.3755,165675.41,,,,,,,Y,1.0,96 St,1.0,Q,3,2,14.806,0.5,40.781432,-73.950013,"10029, 10028",0.589869281,0.739262706,0.0,0.0,0.0,0.0,,,,18,386,1,2
10128,Manhattan,Upper East Side,2005,"$7,560,901,000 ","32,950",229466,278125.5096,191363.55,,,,,,,Y,1.0,96 St,1.0,Q,3,2,14.806,0.5,40.781432,-73.950013,"10029, 10028",0.615400327,0.745899303,0.615400327,0.745899303,0.84,0.0,,,,30,460,3,3
10128,Manhattan,Upper East Side,2006,"$8,554,532,000 ","33,492",255420,299983.7171,205335.34,,,,,,,Y,1.0,96 St,1.0,Q,3,2,14.806,0.5,40.781432,-73.950013,"10029, 10028",0.7279412759999999,0.8549468709999999,0.7279412759999999,0.8549468709999999,0.83,0.0,,,814.0,25,452,3,1
10128,Manhattan,Upper East Side,2007,"$10,762,818,000 ","35,387",304146,347481.5708,225178.22,,,,,,,Y,1.0,96 St,1.0,Q,3,2,14.806,0.5,40.781432,-73.950013,"10029, 10028",0.78639637,0.8984443190000001,0.78639637,0.8984443190000001,0.81,0.0,,,679.0,29,470,4,3
10128,Manhattan,Upper East Side,2008,"$8,533,693,000 ","33,085",257932,283894.8662,192592.55,,,,,,,Y,1.0,96 St,1.0,Q,3,2,14.806,0.5,40.781432,-73.950013,"10029, 10028",0.8216186409999999,0.904320961,0.8216186409999999,0.904320961,0.86,0.0,,,633.0,18,444,1,2
10128,Manhattan,Upper East Side,2009,"$9,048,810,000 ","32,132",281614,311205.466,157295.16,,,,,,,Y,1.0,96 St,1.0,Q,3,2,14.806,0.5,40.781432,-73.950013,"10029, 10028",0.7361342470000001,0.81348584,0.7361342470000001,0.81348584,0.76,0.0,,,557.0,14,393,0,1
10128,Manhattan,Upper East Side,2010,"$9,043,505,000 ","32,636",277102,301397.0015,178895.94,,,,,,,Y,1.0,96 St,1.0,Q,3,2,14.806,0.5,40.781432,-73.950013,"10029, 10028",0.671479328,0.7303514809999999,0.671479328,0.7303514809999999,0.78,0.0,,,551.0,11,427,1,0
10128,Manhattan,Upper East Side,2011,"$9,248,949,000 ","32,877",281320,296496.9147,175876.15,"$97,132.00 ","$174,231.00 ",$880.58 ,68.50%,4.10%,27.40%,Y,1.0,96 St,1.0,Q,3,2,14.806,0.5,40.781432,-73.950013,"10029, 10028",0.687008629,0.7240720140000001,0.687008629,0.7240720140000001,0.77,0.0,,,523.0,17,497,2,1
10128,Manhattan,Upper East Side,2012,"$10,571,413,000 ","32,670",323582,334024.3924,199726.42,"$96,974.00 ","$169,624.00 ",$871.92 ,67.7,4.7,27.6,Y,1.0,96 St,1.0,Q,3,2,14.806,0.5,40.781432,-73.950013,"10029, 10028",0.699925902,0.722513379,0.699925902,0.722513379,0.79,0.0,,,567.0,20,535,0,1
10128,Manhattan,Upper East Side,2013,"$10,821,609,000 ","32,510",332870,338534.1159,205212.98,"$96,296.00 ","$167,623.00 ",$950.33 ,67.40%,4.20%,28.40%,Y,1.0,96 St,1.0,Q,3,2,14.806,0.5,40.781432,-73.950013,"10029, 10028",0.747433178,0.760151501,0.747433178,0.760151501,0.82,0.0,0.0,0.0,540.0,14,575,2,1
10128,Manhattan,Upper East Side,2014,"$11,558,483,000 ","33,260",347519,347866.519,212713.5,"$100,649.00 ","$176,612.00 ","$1,039.92 ",68.60%,3.70%,27.60%,Y,1.0,96 St,1.0,Q,3,2,14.806,0.5,40.781432,-73.950013,"10029, 10028",0.802656389,0.803459045,0.802656389,0.803459045,0.9,0.0,3.0,0.0,516.0,18,512,14,1
10128,Manhattan,Upper East Side,2015,"$10,975,612,000 ","33,500",327630,327630.0,229312.5,"$100,200.00 ","$172,532.00 ","$1,076.50 ",68.90%,3.20%,28.80%,Y,1.0,96 St,1.0,Q,3,2,14.806,0.5,40.781432,-73.950013,"10029, 10028",0.8654974390000001,0.8654974390000001,0.8654974390000001,0.8654974390000001,0.97,0.0,7.0,1.0,583.0,12,603,3,3
10280,Manhattan,Lower Manhattan,2001,"$445,131,000 ","2,608",170679,228329.9558,1114110.36,,,,,,,Y,,,,,1,0,1.556,0.1,40.708538,-74.01665,"10007, 10006, 10004",,0.0,0.0,0.0,0.0,0.0,,,,0,51,0,0
10280,Manhattan,Lower Manhattan,2002,"$487,559,000 ","3,426",142311,187381.8685,865476.24,,,,,,,Y,,,,,1,0,1.556,0.1,40.708538,-74.01665,"10007, 10006, 10004",,0.0,0.0,0.0,0.0,0.00384944,,,,1,54,0,0
10280,Manhattan,Lower Manhattan,2004,"$533,788,000 ","4,037",132224,165711.7519,655966.58,,,,,,,Y,,,,,1,0,1.556,0.1,40.708538,-74.01665,"10007, 10006, 10004",,0.0,0.0,0.0,0.0,0.00384944,,,,2,46,1,0
